,DC
4122,2.0
4123,6.0
4124,2.4
4125,2.6
4126,1.0
4127,1.0
4128,2.0
4129,0.0
4130,1.0
4131,4.4
4132,1.0
4133,4.0
4134,2.0
4135,0.0
4136,0.0
4137,2.2
4138,1.0
4139,10.0
4140,12.8
4141,0.0
4142,14.2
4143,0.0
4144,1.0
4145,1.75
4146,1.0
4147,12.2
4148,0.0
4149,1.0
4150,1.0
4151,3.0
4152,0.0
4153,8.6
4154,3.0
4155,7.2
4156,4.2
4157,1.6
4158,3.0
4159,0.0
4160,1.0
4161,17.4
4162,1.6666666666666667
4163,1.0
4164,1.0
4165,0.0
4166,3.4
4167,0.0
4168,2.0
4169,0.0
4170,0.0
4171,3.2
4172,18.6
4173,2.0
4174,0.0
4175,0.0
4176,0.0
4177,1.0
4178,0.0
4179,0.0
4180,11.6
4181,1.0
4182,2.0
4183,1.0
4184,6.8
4185,1.0
4186,1.0
4187,7.6
4188,1.8
4189,6.0
4190,3.6
4191,1.0
4192,0.0
4193,0.0
4194,0.0
4195,1.8
4196,1.0
4197,6.6
4198,1.0
4199,2.0
4200,1.0
4201,1.0
4202,4.2
4203,2.0
4204,1.0
4205,10.0
4206,1.8
4207,1.0
4208,0.0
4209,5.5
4210,0.0
4211,0.0
4212,1.8
4213,2.0
4214,2.0
4215,1.8
4216,0.0
4217,1.0
4218,3.8
4219,7.6
4220,1.0
4221,1.0
4222,3.0
4223,2.6
4224,15.6
4225,14.0
4226,2.0
4227,1.4
4228,0.0
4229,5.0
4230,1.0
4231,1.0
4232,1.0
4233,1.0
4234,7.6
4235,2.8
4236,2.0
4237,0.0
4238,1.8
4239,2.6
4240,1.6
4241,4.0
4242,0.0
4243,2.0
4244,1.0
4245,4.2
4246,1.0
4247,6.6
4248,26.4
4249,4.2
4250,8.6
4251,0.0
4252,2.0
4253,4.6
4254,1.8
4255,0.0
4256,1.0
4257,2.6
4258,3.0
4259,2.0
4260,2.8
4261,8.2
4262,1.2
4263,3.0
4264,14.0
4265,1.0
4266,0.0
4267,1.0
4268,0.0
4269,2.0
4270,0.0
4271,1.0
4272,4.0
4273,1.0
4274,3.6
4275,0.0
4276,2.0
4277,13.8
4278,2.0
4279,1.8
4280,5.25
4281,2.8
4282,1.5
4283,0.0
4284,11.6
4285,0.0
4286,9.8
4287,26.0
4288,1.0
4289,0.0
4290,1.8
4291,4.0
4292,9.6
4293,4.0
4294,1.8
4295,2.8
4296,1.0
4297,2.0
4298,3.6
4299,19.8
4300,4.8
4301,1.0
4302,1.0
4303,1.0
4304,9.2
4305,8.2
4306,1.0
4307,0.0
4308,0.0
4309,0.0
4310,1.0
4311,0.0
4312,2.6
4313,0.0
4314,1.0
4315,13.4
4316,5.8
4317,1.0
4318,14.4
4319,1.6
4320,1.0
4321,0.0
4322,0.0
4323,2.8
4324,1.0
4325,1.0
4326,1.0
4327,0.0
4328,2.0
4329,3.0
4330,1.0
4331,2.0
4332,10.8
4333,0.0
4334,0.0
4335,0.0
4336,1.0
4337,4.0
4338,21.0
4339,2.0
4340,3.0
4341,1.0
4342,0.0
4343,9.0
4344,1.0
4345,0.0
4346,3.0
4347,4.8
4348,1.0
4349,5.0
4350,10.6
4351,19.0
4352,34.2
4353,27.4
4354,1.0
4355,1.0
4356,1.0
4357,17.6
4358,1.0
4359,5.0
4360,0.0
4361,1.0
4362,15.6
4363,1.0
4364,0.0
4365,7.4
4366,17.0
4367,2.8
4368,0.0
4369,1.4
4370,0.0
4371,0.0
4372,1.0
4373,7.8
4374,0.0
4375,0.0
4376,10.2
4377,1.0
4378,0.0
4379,2.0
4380,1.0
4381,2.0
4382,1.0
4383,1.0
4384,13.6
4385,20.8
4386,5.8
4387,3.0
4388,0.0
4389,5.8
4390,0.0
4391,3.0
4392,0.0
4393,4.6
4394,0.0
4395,0.0
4396,2.0
4397,2.0
4398,2.8
4399,1.4
4400,8.6
4401,4.8
4402,2.8
4403,16.2
4404,1.0
4405,2.25
4406,4.8
4407,0.0
4408,3.2
4409,17.2
4410,1.0
4411,2.2
4412,1.0
4413,1.0
4414,1.8
4415,2.6
4416,4.6
4417,4.0
4418,0.0
4419,3.0
4420,2.2
4421,30.2
4422,0.0
4423,2.0
4424,2.8
4425,0.0
4426,3.0
4427,1.0
4428,0.0
4429,6.2
4430,2.8
4431,1.0
4432,1.0
4433,1.6
4434,0.0
4435,7.0
4436,5.6
4437,2.6
4438,1.6
4439,27.0
4440,2.6
4441,2.0
4442,4.0
4443,1.0
4444,6.2
4445,1.25
4446,1.6
4447,10.0
4448,2.0
4449,2.6
4450,2.0
4451,1.0
4452,2.0
4453,3.0
4454,19.8
4455,2.4
4456,0.0
4457,2.0
4458,1.0
4459,4.2
4460,2.4
4461,7.8
4462,1.0
4463,1.0
4464,5.0
4465,6.0
4466,2.0
4467,2.0
4468,0.0
4469,1.0
4470,1.0
4471,15.2
4472,5.2
4473,0.0
4474,36.0
4475,0.0
4476,2.0
4477,0.0
4478,8.6
4479,1.4
4480,3.0
4481,8.2
4482,11.4
4483,1.0
4484,0.0
4485,1.0
4486,1.0
4487,9.0
4488,1.0
4489,0.0
4490,2.0
4491,4.8
4492,1.0
4493,0.0
4494,0.0
4495,1.0
4496,3.8
4497,3.6
4498,0.0
4499,2.8
4500,1.0
4501,0.0
4502,28.2
4503,1.0
4504,2.0
4505,3.4
4506,5.0
4507,0.0
4508,4.4
4509,13.6
4510,7.4
4511,0.0
4512,0.0
4513,2.0
4514,0.0
4515,4.0
4516,4.8
4517,2.0
4518,0.0
4519,14.0
4520,1.0
4521,2.0
4522,3.0
4523,0.0
4524,3.6
4525,2.2
4526,28.2
4527,2.0
4528,0.0
4529,0.0
4530,2.0
4531,1.0
4532,2.4
4533,7.6
4534,1.0
4535,4.0
4536,4.6
4537,1.6
4538,6.8
4539,1.25
4540,3.4
4541,1.0
4542,2.6
4543,1.0
4544,12.6
4545,7.4
4546,1.0
4547,1.0
4548,9.0
4549,1.2
4550,22.8
4551,6.8
4552,1.25
4553,0.0
4554,3.6
4555,1.0
4556,0.0
4557,1.0
4558,0.0
4559,11.0
4560,1.0
4561,1.0
4562,1.5
4563,6.0
4564,0.0
4565,9.6
4566,4.25
4567,8.0
4568,1.0
4569,1.8
4570,1.0
4571,2.6
4572,1.0
4573,10.0
4574,1.8
4575,1.0
4576,0.0
4577,10.4
4578,6.8
4579,0.0
4580,1.4
4581,12.6
4582,5.4
4583,0.0
4584,6.0
4585,7.0
4586,0.0
4587,1.0
4588,1.0
4589,8.0
4590,1.6
4591,1.6
4592,4.0
4593,5.6
4594,3.5
4595,1.0
4596,19.4
4597,0.0
4598,0.0
4599,2.8
4600,6.0
4601,3.0
4602,2.0
4603,1.0
4604,1.0
4605,9.8
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,4.0
4611,2.2
4612,0.0
4613,5.2
4614,1.0
4615,3.8
4616,0.0
4617,1.0
4618,14.8
4619,1.0
4620,0.0
4621,0.0
4622,6.0
4623,1.0
4624,1.0
4625,15.0
4626,1.0
4627,7.0
4628,3.0
4629,0.0
4630,1.0
4631,3.6
4632,2.0
4633,0.0
4634,0.0
4635,1.0
4636,10.8
4637,2.4
4638,0.0
4639,1.25
4640,0.0
4641,4.0
4642,1.0
4643,4.0
4644,0.0
4645,5.6
4646,1.8
4647,0.0
4648,1.0
4649,1.0
4650,2.0
4651,1.0
4652,0.0
4653,1.0
4654,1.6
4655,9.4
4656,1.6
4657,0.0
4658,1.0
4659,0.0
4660,2.0
4661,1.0
4662,11.0
4663,1.0
4664,5.0
4665,0.0
4666,0.0
4667,0.0
4668,4.2
4669,1.0
4670,0.0
4671,13.6
4672,7.0
4673,0.0
4674,1.0
4675,1.0
4676,1.0
4677,4.8
4678,5.4
4679,1.8
4680,2.4
4681,3.0
4682,0.0
4683,8.4
4684,1.6
4685,3.0
4686,1.4
4687,3.0
4688,1.0
4689,0.0
4690,0.0
4691,1.0
4692,1.0
4693,1.0
4694,0.0
4695,0.0
4696,3.6
4697,1.0
4698,1.0
4699,0.0
4700,7.6
4701,3.4
4702,4.0
4703,0.0
4704,1.8
4705,1.0
4706,1.2
4707,1.2
4708,2.2
4709,7.6
4710,11.6
4711,0.0
4712,3.8
4713,10.4
4714,7.8
4715,1.6
4716,4.0
4717,28.8
4718,1.0
4719,2.0
4720,1.0
4721,2.0
4722,2.2
4723,1.0
4724,2.0
4725,11.5
4726,4.0
4727,3.0
4728,0.0
4729,2.2
4730,4.0
4731,1.0
4732,17.8
4733,34.2
4734,6.8
4735,2.0
4736,2.6
4737,0.0
4738,17.4
4739,2.0
4740,5.0
4741,0.0
4742,2.4
4743,1.0
4744,1.0
4745,2.0
4746,1.0
4747,1.8
4748,9.0
4749,1.0
4750,1.6
4751,1.0
4752,1.0
4753,1.0
4754,0.0
4755,23.4
4756,1.0
4757,2.0
4758,2.0
4759,1.0
4760,38.6
4761,3.6
4762,2.5
4763,5.4
4764,5.0
4765,4.8
4766,5.0
4767,6.0
4768,0.0
4769,1.4
4770,3.0
4771,1.0
4772,0.0
4773,0.0
4774,23.0
4775,7.0
4776,2.0
4777,1.0
4778,0.0
4779,1.0
4780,1.0
4781,4.6
4782,1.0
4783,1.0
4784,6.0
4785,1.0
4786,1.0
4787,0.0
4788,0.0
4789,7.0
4790,4.0
4791,1.0
4792,0.0
4793,2.0
4794,12.8
4795,1.0
4796,1.0
4797,0.0
4798,4.0
4799,1.0
4800,3.0
4801,18.2
4802,4.0
4803,10.0
4804,0.0
4805,4.4
4806,11.2
4807,2.0
4808,4.0
4809,1.0
4810,2.4
4811,0.0
4812,0.0
4813,0.0
4814,0.0
4815,1.6
4816,8.0
4817,5.8
4818,30.0
4819,1.0
4820,1.6
4821,0.0
4822,3.0
4823,0.0
4824,7.0
4825,3.4
4826,12.8
4827,4.2
4828,17.8
4829,0.0
4830,4.0
4831,1.8
4832,1.2
4833,2.0
4834,0.0
4835,2.6
4836,14.8
4837,1.0
4838,0.0
4839,4.6
4840,1.0
4841,5.8
4842,1.0
4843,0.0
4844,0.0
4845,12.6
4846,2.0
4847,0.0
4848,13.8
4849,2.8
4850,9.4
4851,8.6
4852,0.0
4853,0.0
4854,1.0
4855,2.0
4856,1.25
4857,0.0
4858,2.0
4859,1.0
4860,6.2
4861,5.4
4862,0.0
4863,1.0
4864,0.0
4865,1.75
4866,0.0
4867,35.6
4868,1.6
4869,1.4
4870,2.0
4871,6.6
4872,1.0
4873,6.2
4874,2.6
4875,9.8
4876,1.0
4877,1.0
4878,1.0
4879,4.6
4880,4.0
4881,2.8
4882,0.0
4883,0.0
4884,0.0
4885,2.0
4886,1.0
4887,8.2
4888,1.2
4889,2.6
4890,0.0
4891,1.0
4892,2.8
4893,1.0
4894,37.4
4895,1.0
4896,9.2
4897,0.0
4898,0.0
4899,2.6
4900,7.0
4901,1.0
4902,1.0
4903,1.0
4904,5.0
4905,1.0
4906,11.2
4907,3.8
4908,1.0
4909,0.0
4910,0.0
4911,0.0
4912,2.0
4913,6.8
4914,9.6
4915,8.8
4916,0.0
4917,0.0
4918,10.5
4919,17.8
4920,1.0
4921,0.0
4922,0.0
4923,8.0
4924,3.0
4925,3.6
4926,2.0
4927,2.8
4928,2.6
4929,0.0
4930,1.0
4931,12.0
4932,3.0
4933,0.0
4934,0.0
4935,3.0
4936,0.0
4937,1.8
4938,0.0
4939,1.0
4940,2.0
4941,12.2
4942,0.0
4943,0.0
4944,0.0
4945,1.2
4946,42.8
4947,10.2
4948,7.0
4949,9.2
4950,2.0
4951,1.0
4952,4.0
4953,9.0
4954,3.6
4955,2.25
4956,2.4
4957,1.0
4958,4.4
4959,1.0
4960,3.4
4961,0.0
4962,3.0
4963,0.0
4964,8.0
4965,19.0
4966,1.0
4967,1.6
4968,5.0
4969,1.0
4970,4.0
4971,3.8
4972,2.8
4973,1.0
4974,9.8
4975,4.6
4976,3.6
4977,1.0
4978,1.0
4979,1.0
4980,0.0
4981,0.0
4982,1.6
4983,0.0
4984,1.0
4985,2.0
4986,7.0
4987,1.0
4988,10.2
4989,1.0
4990,0.0
4991,1.0
4992,1.0
4993,1.0
4994,3.0
4995,7.6
4996,2.2
4997,4.8
4998,2.0
4999,1.8
5000,1.4
5001,62.8
5002,11.0
5003,2.0
5004,7.2
5005,1.0
5006,0.0
5007,2.0
5008,0.0
5009,1.0
5010,0.0
5011,4.4
5012,1.0
5013,6.0
5014,2.0
5015,9.0
5016,5.0
5017,12.2
5018,8.8
5019,40.2
5020,11.6
5021,1.0
5022,0.0
5023,0.0
5024,7.6
5025,0.0
5026,17.8
5027,14.6
5028,3.0
5029,2.0
5030,1.0
5031,6.4
5032,0.0
5033,3.6
5034,3.2
5035,1.0
5036,1.0
5037,3.0
5038,1.6
5039,0.0
5040,4.2
5041,1.4
5042,0.0
5043,0.0
5044,6.0
5045,0.0
5046,8.2
5047,2.0
5048,4.6
5049,0.0
5050,1.75
5051,0.0
5052,1.4
5053,22.0
5054,0.0
5055,12.6
5056,2.0
5057,2.6
5058,0.0
5059,4.0
5060,6.6
5061,6.4
5062,1.6
5063,3.4
5064,5.0
5065,1.0
5066,6.0
5067,1.0
5068,13.6
5069,2.75
5070,7.8
5071,3.0
5072,6.8
5073,1.0
5074,1.0
5075,20.2
5076,3.0
5077,4.0
5078,14.6
5079,0.0
5080,2.0
5081,0.0
5082,4.2
5083,8.8
5084,3.8
5085,2.6
5086,4.6
5087,5.0
5088,2.5
5089,1.75
5090,12.4
5091,7.8
5092,0.0
