ID,D6N
4445,7.5
4446,2
4447,3
4448,13.83333333
4449,2
4450,2.333333333
4451,2.333333333
4452,1
4453,2
4454,3.666666667
4455,18.5
4456,2.5
4457,0
4458,2.333333333
4459,1
4460,5.666666667
4461,2.5
4462,8.5
4463,1
4464,1
4465,6.5
4466,5.833333333
4467,2
4468,2
4469,0
4470,1
4471,1.5
4472,14.83333333
4473,8.333333333
4474,0
4475,33.16666667
4476,0
4477,2
4478,3
4479,8.166666667
4480,1.333333333
4481,6.833333333
4482,7.833333333
4483,11.16666667
4484,1
4485,0
4486,1
4487,2.666666667
4488,10
4489,1
4490,11
4491,2
4492,4.5
4493,1
4494,0
4495,0
4496,1
4497,3.666666667
4498,3.666666667
4499,0
4500,2.666666667
4501,1
4502,0
4503,25.83333333
4504,1
4505,2
4506,4
4507,5.333333333
4508,0
4509,4.5
4510,15.16666667
4511,7.833333333
4512,0
4513,1
4514,2.5
4515,1
4516,4
4517,4.666666667
4518,2
4519,0
4520,15
4521,1
4522,2.166666667
4523,3.333333333
4524,4
4525,3.166666667
4526,2.833333333
4527,37.33333333
4528,2
4529,0
4530,0
4531,2
4532,1.333333333
4533,2.6
4534,7.333333333
4535,1
4536,4.666666667
4537,5
4538,2
4539,7.833333333
4540,2
4541,5
4542,1
4543,2.333333333
4544,1
4545,12.16666667
4546,8
4547,1.166666667
4548,1
4549,8.5
4550,1.166666667
4551,23.5
4552,6.666666667
4553,1.25
4554,1
4555,3.666666667
4556,1
4557,3
4558,1
4559,0
4560,11
4561,1
4562,1
4563,2.25
4564,8.666666667
4565,0
4566,10.33333333
4567,7.5
4568,8
4569,1
4570,2
4571,1
4572,2.5
4573,1
4574,11.83333333
4575,3.333333333
4576,1
4577,0
4578,10
4579,6.666666667
4580,0
4581,1.4
4582,13.16666667
4583,5.666666667
4584,0
4585,10.16666667
4586,7.666666667
4587,14.5
4588,1
4589,1
4590,10
4591,2
4592,1.5
4593,4
4594,6
4595,5.5
4596,1
4597,18.83333333
4598,1
4599,0
4600,2.666666667
4601,7
4602,3
4603,2
4604,1
4605,1
4606,10.83333333
4607,1
4608,0
4609,0
4610,1
4611,11
4612,2.666666667
4613,0
4614,5
4615,1
4616,3.833333333
4617,0
4618,1
4619,15.83333333
4620,1
4621,1
4622,0
4623,6.666666667
4624,1
4625,1
4626,14.83333333
4627,1
4628,7
4629,3
4630,0
4631,1
4632,3.5
4633,1.833333333
4634,0
4635,5.25
4636,1
4637,11.16666667
4638,2.166666667
4639,0
4640,1.666666667
4641,1
4642,5
4643,1
4644,5
4645,5
4646,7.666666667
4647,1.666666667
4648,8.166666667
4649,1.5
4650,1
4651,2.333333333
4652,1
4653,0
4654,1.833333333
4655,1.5
4656,8.5
4657,2.833333333
4658,1
4659,1
4660,0
4661,2.5
4662,1
4663,14.66666667
4664,1
4665,5.166666667
4666,0
4667,6
4668,0
4669,4.166666667
4670,1
4671,0
4672,14.2
4673,8
4674,1
4675,1
4676,1
4677,1.166666667
4678,4.666666667
4679,5.833333333
4680,2
4681,2.333333333
4682,2.833333333
4683,0
4684,7.833333333
4685,1.5
4686,3
4687,1.833333333
4688,3
4689,1
4690,1
4691,0
4692,1
4693,1
4694,3.166666667
4695,0
4696,0
4697,3.833333333
4698,1
4699,1
4700,0
4701,7.5
4702,3.5
4703,4.166666667
4704,0
4705,1.666666667
4706,1
4707,1.666666667
4708,1.2
4709,3.666666667
4710,7.666666667
4711,10.83333333
4712,0
4713,3.666666667
4714,11.5
4715,8.5
4716,2
4717,5
4718,32.33333333
4719,1
4720,2
4721,1
4722,2.6
4723,3
4724,1
4725,2
4726,13.83333333
4727,4.666666667
4728,3
4729,1
4730,2.666666667
4731,3.666666667
4732,1
4733,17.33333333
4734,32
4735,6.666666667
4736,2
4737,2.5
4738,0
4739,17.16666667
4740,1.833333333
4741,5.333333333
4742,0
4743,2.833333333
4744,1
4745,1
4746,1.666666667
4747,2.75
4748,1.8
4749,12.5
4750,1
4751,2
4752,1
4753,1
4754,1
4755,0
4756,23.33333333
4757,1
4758,2.666666667
4759,2.5
4760,1.666666667
4761,40.83333333
4762,3.5
4763,2.5
4764,4.666666667
4765,4.833333333
4766,6
4767,4.5
4768,5.5
4769,0
4770,1.833333333
4771,4.333333333
4772,1
4773,1
4774,0
4775,23.6
4776,6.8
4777,1.833333333
4778,1
4779,0
4780,1.25
4781,1
4782,4.333333333
4783,1
4784,1
4785,6
4786,1
4787,1
4788,0
4789,1
4790,7
4791,4.833333333
4792,1
4793,0
4794,1.833333333
4795,14.33333333
4796,1
4797,3.2
4798,0
4799,4
4800,1
4801,3.166666667
4802,17.66666667
4803,3.5
4804,10
4805,1
4806,4
4807,11.66666667
4808,2
4809,4
4810,1.75
4811,2.666666667
4812,0
4813,0
4814,0
4815,2
4816,1.5
4817,7.666666667
4818,8
4819,37.66666667
4820,1.5
4821,2.5
4822,0
4823,3
4824,0
4825,7.5
4826,4.666666667
4827,14.16666667
4828,4.833333333
4829,17.83333333
4830,3
4831,4
4832,1.666666667
4833,2
4834,3.25
4835,0
4836,2.6
4837,14.5
4838,1
4839,0
4840,6.833333333
4841,1
4842,5
4843,1
4844,0
4845,1
4846,12.83333333
4847,2
4848,0
4849,15.66666667
4850,3.333333333
4851,10.83333333
4852,9.5
4853,1
4854,0
4855,1
4856,1.833333333
4857,1.833333333
4858,0
4859,3.5
4860,1
4861,9
4862,5.5
4863,0
4864,1
4865,0
4866,1.75
4867,9
4868,46.83333333
4869,1.6
4870,1.4
4871,2
4872,6.5
4873,1
4874,5.833333333
4875,2.833333333
4876,10.16666667
4877,2
4878,1
4879,1
4880,4.5
4881,3.25
4882,3
4883,0
4884,0
4885,1
4886,2
4887,1
4888,9.5
4889,1.166666667
4890,2.333333333
4891,0
4892,1
4893,2.666666667
4894,4
4895,35.66666667
4896,1.666666667
4897,8.5
4898,1
4899,0
4900,2.333333333
4901,7
4902,1
4903,1
4904,1.166666667
4905,5
4906,1
4907,12.5
4908,5.333333333
4909,1
4910,0
4911,0
4912,0
4913,2.5
4914,7
4915,10.83333333
4916,8.833333333
4917,1
4918,0
4919,11.83333333
4920,20.66666667
4921,1
4922,0
4923,1
4924,10
4925,2
4926,4
4927,2
4928,2.666666667
4929,3
4930,0
4931,1
4932,13
4933,2.833333333
4934,0
4935,0
4936,3.166666667
4937,1
4938,1.666666667
4939,0
4940,1
4941,2
4942,12.6
4943,0
4944,1
4945,1
4946,3.166666667
4947,43.4
4948,10.5
4949,7.833333333
4950,9
4951,2
4952,1
4953,6
4954,9.166666667
4955,5
4956,4
4957,3.666666667
4958,1
4959,5.5
4960,1
4961,3.666666667
4962,0
4963,3
4964,1
4965,8.5
4966,17.66666667
4967,1
4968,1.5
4969,5
4970,1.666666667
4971,3.833333333
4972,3.5
4973,3
4974,1
4975,12
4976,4.833333333
4977,3.5
4978,1.5
4979,1.5
4980,1
4981,0
4982,0
4983,1.666666667
4984,0
4985,1
4986,2
4987,6.833333333
4988,1
4989,10.33333333
4990,1
4991,0
4992,1
4993,1
4994,1.25
4995,3.166666667
4996,7.5
4997,3.166666667
4998,5.333333333
4999,1.833333333
5000,2.166666667
5001,1.166666667
5002,57.33333333
5003,10.33333333
5004,2.666666667
5005,8.5
5006,1
5007,0
5008,1.833333333
5009,0
5010,1
5011,1
5012,5.166666667
5013,1
5014,7
5015,3.666666667
5016,8.833333333
5017,5.666666667
5018,12.83333333
5019,14.66666667
5020,46.8
5021,14.16666667
5022,1
5023,1
5024,0
5025,13.33333333
5026,0
5027,20.83333333
5028,13.83333333
5029,2.833333333
5030,2
5031,1
5032,6.5
5033,1
5034,3.333333333
5035,3.5
5036,1
5037,1
5038,4
5039,1.6
5040,0
5041,4.333333333
5042,1.333333333
5043,0
5044,0
5045,5.5
5046,0
5047,8.5
5048,2
5049,4.666666667
5050,0
5051,1.75
5052,0
5053,1.333333333
5054,24
5055,0
5056,13.33333333
5057,2
5058,2.6
5059,0
5060,5.25
5061,9.333333333
5062,5.833333333
5063,1.6
5064,3.833333333
5065,5
5066,1
5067,6.5
5068,1
5069,14.5
5070,2.75
5071,7.666666667
5072,3
5073,7.333333333
5074,1.666666667
5075,1
5076,22.83333333
5077,3
5078,4.5
5079,15.5
5080,18
5081,2
5082,2
5083,5
5084,8.8
5085,3.666666667
5086,2.833333333
5087,4.166666667
5088,5
5089,3
5090,3
5091,13.33333333
5092,9.166666667
5093,0
