p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-11535N,0.043015565,0.017406472,0.005559486,0.01461413,0.052372445,0.021998774,0.012395273,0.010819245
DIP-11536N,0,0,0,0,0,0,0,0
DIP-11537N,0,0,0,0,0,0,0,0
DIP-11540N,0.00080128,0.000913814,0.000730675,0.002830555,0.000464485,0.000176338,0.000243589,0.00075809
DIP-11546N,0.020100849,0.006184162,0.00646625,0.017698431,0.014784908,0.015359795,0.01536001,0.009703743
DIP-11548N,0.009809414,0.002247084,0.001809896,0.006150961,0.013888095,0.004241314,0.003449779,0.005054562
DIP-11549N,0.029781933,0.008799205,0.002846457,0.010181042,0.035940403,0.011705395,0.008558742,0.008207314
DIP-11550N,0.029781933,0.008799205,0.002846457,0.010181042,0.035940403,0.011705395,0.008558742,0.008207314
DIP-11551N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-11552N,0.036636629,0.010513543,0.004282393,0.012741567,0.056395598,0.017904846,0.014874968,0.009083915
DIP-11553N,0.036636629,0.010513543,0.004282393,0.012741567,0.056395598,0.017904846,0.014874968,0.009083915
DIP-11554N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-11558N,0.01672358,0.002354756,0.002043168,0.006848423,0.012441046,0.004459762,0.003482899,0.0045128
DIP-11561N,0.011405713,0.003123446,0.002475673,0.009426589,0.010204373,0.00529934,0.007790582,0.005585977
DIP-11563N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-11564N,0.00043507,0.000390431,4.08E-05,0.003145362,0.000696727,0.000313197,0.000690169,0.001350642
DIP-11572N,0.047566583,0.061342576,0.016241869,0.183835442,0.107463913,0.127675002,0.044375974,0.180076524
DIP-11575N,0,0,0,0,0,0,0,0
DIP-11577N,0,0,0,0,0,0,0,0
DIP-1157N,0.007055016,0.001795794,0.000862742,0.004367956,0.006249107,0.001325164,0.001955124,0.001718401
DIP-11580N,0.0181133,0.002246147,0.002795174,0.003728842,0.018815207,0.006967967,0.0093878,0.00190275
DIP-11582N,0.038636698,0.018698545,0.055982438,0.033995153,0.048127769,0.042934258,0.1381215,0.03590018
DIP-11583N,0,0,0,0,0,0,0,0
DIP-11585N,0.03577901,0.010548185,0.0052831,0.010934137,0.038702301,0.017511376,0.012123906,0.007326951
DIP-1158N,0,0,0,0,0,0,0,0
DIP-11590N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-11592N,0.030016683,0.006790874,0.002452981,0.007241932,0.025450193,0.011675128,0.009481817,0.005293464
DIP-11593N,0,0,0,0,0,0,0,0
DIP-11598N,0,0,0,0,0,0,0,0
DIP-11601N,0.023337267,0.005392065,0.002771574,0.007988244,0.116950121,0.007092983,0.005127126,0.006101404
DIP-11605N,0.001355289,0.001055193,0.000848219,0.003644712,0.0022331,0.000959329,0.001559826,0.001389205
DIP-11608N,0.000951519,0.001273347,0.000819627,0.004518575,0.002090182,0.000727722,0.001597219,0.002869644
DIP-11613N,0.001934339,0.00101306,0.000958047,0.00376955,0.001929398,0.000825102,0.001490381,0.002266746
DIP-11614N,0.00048828,0.001550488,0.00019878,0.005431789,0.005645277,0.001769956,0.001194442,0.002278033
DIP-11615N,0.009399385,0.002173117,0.001832134,0.007320634,0.005734601,0.002610849,0.002483969,0.003729315
DIP-11616N,0.011737493,0.005067174,0.00239126,0.004655625,0.011776476,0.007250897,0.004070504,0.002865882
DIP-11617N,0.01770327,0.004114036,0.002760682,0.007604233,0.019411891,0.006935068,0.008101478,0.006816228
DIP-11619N,0.011944073,0.003287296,0.002265547,0.008929953,0.012280263,0.00518222,0.005170929,0.005515436
DIP-11627N,0.002541559,0.000953138,0.000822804,0.004696333,0.001982993,0.000965909,0.002037389,0.002406889
DIP-11628N,0.000879529,0.001885678,0.002047706,0.005909428,0.00143633,0.002937205,0.003820505,0.00326656
DIP-11630N,0.005186407,0.003148726,0.002461604,0.011946407,0.00596327,0.00302669,0.004208324,0.00555682
DIP-11631N,0.003230158,0.001284583,0.000966216,0.008052019,0.001575675,0.000496114,0.001723287,0.001392027
DIP-11632N,0.01780969,0.004174894,0.001690084,0.006452199,0.017328855,0.005895466,0.003847214,0.004867391
DIP-11636N,0.011158444,0.004293802,0.003284862,0.006536329,0.007860512,0.005732288,0.005479689,0.00319884
DIP-11642N,0.008200595,0.001763024,0.000611317,0.004575566,0.014984994,0.002484518,0.002839738,0.001860425
DIP-11646N,0.024761416,0.005485693,0.001251679,0.009369598,0.045994712,0.011761981,0.002414525,0.007756787
DIP-11647N,0.024761416,0.005485693,0.001251679,0.009369598,0.045994712,0.011761981,0.002414525,0.007756787
DIP-11649N,0.020914648,0.006865777,0.002885487,0.006692376,0.032106617,0.007327222,0.004949776,0.004078262
DIP-11650N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-11656N,0.011017594,0.003481107,0.001096013,0.006256802,0.010125768,0.00368335,0.003868581,0.00316592
DIP-11659N,0.009186545,0.002534523,0.000782413,0.006697804,0.012862655,0.002831929,0.00238461,0.002935483
DIP-11661N,0.001865479,0.001014933,0.000501488,0.001724657,0.001961555,0.000860633,0.001374997,0.001559446
DIP-11669N,0.066734692,0.020992443,0.004485257,0.01578516,0.102640417,0.030885399,0.01668052,0.011409916
DIP-11671N,0.066734692,0.020992443,0.004485257,0.01578516,0.102640417,0.030885399,0.01668052,0.011409916
DIP-11672N,0.066734692,0.020992443,0.004485257,0.01578516,0.102640417,0.030885399,0.01668052,0.011409916
DIP-11677N,0.029121503,0.003182432,0.001639708,0.004469726,0.030048592,0.009227457,0.004601486,0.003066221
DIP-11678N,0.005918827,0.001453114,0.000688922,0.003309551,0.00458768,0.001193569,0.001794868,0.002079575
DIP-11682N,0.011499613,0.004706704,0.002591855,0.007906828,0.013770187,0.009034012,0.009779894,0.004621905
DIP-11685N,0.011499613,0.004706704,0.002591855,0.007906828,0.013770187,0.009034012,0.009779894,0.004621905
DIP-11687N,0.027991574,0.009752343,0.003450966,0.007940751,0.031881521,0.011988325,0.006197636,0.00173439
DIP-11689N,0.027991574,0.009752343,0.003450966,0.007940751,0.031881521,0.011988325,0.006197636,0.00173439
DIP-11696N,0.003421088,0.001417535,0.000755182,0.004457513,0.0029334,0.000511905,0.000543802,0.001275397
DIP-11699N,0.007947065,0.002668412,0.00159024,0.007297566,0.009243247,0.003072748,0.002855763,0.006916868
DIP-11703N,0.001514919,0.000986844,0.000448843,0.004309608,0.001647134,0.001090924,0.001450852,0.001589544
DIP-11709N,0.001514919,0.000986844,0.000448843,0.004309608,0.001647134,0.001090924,0.001450852,0.001589544
DIP-11712N,0.009371215,0.003071951,0.001595232,0.004933795,0.007549664,0.003658347,0.002672003,0.003264679
DIP-11716N,0.009371215,0.003071951,0.001595232,0.004933795,0.007549664,0.003658347,0.002672003,0.003264679
DIP-11717N,0,0,0,0,0,0,0,0
DIP-11718N,0.009371215,0.003071951,0.001595232,0.004933795,0.007549664,0.003658347,0.002672003,0.003264679
DIP-11722N,0.026376495,0.004729175,0.002694876,0.007134735,0.01163713,0.007182467,0.009502116,0.003845944
DIP-11725N,0,0,0,0,0,0,0,0
DIP-11726N,0.015346381,0.003040117,0.001160004,0.005116981,0.013523653,0.004834809,0.00193803,0.002421938
DIP-11729N,0.011133404,0.00829642,0.003632046,0.011054904,0.014842075,0.007432498,0.00725319,0.006371344
DIP-11733N,0.013502812,0.005740363,0.00263497,0.009966647,0.014277548,0.007872026,0.00837605,0.005829582
DIP-11735N,0,0,0,0,0,0,0,0
DIP-11737N,0,0,0,0,0,0,0,0
DIP-11740N,0.008510465,0.001665651,0.001647423,0.005852437,0.010951122,0.003558335,0.003626061,0.003546846
DIP-11744N,0,0,0,0,0,0,0,0
DIP-11745N,0,0,0,0,0,0,0,0
DIP-11749N,0,0,0,0,0,0,0,0
DIP-11750N,0.033716341,0.018495371,0.007977976,0.021804499,0.0484672,0.031988167,0.024933707,0.016251912
DIP-11751N,0.002441399,0.000541173,0.000718876,0.003000171,0.00054309,0.000177654,0.000226495,0.00109481
DIP-11754N,0.014714122,0.006735633,0.00240669,0.008115795,0.01231242,0.009410374,0.004799135,0.007081466
DIP-11757N,0.014714122,0.006735633,0.00240669,0.008115795,0.01231242,0.009410374,0.004799135,0.007081466
DIP-11762N,0.026617505,0.01150226,0.003525849,0.013159502,0.042628984,0.014318876,0.007784171,0.011711835
DIP-11763N,0.003965708,0.001338887,0.000847765,0.005051848,0.003455052,0.001198832,0.001096152,0.001495488
DIP-11766N,0,0,0,0,0,0,0,0
DIP-11769N,0.002397579,0.001252749,0.000655792,0.003659639,0.002351008,0.001535716,0.001997859,0.002310012
DIP-11774N,0.002682408,0.001162866,0.000797389,0.004467012,0.004244676,0.000814574,0.001338672,0.001788942
DIP-11778N,0.272816904,0.023764783,0.014590815,0.032244714,0.192139488,0.030630104,0.014874968,0.027999488
DIP-11779N,0.002206649,0.001842609,0.001501288,0.006452199,0.005320137,0.002022619,0.005270288,0.005862502
DIP-11782N,0,0,0,0,0,0,0,0
DIP-11783N,0.050258381,0.015664046,0.006382744,0.011616673,0.05124339,0.023452901,0.016083299,0.008660663
DIP-11786N,0,0,0,0,0,0,0,0
DIP-11787N,0.101947172,0.064140196,0.03426595,0.063247838,0.12888738,0.099185952,0.102054269,0.056868993
DIP-11788N,0.009393125,0.003913671,0.002085828,0.005728956,0.014177505,0.003912326,0.003579052,0.003829955
DIP-11789N,0.029121503,0.003182432,0.001639708,0.004469726,0.030048592,0.009227457,0.004601486,0.003066221
DIP-11794N,0.003170688,0.001913766,0.001681915,0.005266243,0.00590253,0.002267386,0.002591875,0.002532924
DIP-11795N,0.029121503,0.003182432,0.001639708,0.004469726,0.030048592,0.009227457,0.004601486,0.003066221
DIP-11800N,0.020395068,0.006166372,0.00115365,0.004386953,0.03284622,0.008249705,0.004582255,0.001992103
DIP-11804N,0.013061483,0.002987685,0.002076298,0.011989828,0.008778762,0.005548055,0.004821571,0.008207314
DIP-11807N,0,0,0,0,0,0,0,0
DIP-11808N,0.05339151,0.009790731,0.002649038,0.006931196,0.061404888,0.017031054,0.011511728,0.006679847
DIP-11810N,0,0,0,0,0,0,0,0
DIP-11813N,0.019884879,0.003144045,0.004516572,0.009476795,0.034064599,0.010780281,0.011669847,0.005199408
DIP-11815N,0.008476035,0.002119749,0.001110082,0.005199754,0.006831499,0.002410824,0.002670934,0.002404068
DIP-11822N,0.003442998,0.00144656,0.000158389,0.003518518,0.003815921,0.000403997,0.000439102,0.000573741
DIP-11824N,0.01775335,0.00488928,0.00271076,0.006201168,0.025028584,0.005775714,0.007059814,0.004943576
DIP-11829N,0.003414828,0.000288376,9.08E-05,0.000390796,0.001993712,0.000501378,0.000221153,0.000203161
DIP-11838N,0.004773247,0.002374418,0.000944886,0.00550642,0.002129484,0.0022108,0.002172004,0.002442631
DIP-11839N,0.020482708,0.004376196,0.00233453,0.008712844,0.024417608,0.007797017,0.005795928,0.005602907
DIP-11846N,0,0,0,0,0,0,0,0
DIP-11847N,0.005045557,0.002309815,0.000742929,0.00722972,0.011186937,0.001780483,0.001740381,0.002616634
DIP-11848N,0.00054462,0.001150694,0.00117135,0.003172501,0.000360869,0.000506642,0.000513888,0.002281795
DIP-11849N,0.023240237,0.007668173,0.004785697,0.008912313,0.032442475,0.011426413,0.010600405,0.006580148
DIP-11852N,0.024166716,0.003063524,0.004336853,0.010007355,0.017210948,0.006819264,0.009712586,0.007546101
DIP-11853N,0.024166716,0.003063524,0.004336853,0.010007355,0.017210948,0.006819264,0.009712586,0.007546101
DIP-11861N,0,0,0,0,0,0,0,0
DIP-11864N,0.008075395,0.002957724,0.001677376,0.005410078,0.006288409,0.003680718,0.004410247,0.004582401
DIP-11870N,0,0,0,0,0,0,0,0
DIP-11874N,0.015690681,0.004570006,0.000914025,0.004640699,0.023145634,0.005178272,0.002037389,0.002194323
DIP-11876N,0.01693329,0.003703007,0.00140326,0.003913384,0.020201515,0.00544541,0.003941231,0.001730628
DIP-11879N,0.007621546,0.002944616,0.001174073,0.004281112,0.00899314,0.0035307,0.003082258,0.00318191
DIP-11880N,0.028711474,0.006298388,0.003093344,0.01007113,0.032292411,0.008930052,0.006785242,0.006354414
DIP-11882N,0.028711474,0.006298388,0.003093344,0.01007113,0.032292411,0.008930052,0.006785242,0.006354414
DIP-11884N,0.01693329,0.003703007,0.00140326,0.003913384,0.020201515,0.00544541,0.003941231,0.001730628
DIP-11887N,0.007217776,0.0032461,0.001672838,0.00568282,0.008578677,0.004769011,0.003920932,0.003812084
DIP-11889N,0.008692005,0.005232896,0.002721198,0.01038051,0.006474203,0.004796646,0.00643802,0.006618711
DIP-11890N,0.008692005,0.005232896,0.002721198,0.01038051,0.006474203,0.004796646,0.00643802,0.006618711
DIP-11891N,0.004094038,0.001054257,0.000739752,0.001990615,0.004673431,0.001031707,0.001096152,0.001894285
DIP-11892N,0.004094038,0.001054257,0.000739752,0.001990615,0.004673431,0.001031707,0.001096152,0.001894285
DIP-11896N,0.002851428,0.001524272,0.000893602,0.009759036,0.003830213,0.002000247,0.002050209,0.003481007
DIP-11902N,0.003223898,0.001910021,0.001204934,0.00810901,0.001804345,0.000968541,0.001295937,0.003203543
DIP-11905N,0.010072334,0.001363231,0.001608847,0.005785947,0.01332714,0.002620061,0.001269228,0.002905385
DIP-11908N,0,0,0,0,0,0,0,0
DIP-11909N,0.009627875,0.00434998,0.002088098,0.00855544,0.009561241,0.007023237,0.006395285,0.005874729
DIP-11912N,0.010119284,0.003266698,0.001503104,0.004538929,0.010511648,0.005476993,0.004650631,0.002646732
DIP-11913N,0.016332331,0.005143013,0.002974439,0.00755674,0.028908818,0.008636595,0.006993575,0.004120587
DIP-11915N,0.022226117,0.00500257,0.001778582,0.004319106,0.024674861,0.010193366,0.00370512,0.004600272
DIP-11919N,0.025371766,0.006480964,0.001826235,0.005720814,0.055413034,0.006258669,0.003030976,0.003017312
DIP-11922N,0.004829587,0.003045735,0.001262117,0.005008427,0.011697871,0.003545175,0.002442302,0.003390714
DIP-11925N,0.012463653,0.00343242,0.002442997,0.005438573,0.010747463,0.005526999,0.010519208,0.002325061
DIP-11926N,0.012463653,0.00343242,0.002442997,0.005438573,0.010747463,0.005526999,0.010519208,0.002325061
DIP-11929N,0.006344506,0.002711481,0.001499473,0.00716323,0.008914535,0.00364782,0.003181617,0.004668933
DIP-11935N,0.008094175,0.002689946,0.00074429,0.004605418,0.007789052,0.002322656,0.002077987,0.001804932
DIP-11936N,0.005875007,0.001984924,0.000441582,0.004518575,0.006377733,0.002333183,0.001115382,0.000955608
DIP-11939N,0.036984059,0.00531248,0.001856188,0.007615088,0.062076604,0.004472922,0.0032126,0.005384698
DIP-11942N,0.013624882,0.00473292,0.001253494,0.005230963,0.014909961,0.00577703,0.002471149,0.00242476
DIP-11951N,0,0,0,0,0,0,0,0
DIP-11955N,0.005164497,0.00331164,0.001264386,0.003586364,0.002436759,0.002638484,0.003282044,0.002169869
DIP-11956N,0.005164497,0.00331164,0.001264386,0.003586364,0.002436759,0.002638484,0.003282044,0.002169869
DIP-11961N,0.015706331,0.005745044,0.002331807,0.005190255,0.004219666,0.00402155,0.002512815,0.005055502
DIP-11967N,0.002385059,0.001290201,0.000549141,0.005979988,0.004194655,0.000756673,0.000773503,0.001129611
DIP-11970N,0.000913959,0.001213425,0.002544202,0.004392381,0.000843219,0.000838262,0.001599356,0.001813397
DIP-11971N,0,0,0,0,0,0,0,0
DIP-11972N,0.040308117,0.007157898,0.002384452,0.00547521,0.155638131,0.011751453,0.003292728,0.003774462
DIP-11976N,0.007314806,0.003634658,0.002094451,0.006262229,0.008746606,0.004879551,0.004424136,0.00378857
DIP-11977N,0.029008823,0.007048353,0.003243109,0.007148304,0.025546663,0.012437065,0.004842938,0.006008288
DIP-11981N,0.012764133,0.004565325,0.004461204,0.011543399,0.017711162,0.008191803,0.014330098,0.008179097
DIP-11984N,0.025809965,0.011058461,0.005530895,0.011926053,0.026704302,0.015579559,0.011326899,0.010245505
DIP-11989N,0.005399247,0.003275125,0.001464528,0.008164644,0.006084751,0.002879303,0.003538454,0.004237216
DIP-11990N,0.009302355,0.004607458,0.003101059,0.014991356,0.01320566,0.008340505,0.007897419,0.012403146
DIP-11991N,0.009302355,0.004607458,0.003101059,0.014991356,0.01320566,0.008340505,0.007897419,0.012403146
DIP-11992N,0,0,0,0,0,0,0,0
DIP-11994N,0.049338162,0.006721589,0.003198633,0.010959919,0.100182221,0.014263606,0.008498913,0.01062455
DIP-11997N,0.043090685,0.01366695,0.007489649,0.018397249,0.04652351,0.019577421,0.019064062,0.017741756
DIP-11999N,0.003461778,0.00080895,0.000731129,0.005507777,0.003240675,0.00105013,0.001697646,0.002642029
DIP-12004N,0.011089584,0.003038244,0.001820788,0.006064118,0.011072603,0.003810998,0.002471149,0.006304564
DIP-12007N,0,0,0,0,0,0,0,0
DIP-12010N,0.000913959,0.001213425,0.002544202,0.004392381,0.000843219,0.000838262,0.001599356,0.001813397
DIP-12011N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-12017N,0.009051955,0.002031738,0.00229777,0.010159331,0.008621552,0.004534771,0.00549251,0.005449596
DIP-12021N,0.014360432,0.004440799,0.002724829,0.009949007,0.020576676,0.005029569,0.005491441,0.004641657
DIP-12023N,0.014360432,0.004440799,0.002724829,0.009949007,0.020576676,0.005029569,0.005491441,0.004641657
DIP-12024N,0.014360432,0.004440799,0.002724829,0.009949007,0.020576676,0.005029569,0.005491441,0.004641657
DIP-12026N,0.005890657,0.00207668,0.001414152,0.004519932,0.007535372,0.003553071,0.001676278,0.004050045
DIP-12033N,0.005890657,0.00207668,0.001414152,0.004519932,0.007535372,0.003553071,0.001676278,0.004050045
DIP-12034N,0.043015565,0.017406472,0.005559486,0.01461413,0.052372445,0.021998774,0.012395273,0.010819245
DIP-12035N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-12038N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-12040N,0.013969182,0.005976306,0.003130558,0.008703345,0.01517436,0.009002429,0.010450832,0.006746627
DIP-12043N,0.013969182,0.005976306,0.003130558,0.008703345,0.01517436,0.009002429,0.010450832,0.006746627
DIP-12044N,0.011133404,0.00829642,0.003632046,0.011054904,0.014842075,0.007432498,0.00725319,0.006371344
DIP-12048N,0,0,0,0,0,0,0,0
DIP-12050N,0.01672358,0.006380781,0.003293939,0.010505348,0.018972417,0.007223262,0.006837592,0.007743619
DIP-12052N,0.011133404,0.00829642,0.003632046,0.011054904,0.014842075,0.007432498,0.00725319,0.006371344
DIP-12056N,0.241457452,0.103904214,0.030568552,0.180373915,0.418136344,0.235381745,0.049841774,0.180017269
DIP-12058N,0,0,0,0,0,0,0,0
DIP-12060N,0,0,0,0,0,0,0,0
DIP-12067N,0.011596643,0.002704927,0.001489035,0.005783233,0.010704588,0.003320147,0.002581191,0.003697336
DIP-12068N,0.003577588,0.000337999,0.000301347,0.001149319,0.001079034,0.001029075,0.000481837,0.002853655
DIP-12070N,0.014441812,0.0029184,0.001739098,0.003931025,0.014942118,0.002693754,0.002662387,0.00212096
DIP-12076N,0.001727759,0.000894152,0.000528718,0.003240347,0.002672574,0.000690875,0.000787391,0.001978935
DIP-12079N,0.013524722,0.002971768,0.001826688,0.007250074,0.015031442,0.005909941,0.003037387,0.004992485
DIP-12087N,0,0,0,0,0,0,0,0
DIP-12088N,0.001395979,0.000758391,0.000546418,0.003609432,0.000975418,0.000514537,0.000642093,0.000809821
DIP-12096N,0.01826041,0.006667285,0.00110872,0.002609375,0.014663427,0.00588757,0.003067301,0.00052201
DIP-12098N,0,0,0,0,0,0,0,0
DIP-12102N,0,0,0,0,0,0,0,0
DIP-12112N,0.231134718,0.056050694,0.093120261,0.135812353,0.274821352,0.124087716,0.264994092,0.119739691
DIP-12117N,0.046834163,0.032956291,0.009115742,0.022706857,0.059843504,0.039369343,0.024144179,0.020293492
DIP-12118N,0.010012864,0.004696405,0.002448443,0.008129364,0.015699586,0.005554634,0.004776699,0.00570825
DIP-12119N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-12123N,0.01711796,0.005074664,0.001848019,0.006241875,0.023402887,0.007385124,0.007842932,0.004577699
DIP-12132N,0.006106627,0.001820138,0.001200395,0.00566518,0.005916821,0.001767324,0.00193803,0.002437928
DIP-12136N,0.006410236,0.001880996,0.001291162,0.00618217,0.007288838,0.002829297,0.002900635,0.003330518
DIP-12141N,0,0,0,0,0,0,0,0
DIP-12142N,0,0,0,0,0,0,0,0
DIP-12143N,0.082303303,0.023101893,0.010313414,0.043049943,0.090963985,0.043826473,0.036196504,0.036883064
DIP-12147N,0.057698387,0.021696529,0.004288747,0.014365812,0.062366014,0.035588612,0.011147412,0.010984784
DIP-12150N,0.00052897,0.000337999,0.000252786,0.002897044,0.000635987,0.000232924,0.000576922,0.001051544
DIP-12154N,0.00051019,0.00039324,0.00029817,0.001491265,0.000903959,0.000315829,0.000508546,0.000664034
DIP-12155N,0.00051019,0.00039324,0.00029817,0.001491265,0.000903959,0.000315829,0.000508546,0.000664034
DIP-12157N,0.003605758,0.000784607,0.000155666,0.002808844,0.005423753,0.000292141,0.000206196,0.000501318
DIP-12162N,0,0,0,0,0,0,0,0
DIP-12165N,0.083132753,0.019447573,0.011559193,0.026797999,0.065506646,0.039052199,0.024903793,0.024193988
DIP-12167N,0.004666827,0.003880901,0.001559833,0.006202524,0.004005288,0.00457425,0.003743582,0.004060391
DIP-12175N,0.002945328,0.001201253,0.000837327,0.003000171,0.002240246,0.002022619,0.000574785,0.002167047
DIP-12176N,0.037525549,0.008243052,0.006594685,0.016082328,0.02006217,0.014783407,0.01135254,0.015801384
DIP-12179N,0,0,0,0,0,0,0,0
DIP-12181N,0,0,0,0,0,0,0,0
DIP-12186N,0.010012864,0.00260849,0.001465435,0.007041107,0.014302558,0.004962456,0.003221147,0.00530475
DIP-12187N,0,0,0,0,0,0,0,0
DIP-12189N,0.021174438,0.006037165,0.003371091,0.007130664,0.014934972,0.006512648,0.010566217,0.005693201
DIP-12193N,0.00058531,0.000953138,0.000866372,0.003324477,0.002268829,0.000250031,0.001695509,0.001555684
DIP-12194N,0.012519993,0.004552217,0.001674653,0.0061781,0.015706731,0.004315007,0.004907041,0.00451186
DIP-12200N,0,0,0,0,0,0,0,0
DIP-12203N,0.004914097,0.002377227,0.001325654,0.006879632,0.005145062,0.002537156,0.002855763,0.003127357
DIP-12204N,0.002926548,0.002849115,0.001514903,0.00597456,0.004662713,0.001626517,0.00122222,0.003193196
DIP-12206N,0.004363218,0.001126351,0.001113713,0.004941937,0.005216521,0.00149229,0.002120722,0.002166106
DIP-12207N,0.016645331,0.001768642,0.000844588,0.005176686,0.007217379,0.001392277,0.001332262,0.001651621
DIP-12208N,0.016645331,0.001768642,0.000844588,0.005176686,0.007217379,0.001392277,0.001332262,0.001651621
DIP-12212N,0.001696459,0.001549551,0.000662146,0.005758809,0.001057596,0.0016581,0.000825853,0.002413473
DIP-12213N,0,0,0,0,0,0,0,0
DIP-12218N,0,0,0,0,0,0,0,0
DIP-12223N,0.003997008,0.003113147,0.001627908,0.005998985,0.005934686,0.002342395,0.002908113,0.00389015
DIP-12224N,0.002034499,0.001436261,0.000925371,0.005476567,0.00124339,0.000605338,0.000327991,0.001648799
DIP-12226N,0.00054462,0.001150694,0.00117135,0.003172501,0.000360869,0.000506642,0.000513888,0.002281795
DIP-12228N,0,0,0,0,0,0,0,0
DIP-12233N,0.010128674,0.002571975,0.000841865,0.002384125,0.007842647,0.003403052,0.002660251,0.002544211
DIP-12235N,0.007192736,0.004836848,0.001779036,0.009723756,0.009061026,0.006627135,0.006086525,0.007804755
DIP-12251N,0,0,0,0,0,0,0,0
DIP-12257N,0,0,0,0,0,0,0,0
DIP-12260N,0,0,0,0,0,0,0,0
DIP-12261N,0,0,0,0,0,0,0,0
DIP-12263N,0.039243918,0.016697705,0.008774458,0.018945449,0.040027869,0.023604235,0.026447593,0.015470308
DIP-12264N,0,0,0,0,0,0,0,0
DIP-12268N,0.008998745,0.006127985,0.001461805,0.004673265,0.013062741,0.007537774,0.00302884,0.003374724
DIP-12269N,0.008998745,0.006127985,0.001461805,0.004673265,0.013062741,0.007537774,0.00302884,0.003374724
DIP-12272N,0,0,0,0,0,0,0,0
DIP-12273N,0.044301995,0.013506846,0.007122496,0.017471823,0.037716164,0.020036689,0.020312991,0.011856681
DIP-12276N,0,0,0,0,0,0,0,0
DIP-12277N,0.004034568,0.002539205,0.001732744,0.007933966,0.009228955,0.002129211,0.003169865,0.006755092
DIP-12282N,0.008779645,0.002534523,0.00193334,0.00536937,0.012265971,0.003853108,0.004269222,0.004645419
DIP-12283N,0,0,0,0,0,0,0,0
DIP-12289N,0,0,0,0,0,0,0,0
DIP-12292N,0.131682155,0.027154134,0.020714419,0.054210688,0.15232957,0.070423184,0.072024419,0.078791533
DIP-12295N,0.03450197,0.008243988,0.009728874,0.033508015,0.116753609,0.016823133,0.020244615,0.025538047
DIP-12296N,0.028645744,0.006062445,0.004602801,0.009763107,0.025878948,0.013570099,0.014367491,0.010701676
DIP-12299N,0.027709874,0.009717701,0.007129758,0.016717371,0.027511791,0.010926351,0.019401668,0.014692466
DIP-12306N,0.001070459,0.000908196,0.000413444,0.00315079,0.001729313,0.000521117,0.000848289,0.001561327
DIP-12308N,0.015102241,0.003273252,0.00192744,0.007980102,0.012830499,0.005350662,0.002975421,0.0045128
DIP-12309N,0.015102241,0.003273252,0.00192744,0.007980102,0.012830499,0.005350662,0.002975421,0.0045128
DIP-12310N,0.015102241,0.003273252,0.00192744,0.007980102,0.012830499,0.005350662,0.002975421,0.0045128
DIP-12313N,0,0,0,0,0,0,0,0
DIP-12322N,0.034129501,0.006559612,0.001838488,0.00635043,0.038684436,0.008228649,0.005438023,0.003611745
DIP-12326N,0.034129501,0.006559612,0.001838488,0.00635043,0.038684436,0.008228649,0.005438023,0.003611745
DIP-12327N,0.034129501,0.006559612,0.001838488,0.00635043,0.038684436,0.008228649,0.005438023,0.003611745
DIP-12329N,0.005249007,0.003078505,0.002320915,0.009555497,0.006388452,0.005655963,0.004315162,0.005819236
DIP-12335N,0.428330866,0.178184375,0.057255447,0.088678052,0.421834358,0.290464873,0.20978374,0.088501859
DIP-12337N,0.010945604,0.002415615,0.000649439,0.004663766,0.010625983,0.001483078,0.001950851,0.001732509
DIP-12342N,0,0,0,0,0,0,0,0
DIP-12343N,0,0,0,0,0,0,0,0
DIP-12344N,0,0,0,0,0,0,0,0
DIP-12351N,0.013853372,0.002237721,0.001793105,0.005829369,0.016224811,0.004680842,0.00396153,0.004321867
DIP-12355N,0.01837622,0.00456158,0.001561648,0.008579865,0.017932685,0.006685037,0.00545939,0.005317918
DIP-12356N,0.012667103,0.003710497,0.001910194,0.006148247,0.012283836,0.004821649,0.003846146,0.003263738
DIP-12357N,0.008106695,0.003335047,0.001569817,0.006165887,0.009625554,0.003545175,0.002846148,0.004128112
DIP-12361N,0,0,0,0,0,0,0,0
DIP-12362N,0.103606071,0.012873917,0.001836673,0.009991071,0.089745605,0.013318753,0.004012812,0.005942449
DIP-12363N,0.002829518,0.002167499,0.001243963,0.007103526,0.004291125,0.001471235,0.000560896,0.002482134
DIP-12364N,0.011089584,0.002334158,0.000341284,0.001945837,0.012505359,0.003270141,0.000974357,0.00096031
