p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-9116N,0.014360432,0.006748741,0.003968339,0.009522931,0.025850364,0.012226512,0.008808742,0.007003399
DIP-9119N,0.029659863,0.01514628,0.003234033,0.002951322,0.012480349,0.023076538,0.007673061,0.002298725
DIP-9121N,0,0,0,0,0,0,0,0
DIP-9129N,0,0,0,0,0,0,0,0
DIP-9132N,0,0,0,0,0,0,0,0
DIP-9133N,0,0,0,0,0,0,0,0
DIP-9135N,0,0,0,0,0,0,0,0
DIP-9138N,0.005007997,0.001947473,0.000927186,0.002800702,0.004101758,0.001951557,0.001168801,0.001487023
DIP-9145N,0.033541061,0.007609187,0.003919324,0.015117551,0.037648278,0.007629891,0.007483958,0.010038582
DIP-9147N,0.00051645,0.000312719,0.0003313,0.000352802,0.003208518,0.000336884,0.000322649,0.000518248
DIP-9148N,0.008291365,0.001943727,0.000609955,0.004810315,0.010629556,0.002318708,0.000712605,0.001351583
DIP-9150N,0.018770599,0.004496976,0.002470227,0.009410306,0.015495927,0.00836814,0.006829045,0.005862502
DIP-9153N,0.009834454,0.002807918,0.001765421,0.006833497,0.010086466,0.003612289,0.00306837,0.003512986
DIP-9155N,0,0,0,0,0,0,0,0
DIP-9159N,0.001928079,0.001393192,0.000305431,0.002804773,0.001329141,0.000751409,0.000738246,0.000800415
DIP-9160N,0.001928079,0.001393192,0.000305431,0.002804773,0.001329141,0.000751409,0.000738246,0.000800415
DIP-9167N,0,0,0,0,0,0,0,0
DIP-9168N,0,0,0,0,0,0,0,0
DIP-9175N,0.004754467,0.00116942,0.001187688,0.005728956,0.00596327,0.002276597,0.003055549,0.003153693
DIP-9176N,0.011602903,0.005071855,0.001813073,0.006795503,0.023084894,0.007160096,0.003416659,0.003867577
DIP-9177N,0.011568473,0.004886471,0.002563717,0.008429246,0.014038159,0.003755728,0.007352548,0.006795536
DIP-9179N,0.016585861,0.00322831,0.001622008,0.005757452,0.010593826,0.003500433,0.003341873,0.002867763
DIP-9180N,0,0,0,0,0,0,0,0
DIP-9181N,0.013524722,0.004543791,0.002952201,0.007718215,0.015999714,0.007895713,0.007715795,0.004205237
DIP-9182N,0.020914648,0.006865777,0.002885487,0.006692376,0.032106617,0.007327222,0.004949776,0.004078262
DIP-9183N,0.202310565,0.014969323,0.010491318,0.010721099,0.069940689,0.028178485,0.006586524,0.019197741
DIP-9186N,0.033541061,0.007609187,0.003919324,0.015117551,0.037648278,0.007629891,0.007483958,0.010038582
DIP-9191N,0.006216176,0.00287814,0.000653069,0.004522646,0.007764042,0.003787311,0.002964737,0.003010728
DIP-9194N,0,0,0,0,0,0,0,0
DIP-9196N,0,0,0,0,0,0,0,0
DIP-9197N,0,0,0,0,0,0,0,0
DIP-9198N,0.009086385,0.002758295,0.001235341,0.006361285,0.007263827,0.002859564,0.001449783,0.003275025
DIP-9199N,0.01696459,0.009267348,0.003022545,0.01290847,0.015906817,0.008658966,0.00808759,0.009620033
DIP-9200N,0,0,0,0,0,0,0,0
DIP-9201N,0.005724767,0.002541077,0.001042007,0.007077744,0.008296413,0.002151582,0.002255337,0.002461442
DIP-9202N,0.012385403,0.004337808,0.00270123,0.005298809,0.014634844,0.007465397,0.006612165,0.005502268
DIP-9208N,0.012185083,0.00631056,0.002750244,0.011023695,0.016414178,0.009461697,0.008379256,0.006647868
DIP-9213N,0.135028123,0.020604821,0.008402766,0.017949463,0.216331999,0.044997671,0.026136696,0.016725013
DIP-9214N,0.016041241,0.006198206,0.001651962,0.00609397,0.023192082,0.006298147,0.004088666,0.003210126
DIP-9215N,0.011684283,0.006224422,0.001483589,0.004391024,0.01342361,0.006554758,0.003474352,0.002208432
DIP-9216N,0.001937469,0.000574879,0.000593617,0.003187427,0.001457768,0.00044874,0.000922007,0.001765428
DIP-9217N,0.001740279,0.001197508,0.000358984,0.002449258,0.003037016,0.000643501,0.000386751,0.000686608
DIP-9218N,0.002403839,0.002332286,0.001045183,0.003651497,0.0021009,0.001029075,0.001804483,0.000661213
DIP-9219N,0.010948734,0.003046671,0.001283901,0.004465655,0.017571816,0.004392649,0.00264743,0.002943008
DIP-9220N,0.015390201,0.003653384,0.002046345,0.010723813,0.007421038,0.006327098,0.002263884,0.007404077
DIP-9224N,0.013455862,0.00286035,0.00139146,0.005811729,0.014524082,0.003988651,0.003940163,0.004451664
DIP-9226N,0.003414828,0.000288376,9.08E-05,0.000390796,0.001993712,0.000501378,0.000221153,0.000203161
DIP-9229N,0,0,0,0,0,0,0,0
DIP-9231N,0,0,0,0,0,0,0,0
DIP-9232N,0.009627875,0.00434998,0.002088098,0.00855544,0.009561241,0.007023237,0.006395285,0.005874729
DIP-9233N,0.002779438,0.001215298,0.000417529,0.003286483,0.002290267,0.001023811,0.000799144,0.0012801
DIP-9234N,0.012360363,0.001181592,0.000872726,0.003266129,0.008807346,0.002472674,0.002758541,0.001049663
DIP-9237N,0,0,0,0,0,0,0,0
DIP-9238N,0,0,0,0,0,0,0,0
DIP-9240N,0,0,0,0,0,0,0,0
DIP-9243N,0.011048894,0.002786384,0.001959208,0.008255559,0.010747463,0.003709669,0.00422435,0.004691506
DIP-9247N,0.008263195,0.002116004,0.001252586,0.00445887,0.01744319,0.002454251,0.002461533,0.003077508
DIP-9249N,0.003417958,0.001981179,0.001801274,0.007361342,0.005845362,0.002447671,0.004403837,0.003705801
DIP-9250N,0.219923065,0.059190994,0.016452903,0.012879974,0.218350722,0.108194961,0.051293694,0.010362134
DIP-9252N,0,0,0,0,0,0,0,0
DIP-9255N,0.005352297,0.001554233,0.00076789,0.003496807,0.00816064,0.001975244,0.001442305,0.001186044
DIP-9256N,0.005662167,0.00282009,0.000637639,0.003722057,0.010926111,0.002067361,0.001692304,0.001164412
DIP-9257N,0,0,0,0,0,0,0,0
DIP-9259N,0,0,0,0,0,0,0,0
DIP-9262N,0,0,0,0,0,0,0,0
DIP-9264N,0.012144393,0.003673982,0.002813781,0.007426475,0.008103473,0.006849531,0.005956184,0.004323748
DIP-9267N,0,0,0,0,0,0,0,0
DIP-9268N,0,0,0,0,0,0,0,0
DIP-9272N,0.006860956,0.002249893,0.001518534,0.006382996,0.006849364,0.003029322,0.003758539,0.004645419
DIP-9273N,0.004228628,0.003791954,0.001924717,0.008042521,0.005956124,0.004018918,0.003852556,0.005795722
DIP-9274N,0,0,0,0,0,0,0,0
DIP-9275N,0.008159905,0.004602776,0.002100805,0.008213494,0.013148492,0.006198135,0.005381399,0.006662917
DIP-9280N,0.021190088,0.009368466,0.004350922,0.012875903,0.023124196,0.009911752,0.006308747,0.011814356
DIP-9281N,0.008954925,0.002963342,0.001193134,0.004908014,0.015260111,0.004924293,0.003816231,0.00348477
DIP-9282N,0.008954925,0.002963342,0.001193134,0.004908014,0.015260111,0.004924293,0.003816231,0.00348477
DIP-9285N,0.002366279,0.00289312,0.001494481,0.007783347,0.004155352,0.003112227,0.002574781,0.003770699
DIP-9290N,0,0,0,0,0,0,0,0
DIP-9291N,0,0,0,0,0,0,0,0
DIP-9292N,0,0,0,0,0,0,0,0
DIP-9295N,0,0,0,0,0,0,0,0
DIP-9299N,0,0,0,0,0,0,0,0
DIP-9300N,0,0,0,0,0,0,0,0
DIP-9301N,0.009411905,0.003744203,0.002410775,0.009912369,0.011365585,0.004354486,0.004998921,0.007701294
DIP-9306N,0.007784306,0.002468983,0.00111099,0.004642056,0.007703301,0.00329646,0.0028579,0.003293836
DIP-9311N,0.010770324,0.002291089,0.002064952,0.003384182,0.005312991,0.002635852,0.002935891,0.002469907
DIP-9312N,0,0,0,0,0,0,0,0
DIP-9314N,0,0,0,0,0,0,0,0
DIP-9318N,0.012667103,0.003471744,0.001646516,0.005097984,0.018150636,0.00303327,0.003651702,0.002800983
DIP-9319N,0.009192805,0.002996112,0.001304777,0.00368135,0.009889953,0.003520172,0.003870718,0.002995679
DIP-9322N,0,0,0,0,0,0,0,0
DIP-9323N,0.082303303,0.023101893,0.010313414,0.043049943,0.090963985,0.043826473,0.036196504,0.036883064
DIP-9324N,0.008923625,0.003512941,0.001057437,0.005236391,0.008464342,0.004128142,0.002678413,0.001966708
DIP-9325N,0.082303303,0.023101893,0.010313414,0.043049943,0.090963985,0.043826473,0.036196504,0.036883064
DIP-9328N,0.001054809,0.001024296,0.000648531,0.004253974,0.001107618,0.000811943,0.001398501,0.00151524
DIP-9332N,0.003777908,0.001117924,0.000429328,0.00419834,0.002890525,0.00131332,0.000753204,0.001696768
DIP-9333N,0,0,0,0,0,0,0,0
DIP-9334N,0.477866218,0.174224826,0.004754382,0.009389952,0.215874661,0.177786463,0.021598244,0.013615526
DIP-9335N,0,0,0,0,0,0,0,0
DIP-9336N,0,0,0,0,0,0,0,0
DIP-9337N,0,0,0,0,0,0,0,0
DIP-9339N,0,0,0,0,0,0,0,0
DIP-9341N,0,0,0,0,0,0,0,0
DIP-9342N,0,0,0,0,0,0,0,0
DIP-9346N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-9347N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-9348N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-9349N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-9350N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-9351N,0,0,0,0,0,0,0,0
DIP-9354N,0.016213391,0.002931508,0.002919978,0.005743882,0.017514649,0.006236298,0.009458313,0.00446201
DIP-9356N,0.024257486,0.006978131,0.002246032,0.010665465,0.014356153,0.008526055,0.005141015,0.007859307
DIP-9359N,0.010576264,0.004239498,0.00272256,0.008691133,0.004891382,0.004426863,0.004412384,0.005353659
DIP-9362N,0.152193033,0.049250457,0.004838341,0.009887945,0.234443333,0.069934966,0.011416642,0.008374734
DIP-9363N,0.008310145,0.003340664,0.001366953,0.005339517,0.014263256,0.005151953,0.003559821,0.002731382
DIP-9366N,0,0,0,0,0,0,0,0
DIP-9368N,0,0,0,0,0,0,0,0
DIP-9373N,0.013217982,0.003662746,0.001548941,0.006970546,0.027190224,0.004418968,0.003724351,0.003917426
DIP-9374N,0,0,0,0,0,0,0,0
DIP-9376N,0,0,0,0,0,0,0,0
DIP-9377N,0.004497807,0.003668364,0.028513584,0.013251773,0.006620695,0.006009954,0.074731678,0.008392604
DIP-9380N,0.004394517,0.003797571,0.005146042,0.006643526,0.007856939,0.003645188,0.014848259,0.004784621
DIP-9381N,0.008116085,0.003979211,0.005111551,0.005374797,0.0124339,0.006279724,0.019637779,0.005981953
DIP-9382N,0,0,0,0,0,0,0,0
DIP-9383N,0.03465534,0.015520794,0.016892669,0.028874101,0.05561312,0.021228941,0.053722107,0.018862902
DIP-9384N,0.007643456,0.003084122,0.00624977,0.006929839,0.010247249,0.003659663,0.024755289,0.004162912
DIP-9385N,0.01680183,0.009904958,0.016004513,0.017781203,0.019979991,0.014818938,0.043233882,0.018962602
DIP-9388N,0.001693329,0.004301293,0.005696998,0.008723699,0.005538088,0.006179712,0.024916613,0.005392222
DIP-9390N,0.008826595,0.00311502,0.001644246,0.006521403,0.006106188,0.00370309,0.004028838,0.003725553
DIP-9391N,0,0,0,0,0,0,0,0
DIP-9395N,0.005111287,0.002509243,0.001436844,0.00650512,0.007503216,0.002945101,0.003502129,0.004014304
DIP-9396N,0,0,0,0,0,0,0,0
DIP-9397N,0.026827215,0.006818026,0.002452528,0.007119809,0.025310848,0.009530126,0.004958323,0.004603094
DIP-9399N,0.067529712,0.026193506,0.006981353,0.017828696,0.067786194,0.035533342,0.018117483,0.011945094
DIP-9402N,0,0,0,0,0,0,0,0
DIP-9405N,0,0,0,0,0,0,0,0
DIP-9408N,0,0,0,0,0,0,0,0
DIP-9412N,0.005045557,0.002309815,0.000742929,0.00722972,0.011186937,0.001780483,0.001740381,0.002616634
DIP-9413N,0,0,0,0,0,0,0,0
DIP-9414N,0.005045557,0.002309815,0.000742929,0.00722972,0.011186937,0.001780483,0.001740381,0.002616634
DIP-9416N,0,0,0,0,0,0,0,0
DIP-9418N,0.066734692,0.020992443,0.004485257,0.01578516,0.102640417,0.030885399,0.01668052,0.011409916
DIP-9419N,0,0,0,0,0,0,0,0
DIP-9420N,0,0,0,0,0,0,0,0
DIP-9422N,0,0,0,0,0,0,0,0
DIP-9423N,0,0,0,0,0,0,0,0
DIP-9424N,0.080944884,0.032361751,0.018135725,0.055764372,0.084532657,0.052249884,0.06223491,0.046138161
DIP-9426N,0.003098698,0.00094752,0.001076952,0.004571495,0.003744462,0.001214624,0.001716877,0.002750193
DIP-9431N,0,0,0,0,0,0,0,0
DIP-9435N,0.002028239,0.001891295,0.000831881,0.003257988,0.000861083,0.002305548,0.000553418,0.001760726
DIP-9437N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-9438N,0.005574527,0.000892279,0.000569564,0.002536101,0.006767186,0.001543612,0.00069658,0.00109481
DIP-9440N,0.044399025,0.010043528,0.003293939,0.010233962,0.034772045,0.019237906,0.011117498,0.010071501
DIP-9445N,0.004623007,0.002830389,0.001406437,0.005126479,0.007099471,0.005362505,0.00303525,0.002685295
DIP-9446N,0.015365161,0.00175647,0.000761536,0.005434502,0.010993997,0.002755604,0.00197115,0.0035017
DIP-9448N,0.003327188,0.00124994,0.001237156,0.004194269,0.003119194,0.001011967,0.001400638,0.001824684
DIP-9452N,0.020395068,0.006166372,0.00115365,0.004386953,0.03284622,0.008249705,0.004582255,0.001992103
DIP-9453N,0.020150929,0.004629929,0.000755636,0.004191555,0.041871516,0.004047869,0.001442305,0.001293268
DIP-9455N,0.007230296,0.002547631,0.001064245,0.004287897,0.01345934,0.002421352,0.002502131,0.002373029
DIP-9456N,0.027468864,0.010027611,0.00382765,0.01003585,0.029891382,0.014121483,0.011810872,0.009174208
DIP-9457N,0.022016407,0.010246702,0.003946101,0.010276027,0.02831928,0.011350088,0.008044855,0.006373225
DIP-9458N,0.015083461,0.002389399,0.000240533,0.002183299,0.016607117,0.004601885,0.001178416,0.00074022
DIP-9459N,0,0,0,0,0,0,0,0
DIP-9460N,0.048214493,0.010257937,0.010191786,0.020531699,0.050039303,0.012525233,0.025896312,0.020601995
DIP-9461N,0,0,0,0,0,0,0,0
DIP-9462N,0.015083461,0.002389399,0.000240533,0.002183299,0.016607117,0.004601885,0.001178416,0.00074022
DIP-9463N,0,0,0,0,0,0,0,0
DIP-9464N,0.015083461,0.002389399,0.000240533,0.002183299,0.016607117,0.004601885,0.001178416,0.00074022
DIP-9467N,0.015083461,0.002389399,0.000240533,0.002183299,0.016607117,0.004601885,0.001178416,0.00074022
DIP-9468N,0,0,0,0,0,0,0,0
DIP-9469N,0.043957695,0.019223801,0.001934701,0.004898515,0.065110047,0.017442947,0.002483969,0.001810575
DIP-9470N,0,0,0,0,0,0,0,0
DIP-9472N,0,0,0,0,0,0,0,0
DIP-9473N,0,0,0,0,0,0,0,0
DIP-9475N,0,0,0,0,0,0,0,0
DIP-9476N,0.018826939,0.006527778,0.002277347,0.007184941,0.027376018,0.009061647,0.00744977,0.004758286
DIP-9478N,0.006169226,0.003600952,0.001483135,0.006798216,0.015238674,0.004872971,0.003315164,0.005047037
DIP-9481N,0.002084579,0.001833246,0.000953509,0.00303138,0.005405888,0.001238311,0.001661321,0.001598009
DIP-9484N,0.019330869,0.002381909,0.000891787,0.003408607,0.015302987,0.003558335,0.002649567,0.001957302
DIP-9485N,0.019330869,0.002381909,0.000891787,0.003408607,0.015302987,0.003558335,0.002649567,0.001957302
DIP-9492N,0.011383804,0.003522304,0.001409613,0.006363999,0.012008718,0.004117615,0.002492516,0.004042521
DIP-9493N,0,0,0,0,0,0,0,0
DIP-9497N,0,0,0,0,0,0,0,0
DIP-9498N,0.015909781,0.004402411,0.002033637,0.005723528,0.022305988,0.007027185,0.006891011,0.004182664
DIP-9502N,0.002845168,0.001213425,0.000690284,0.006606889,0.00219737,0.001109348,0.001658116,0.002200907
DIP-9505N,0.023603317,0.004054114,0.000845496,0.006918983,0.014091754,0.003626764,0.002769225,0.003486651
DIP-9507N,0.028698954,0.003993255,0.002086282,0.007137449,0.035000715,0.005283548,0.00373824,0.004811898
DIP-9509N,0,0,0,0,0,0,0,0
DIP-9512N,0.0004069,0.002853796,0.001125966,0.002971675,0.000493068,0.00268849,0.003050207,0.0004383
DIP-9513N,0,0,0,0,0,0,0,0
DIP-9514N,0,0,0,0,0,0,0,0
DIP-9515N,0.004219238,0.001051448,0.000369876,0.003821113,0.003419323,0.001673891,0.001763885,0.001733449
DIP-9516N,0.006742016,0.005517527,0.003985131,0.008517446,0.00567386,0.009809108,0.011886727,0.006427777
DIP-9519N,0,0,0,0,0,0,0,0
DIP-9521N,0.025809965,0.011058461,0.005530895,0.011926053,0.026704302,0.015579559,0.011326899,0.010245505
DIP-9522N,0.010288304,0.001631945,0.000164288,0.002709788,0.005477347,0.002808242,0.001603629,0.000374342
DIP-9526N,0.012689013,0.003708624,0.002078113,0.007066888,0.011558525,0.005004566,0.004679477,0.004658587
DIP-9527N,0.012689013,0.003708624,0.002078113,0.007066888,0.011558525,0.005004566,0.004679477,0.004658587
DIP-9533N,0.006973636,0.002252701,0.001376483,0.005194326,0.007249536,0.002620061,0.002987173,0.004500573
DIP-9536N,0.008926755,0.003461445,0.00170143,0.006547185,0.010633128,0.003280669,0.003331189,0.004708436
DIP-9540N,0.008926755,0.003461445,0.00170143,0.006547185,0.010633128,0.003280669,0.003331189,0.004708436
DIP-9544N,0,0,0,0,0,0,0,0
DIP-9545N,0.03430165,0.005249749,0.001117343,0.005901286,0.033853794,0.008631331,0.004244649,0.002097446
DIP-9546N,0,0,0,0,0,0,0,0
DIP-9547N,0,0,0,0,0,0,0,0
DIP-9551N,0,0,0,0,0,0,0,0
DIP-9552N,0,0,0,0,0,0,0,0
DIP-9554N,0,0,0,0,0,0,0,0
DIP-9555N,0,0,0,0,0,0,0,0
DIP-9556N,0,0,0,0,0,0,0,0
DIP-9557N,0,0,0,0,0,0,0,0
DIP-9558N,0,0,0,0,0,0,0,0
DIP-9559N,0.054230349,0.010286026,0.010197232,0.01826427,0.048881664,0.032306627,0.032112111,0.016895254
DIP-9560N,0.009299225,0.003997936,0.002919071,0.014299322,0.015042161,0.004559774,0.006564089,0.010920826
DIP-9562N,0.009302355,0.004607458,0.003101059,0.014991356,0.01320566,0.008340505,0.007897419,0.012403146
DIP-9566N,0,0,0,0,0,0,0,0
DIP-9567N,0,0,0,0,0,0,0,0
DIP-9570N,0.054048809,0.01067552,0.004598262,0.012405049,0.049732028,0.016074357,0.008931605,0.010640539
DIP-9571N,0.008782775,0.00413557,0.001999146,0.007984173,0.011147635,0.005958632,0.006969002,0.004718782
DIP-9572N,0.01822911,0.006059636,0.002084013,0.007526888,0.0280656,0.005434883,0.003666659,0.004969912
DIP-9573N,0.003571328,0.003299468,0.001574356,0.005571552,0.007710447,0.004428179,0.003743582,0.004262611
DIP-9574N,0,0,0,0,0,0,0,0
DIP-9576N,0.005411767,0.002503626,0.001127328,0.008160574,0.008285694,0.00181733,0.003317301,0.002785935
DIP-9580N,0,0,0,0,0,0,0,0
DIP-9581N,0.01672358,0.007933142,0.002437551,0.01573224,0.014552665,0.00948012,0.008478614,0.013769778
DIP-9583N,0.003896848,0.001359486,0.000663508,0.004754681,0.004894955,0.001298845,0.001573715,0.002266746
DIP-9584N,0.004441467,0.002984876,0.001348799,0.004347602,0.002379591,0.003359626,0.003276702,0.00272762
DIP-9588N,0.005571397,0.001619773,0.001298424,0.004845595,0.001475632,0.001389646,0.002353627,0.002066407
DIP-9589N,0.005433677,0.009590366,0.003342045,0.009529715,0.004491211,0.014328088,0.011824761,0.006084473
DIP-9591N,0.015405851,0.018363355,0.002028645,0.005652968,0.014148921,0.035043808,0.003348283,0.003548728
DIP-9592N,0.004845237,0.005899531,0.000896325,0.003123652,0.004487638,0.007860183,0.000894229,0.002006211
DIP-9593N,0.013183552,0.003834087,0.001845296,0.006601462,0.019472631,0.0052796,0.004464734,0.006391096
DIP-9597N,0.004673087,0.002688074,0.001565733,0.007060104,0.004255395,0.002260806,0.002834396,0.003437742
DIP-9598N,0.000923349,0.001932492,0.000969847,0.004937866,0.001736458,0.001614673,0.001488245,0.001603652
DIP-9599N,0,0,0,0,0,0,0,0
DIP-9600N,0.026354585,0.00647441,0.001973277,0.009816028,0.022623982,0.007179835,0.005506398,0.005620778
DIP-9602N,0.014501282,0.005730063,0.003408305,0.007860692,0.018579391,0.006420531,0.008971135,0.008935306
DIP-9603N,0.007023716,0.006104577,0.003078821,0.005477924,0.006424182,0.010297326,0.007362164,0.00493323
DIP-9607N,0.005045557,0.001664715,0.001001615,0.004397808,0.005298699,0.002546368,0.00183974,0.002732323
DIP-9608N,0.009856364,0.021739599,0.011135311,0.0138936,0.006284836,0.032218459,0.022385636,0.009658596
DIP-9609N,0.107349549,0.021590729,0.001907925,0.002883475,0.032814063,0.003363574,0.001193374,0.000391272
DIP-9610N,0,0,0,0,0,0,0,0
DIP-9612N,0.020376288,0.004828421,0.00084368,0.004749253,0.003869516,0.001405437,0.001282049,0.002747372
DIP-9615N,0.009796894,0.002555121,0.00115955,0.003658282,0.005438045,0.001590986,0.00170833,0.001724984
DIP-9617N,0.013687482,0.002457748,0.001481319,0.007385767,0.009357582,0.002221327,0.003038455,0.002708809
DIP-9618N,0,0,0,0,0,0,0,0
DIP-9619N,0,0,0,0,0,0,0,0
DIP-9621N,0.00037873,0.000901642,0.000258232,0.003897101,0.003251393,0.001398857,0.000601494,0.002233827
DIP-9624N,0,0,0,0,0,0,0,0
DIP-9625N,0.00044446,0.000843593,0.000265948,0.004264829,0.003465771,0.001523873,0.00071581,0.001757904
DIP-9626N,0,0,0,0,0,0,0,0
DIP-9627N,0,0,0,0,0,0,0,0
DIP-9629N,0,0,0,0,0,0,0,0
DIP-9632N,0.002804478,0.000952202,0.001625639,0.007484823,0.001014721,0.003043798,0.002284183,0.003820549
DIP-9633N,0,0,0,0,0,0,0,0
DIP-9634N,0,0,0,0,0,0,0,0
DIP-9637N,0,0,0,0,0,0,0,0
DIP-9638N,0,0,0,0,0,0,0,0
DIP-9639N,0.005824927,0.002817281,0.002266455,0.00595692,0.006860083,0.00330962,0.00303525,0.004629429
DIP-9640N,0,0,0,0,0,0,0,0
DIP-9642N,0,0,0,0,0,0,0,0
DIP-9644N,0,0,0,0,0,0,0,0
DIP-9645N,0.000888919,0.002817281,0.001988708,0.008119866,0.001275547,0.002030514,0.003551274,0.002948651
DIP-9646N,0.007183346,0.002246147,0.000926278,0.0052676,0.011855081,0.002437144,0.001220083,0.002398424
DIP-9647N,0,0,0,0,0,0,0,0
DIP-9648N,0,0,0,0,0,0,0,0
DIP-9649N,0.003821728,0.001434388,0.000813273,0.004366599,0.002922681,0.001896287,0.00158974,0.00291291
DIP-9650N,0,0,0,0,0,0,0,0
DIP-9652N,0,0,0,0,0,0,0,0
DIP-9654N,0.004062738,0.002968959,0.002885487,0.010259743,0.005398742,0.005604641,0.005135673,0.006969539
