geneID,id,essential
ANO9,15203,0
FAF1,15204,0
MYADML2,15205,0
FAM43A,15206,0
NSMCE3,15207,0
HSF1,15208,1
C6orf120,15209,0
PURA,15210,1
H2BC13,15211,0
INPP5J,15212,0
NPY2R,15213,0
MIXL1,15214,0
MFSD6L,15215,0
LRRC37B,15216,0
DDX51,15217,1
NOMO2,15218,0
AQP12B,15219,0
ZNF479,15220,0
SIGIRR,15221,0
NRBP2,15222,1
PRSS57,15223,0
IFITM2,15224,1
TNFAIP2,15225,1
ZNF445,15226,1
PGBD2,15227,1
TCEAL9,15228,0
MC2R,15229,0
RAB11B,15230,0
PRMT3,15231,1
GP1BA,15232,0
PRPF39,15233,1
MAGEA11,15234,0
PPIL6,15235,0
ZNF74,15236,1
KIAA0825,15237,0
UBALD2,15238,0
TEX33,15239,0
CDNF,15240,0
NOTUM,15241,1
KLHL33,15242,0
RBM11,15243,0
GALNT17,15244,0
ZBTB37,15245,0
NUPR2,15246,0
IL3RA,15247,0
SPPL2C,15248,0
CCDC137,15249,1
SFTPA2,15250,0
RGPD2,15251,0
ARL15,15252,0
C12orf56,15253,1
SCN10A,15254,0
CDK10,15255,1
SOCS1,15256,0
TCN2,15257,0
GAS2L1,15258,0
ATP6V0A2,15259,1
PRKN,15260,0
TEDC1,15261,1
HS6ST3,15262,0
HGS,15263,1
TNFAIP8L1,15264,0
OR2V1,15265,0
RAD51D,15266,1
OR7A17,15267,0
MAPK11,15268,1
SP140L,15269,0
MRPL30,15270,1
TARS3,15271,0
SMYD3,15272,0
METTL7A,15273,0
IFNLR1,15274,0
SH3BGR,15275,0
FAM174B,15276,0
FAM47A,15277,0
ZSWIM9,15278,0
KPNA7,15279,0
TMEM179B,15280,1
GPRIN3,15281,0
KRT6B,15282,0
PARPBP,15283,0
STAC3,15284,0
ROR1,15285,0
MUC1,15286,1
FAAP100,15287,0
IRF7,15288,0
L3MBTL1,15289,0
BRCC3,15290,0
SV2B,15291,0
FAM131C,15292,0
LMNTD2,15293,0
SPATA45,15294,0
PDE6G,15295,0
PRKG1,15296,1
NR2F2,15297,1
DLK1,15298,0
TLCD2,15299,0
LSAMP,15300,0
AHNAK2,15301,0
OLFML2A,15302,0
SP1,15303,1
MRPL40,15304,1
DBX2,15305,0
INKA1,15306,1
PDIA2,15307,0
PCGF3,15308,0
LMLN,15309,0
P4HB,15310,0
PSMD13,15311,1
PBX1,15312,0
NDUFA4L2,15313,0
SHC4,15314,1
KRT79,15315,1
ZFP36L1,15316,1
UBE2L3,15317,1
NTF3,15318,0
BRWD1,15319,0
SMIM23,15320,0
PMEL,15321,1
SYN3,15322,0
POU3F1,15323,0
SNAI3,15324,0
ZBTB3,15325,1
LYG2,15326,0
MORN5,15327,0
PRAME,15328,1
C6orf201,15329,0
MYBL1,15330,0
MOSMO,15331,0
DRG1,15332,1
ANKFY1,15333,0
ZNF696,15334,1
ADARB2,15335,0
NRG3,15336,0
SRL,15337,0
C11orf87,15338,0
IFIT1,15339,1
CXorf38,15340,0
CLDN24,15341,0
KCNQ5,15342,1
ADAMTSL5,15343,1
KCNIP4,15344,0
SPATA31A6,15345,0
MORF4L1,15346,1
NLRP9,15347,0
WDR53,15348,1
DMWD,15349,0
SLC52A2,15350,0
PIGP,15351,1
IKZF1,15352,1
PCYT2,15353,1
NAT8L,15354,0
OR6C76,15355,1
NPAP1,15356,0
BCAP31,15357,0
ARL17A,15358,1
ARL17B,15359,1
GNB1L,15360,1
DNAH14,15361,0
CCDC190,15362,0
EVI2B,15363,0
TMEM210,15364,0
NPIPB4,15365,0
ZNF829,15366,0
TMPRSS11B,15367,0
THNSL1,15368,0
TRIM69,15369,0
ATP6V0C,15370,1
IFITM1,15371,0
PRSS38,15372,0
LAMP1,15373,0
FFAR3,15374,1
TAS2R60,15375,0
POMK,15376,1
C16orf54,15377,0
KLHDC8B,15378,0
KLHL34,15379,0
SETD4,15380,0
PTCH1,15381,1
RTN4RL1,15382,0
OR4C46,15383,0
CALHM1,15384,0
KRTAP5-5,15385,0
NKAIN3,15386,0
RNPC3,15387,1
ZNF267,15388,0
IRS2,15389,1
C7orf61,15390,1
FAM186A,15391,0
SHOX,15392,1
LCE3A,15393,1
BICD2,15394,1
LCE3E,15395,0
CCIN,15396,1
TMLHE,15397,0
GRK1,15398,0
DEFB128,15399,0
SLITRK2,15400,1
PLK5,15401,0
RASA3,15402,1
LRCH3,15403,0
LEMD1,15404,0
ATP4B,15405,0
NDUFA13,15406,1
ZNF566,15407,0
ZNF529,15408,0
ZNF284,15409,0
HTR3E,15410,0
DLEU7,15411,0
KRT73,15412,0
TAL2,15413,0
AIDA,15414,0
CDIN1,15415,1
CD300LF,15416,0
ZPBP2,15417,0
KRT5,15418,0
NBPF6,15419,0
GSAP,15420,0
HTR3D,15421,0
OR4F5,15422,0
AGBL4,15423,0
ARGFX,15424,0
CYP2R1,15425,0
LRRC70,15426,0
ANKRD46,15427,0
PIP5K1C,15428,1
OR5D14,15429,0
CYP4F2,15430,0
TEX38,15431,0
OR5D18,15432,1
ZBTB6,15433,0
C2orf76,15434,0
TAS2R42,15435,0
POLR3C,15436,1
PRR30,15437,0
DEFB131A,15438,0
UBL4B,15439,1
WWOX,15440,1
CYP4Z1,15441,1
CENATAC,15442,1
BCL9L,15443,1
POLR1D,15444,1
KIF18B,15445,1
ZNRF1,15446,1
FFAR4,15447,0
BPIFB3,15448,0
BPIFB4,15449,0
SAPCD2,15450,1
EDARADD,15451,0
SLC51B,15452,1
CYP4F12,15453,0
MTARC1,15454,0
LCE5A,15455,1
SOWAHB,15456,0
BLOC1S4,15457,1
LCE1E,15458,0
ZNF749,15459,0
KLHL32,15460,0
MRTFB,15461,0
BTLA,15462,0
ZNF17,15463,0
KDM4D,15464,0
GPAT2,15465,0
TOR3A,15466,0
GABRA5,15467,0
PPP1CC,15468,1
ZNF555,15469,0
OR10T2,15470,0
NAP1L3,15471,0
PRELID2,15472,0
BACE1,15473,0
RGS9BP,15474,1
TMEM212,15475,0
SLC36A3,15476,0
SLC36A2,15477,0
THBS2,15478,0
RXRA,15479,0
ANKRD37,15480,1
NUDT17,15481,0
MINAR2,15482,0
ZNF75D,15483,0
CYP4X1,15484,0
KRT26,15485,0
KRT10,15486,1
GOLGA8R,15487,0
CD300E,15488,0
CCDC30,15489,0
NKRF,15490,0
GLDN,15491,0
FCAR,15492,0
KPNA4,15493,1
TRDN,15494,0
OR6P1,15495,0
KRT3,15496,0
ZNF501,15497,0
ZNF197,15498,0
SPATA12,15499,0
TMPRSS12,15500,0
FAM228A,15501,1
DEFB132,15502,0
NAP1L2,15503,1
RPS23,15504,1
GNG2,15505,0
BTN3A2,15506,1
AKAP14,15507,0
PCLO,15508,0
KLK12,15509,1
RGS7BP,15510,0
INSIG1,15511,1
MYT1L,15512,1
C5orf38,15513,0
ZNF396,15514,0
TMEM222,15515,0
OR9Q1,15516,0
CLCNKA,15517,0
OR9Q2,15518,0
ARHGAP30,15519,0
SEPTIN10,15520,0
FAM86B1,15521,0
CYP4F8,15522,0
CYP4F3,15523,0
SMYD4,15524,0
DEFB105A,15525,0
DEFB105B,15526,0
FOXD2,15527,0
GPATCH8,15528,0
CEACAM19,15529,0
DEFB107A,15530,0
DEFB107B,15531,0
NF2,15532,1
SMIM29,15533,1
DEFB106A,15534,0
DEFB106B,15535,0
SPATC1,15536,0
UBE2H,15537,1
HPDL,15538,0
KATNA1,15539,0
FSD2,15540,0
ARAP1,15541,1
KIF24,15542,0
PDE2A,15543,0
CARMIL3,15544,0
PRG2,15545,0
PRR5,15546,0
ZFP91,15547,1
C17orf58,15548,0
BCDIN3D,15549,1
MAGEE2,15550,0
CYP27C1,15551,0
LYRM7,15552,1
CFAP73,15553,0
CCDC73,15554,0
BCR,15555,1
OR10H1,15556,0
MPPED1,15557,0
FSCN2,15558,0
FOXI2,15559,0
SPIN4,15560,0
ZNF732,15561,0
SPIN2B,15562,0
FOXE3,15563,1
HYAL3,15564,0
KCNK18,15565,0
IFNA10,15566,0
VSIG10L,15567,1
CXCR3,15568,0
ZNF397,15569,0
ZSCAN30,15570,0
TPCN1,15571,0
LILRB4,15572,0
TNFRSF4,15573,0
KRT16,15574,0
HEXIM1,15575,1
SELENOV,15576,0
LCE1A,15577,0
KRT14,15578,0
TRABD2A,15579,0
KRTAP17-1,15580,0
PDZD7,15581,1
POFUT2,15582,0
QRFPR,15583,0
MAPT,15584,0
ERCC6L,15585,1
OR13F1,15586,0
TMEM17,15587,1
TNFRSF18,15588,0
FGF3,15589,1
C1QL4,15590,0
RTN4RL2,15591,1
ZDHHC17,15592,0
SERPINA11,15593,0
P2RY4,15594,0
ZNF395,15595,1
ZACN,15596,0
KRTAP22-1,15597,0
KRTAP19-6,15598,0
KRTAP6-2,15599,0
OR13C8,15600,0
PPARA,15601,0
TMEM232,15602,0
KRTAP19-2,15603,0
KRTAP19-4,15604,0
KRTAP15-1,15605,1
KRTAP13-4,15606,1
FAM183A,15607,1
EFCAB6,15608,0
KRTAP19-5,15609,0
KRTAP23-1,15610,0
KANK3,15611,0
EMID1,15612,1
ACTL7A,15613,0
KRTAP21-1,15614,0
RHD,15615,0
ESPN,15616,1
PNLIPRP1,15617,0
PTRH1,15618,1
KRTAP21-2,15619,0
SAMD7,15620,0
GPR141,15621,0
TMPRSS6,15622,1
CYP4A11,15623,0
TMEM216,15624,1
RPS19BP1,15625,1
TMPRSS11A,15626,1
TMEM262,15627,0
C3orf70,15628,0
TEAD1,15629,1
OR2AK2,15630,0
PLCD1,15631,0
CCK,15632,0
ENTPD5,15633,0
MITF,15634,0
HEATR4,15635,0
NAP1L1,15636,1
LILRA5,15637,0
CMC1,15638,0
SLIT1,15639,0
LYPD6,15640,0
AKR1C1,15641,0
VSTM2B,15642,0
FOXD3,15643,1
SPATA21,15644,0
RNF220,15645,1
ANGPTL5,15646,1
SHTN1,15647,1
H1-7,15648,0
LCE4A,15649,0
LCE2A,15650,0
KRTAP12-1,15651,0
LCE2C,15652,0
ZNF546,15653,0
TSPYL4,15654,0
DAZ3,15655,0
MT1X,15656,0
GCNT1,15657,1
LCE2D,15658,0
SESTD1,15659,0
LCE3B,15660,0
FNBP1,15661,0
DYNC2H1,15662,0
KRT12,15663,0
BCAM,15664,0
RSBN1L,15665,1
NPSR1,15666,0
WDR86,15667,0
EPOR,15668,1
FAM9C,15669,0
KRTAP9-8,15670,0
CIDEC,15671,1
DCC,15672,1
TAF9B,15673,0
PCDHB13,15674,0
MAGI2,15675,1
LUZP2,15676,0
CHP1,15677,1
FPR3,15678,0
H1-6,15679,0
C11orf96,15680,0
KCNJ11,15681,0
CDHR4,15682,0
COL4A1,15683,0
C12orf74,15684,1
GJA4,15685,0
PTMA,15686,1
H2AP,15687,0
HSPA14,15688,1
ATP13A5,15689,0
SIRT7,15690,0
PRR27,15691,0
IFT140,15692,0
POTEG,15693,0
PRAMEF10,15694,0
AGMO,15695,0
SBK2,15696,1
CYP26C1,15697,0
TLR5,15698,0
USP7,15699,1
NANOS3,15700,0
FOXD4L3,15701,1
NHLRC1,15702,0
DPPA3,15703,1
COX8C,15704,1
PLEKHN1,15705,0
ZNF385C,15706,0
MAGEH1,15707,0
TET3,15708,1
ZNF286A,15709,1
ISG15,15710,1
EXD3,15711,0
OR5W2,15712,0
MYMK,15713,0
LIAT1,15714,0
ZKSCAN4,15715,0
RGPD1,15716,0
DHRS4L2,15717,0
SAMD11,15718,0
PERM1,15719,0
VMAC,15720,0
C5orf52,15721,0
HAPLN4,15722,0
ERC2,15723,0
B3GLCT,15724,0
SPRY4,15725,0
ERAS,15726,0
TRPV2,15727,0
AMTN,15728,0
EZHIP,15729,0
C2orf88,15730,0
OR2T27,15731,0
TMEM203,15732,1
SLC18A3,15733,0
KBTBD12,15734,1
THSD4,15735,0
DNAJB13,15736,0
GABRD,15737,1
AMY1C,15738,1
TCEA1,15739,1
NHEJ1,15740,0
FANCA,15741,1
SECISBP2,15742,0
OR52B6,15743,0
C9orf153,15744,0
SSX7,15745,0
ADH1A,15746,1
SEMA4D,15747,0
KRTAP10-8,15748,0
LIN28B,15749,1
DIPK1C,15750,0
DNAH17,15751,0
MCRS1,15752,1
TMEM72,15753,0
FANCM,15754,1
ZNF70,15755,0
CARD9,15756,1
PEAR1,15757,0
ZFP69B,15758,0
TMEM202,15759,0
SOWAHD,15760,0
ZFP69,15761,0
HELT,15762,0
RTL4,15763,0
TMEM220,15764,0
C2orf78,15765,0
H1-2,15766,1
PLSCR3,15767,0
EIF4EBP1,15768,1
P2RX2,15769,1
ASCL4,15770,0
OR6C75,15771,0
CCDC157,15772,0
TTC24,15773,0
FAM122A,15774,1
PALM3,15775,0
GFRAL,15776,0
FYB2,15777,0
SHISA7,15778,0
LRRC74B,15779,0
DMBT1,15780,1
CLEC17A,15781,0
OR51I2,15782,0
LCN10,15783,0
LDLRAD2,15784,0
C2orf66,15785,1
OVCH1,15786,0
CYHR1,15787,0
COL14A1,15788,0
DNER,15789,0
CPSF4L,15790,1
KLHL17,15791,0
ZCCHC13,15792,1
PLA2G2C,15793,0
ZSCAN23,15794,0
RINL,15795,0
C17orf99,15796,0
OR7D2,15797,0
TPRG1,15798,0
MORN2,15799,0
RTP5,15800,0
S100A3,15801,0
UBQLN2,15802,1
RILPL1,15803,0
C19orf67,15804,0
ZNF490,15805,1
CLCN1,15806,1
NRN1L,15807,0
NWD1,15808,0
ARL4C,15809,1
RNF133,15810,0
TMEM221,15811,0
TREML4,15812,0
RAB42,15813,0
WNT7B,15814,0
C11orf95,15815,0
SCGB1C1,15816,1
PRSS45P,15817,0
PLA2G4E,15818,0
GPR89B,15819,0
MESP2,15820,0
FAM25A,15821,0
EYS,15822,0
C6orf132,15823,0
DAZ1,15824,0
OR2AG2,15825,0
MAPK12,15826,1
TMEM215,15827,0
NUTM2G,15828,0
COL4A5,15829,0
KRTAP10-6,15830,0
AGRN,15831,0
NHS,15832,0
OTOG,15833,0
FAM166A,15834,0
TMPPE,15835,0
ZNF626,15836,0
HEPACAM2,15837,0
SMTNL2,15838,0
ZC3H6,15839,0
LAMTOR4,15840,1
PRKAR1B,15841,0
NUTM2B,15842,0
NCR3LG1,15843,0
DCUN1D3,15844,0
POTEE,15845,0
ZNF793,15846,0
TUBB4B,15847,0
AGAP4,15848,0
COMMD6,15849,1
PLA2G2A,15850,1
IL17REL,15851,0
HYKK,15852,0
OR7A5,15853,1
C15orf62,15854,1
RUFY4,15855,1
ZNF383,15856,1
HES4,15857,1
IGFL1,15858,1
ZNF669,15859,0
PEAK3,15860,0
LRRIQ4,15861,0
CENPP,15862,1
PLSCR1,15863,0
C3orf62,15864,0
ENO4,15865,0
ZNF559,15866,0
SBK1,15867,0
OR6C6,15868,0
BSPH1,15869,0
OR6N2,15870,0
GTF2F2,15871,1
FAM92A,15872,0
FOCAD,15873,0
PRR19,15874,0
ZP3,15875,1
GPR15L,15876,0
H3-5,15877,0
IFNA2,15878,0
JAKMIP3,15879,0
PPP3R2,15880,0
PDCD1,15881,1
CLEC2A,15882,0
GPR21,15883,0
TCTEX1D4,15884,0
SELL,15885,0
MAGEB5,15886,0
CHM,15887,1
NANOS2,15888,0
BLOC1S5,15889,0
CERKL,15890,0
SLC24A5,15891,0
IER5L,15892,0
H2AX,15893,1
INSC,15894,0
SERPINA5,15895,0
C19orf54,15896,0
LCTL,15897,0
NCCRP1,15898,0
KRTDAP,15899,0
COL25A1,15900,0
FAM83G,15901,0
CFAP77,15902,0
SRSF10,15903,1
HBA1,15904,0
HBA2,15905,0
DUSP28,15906,0
CCDC9B,15907,1
NBR1,15908,1
OR2G6,15909,0
RALGAPA2,15910,0
NDOR1,15911,1
NKAIN2,15912,0
KRTAP1-1,15913,0
PAQR9,15914,0
CFAP54,15915,0
CLN3,15916,0
FAM72B,15917,1
ASAH2,15918,0
SUMO2,15919,1
NANOS1,15920,0
HMX3,15921,0
IGFL3,15922,0
GOLGA8M,15923,0
ZNF177,15924,1
RTL6,15925,1
DPYD,15926,1
S100A16,15927,0
PTAR1,15928,1
CC2D2B,15929,0
RNASE9,15930,0
SAXO2,15931,0
RHCE,15932,0
C2orf80,15933,0
PARVB,15934,1
SLC4A5,15935,0
UROS,15936,1
KRTAP24-1,15937,0
ZDHHC9,15938,0
ZBED6CL,15939,0
QRFP,15940,1
DUPD1,15941,1
SMIM15,15942,0
OSTN,15943,0
VWC2,15944,0
FAM221A,15945,0
TMEM120B,15946,0
FSIP2,15947,0
RBM34,15948,1
NOXA1,15949,0
TMEM198,15950,0
BCL2L15,15951,0
FZD9,15952,1
SPRED3,15953,0
OPTC,15954,1
PLET1,15955,0
ADRB3,15956,0
SKOR1,15957,0
CATSPER4,15958,0
PRELP,15959,0
PLA2G2E,15960,0
ZNF548,15961,0
MTF1,15962,1
TMCO2,15963,0
SHISA6,15964,0
TMEM201,15965,0
NHLRC3,15966,0
HMX2,15967,0
SNTN,15968,0
ZDHHC11,15969,0
CALHM6,15970,0
CNR2,15971,0
SLX4,15972,1
ENTPD8,15973,0
RPL14,15974,1
BEND4,15975,0
FAM78B,15976,0
ZNF563,15977,0
TMC3,15978,0
FBF1,15979,0
KLRG2,15980,1
ASTL,15981,1
MSL1,15982,1
LRRK2,15983,0
BSX,15984,0
GJB3,15985,0
INSYN2A,15986,0
TRMT2B,15987,0
HACD4,15988,0
CFAP126,15989,0
NYX,15990,0
FAM120AOS,15991,1
UTS2B,15992,0
C9orf152,15993,0
NOC2L,15994,1
MSANTD1,15995,0
AADACL3,15996,0
NELFB,15997,1
SLC15A5,15998,0
LIPI,15999,0
LRRC66,16000,0
ZNF292,16001,0
HUS1B,16002,0
KCTD21,16003,1
SBSN,16004,0
ADAT2,16005,1
KIR2DL4,16006,0
MAGEB16,16007,0
VHLL,16008,0
DUSP21,16009,0
ZNF567,16010,0
NDUFA4,16011,0
ANKDD1B,16012,0
ALKBH2,16013,1
RNFT1,16014,0
RNF222,16015,0
RELN,16016,1
FAM111B,16017,0
APOD,16018,1
H1-0,16019,1
GAGE2A,16020,0
LITAF,16021,0
VSTM1,16022,0
TMEM120A,16023,1
ARID2,16024,1
FAM25G,16025,0
SF3B3,16026,1
PRSS48,16027,0
IL1RAPL2,16028,0
BLOC1S3,16029,1
SP6,16030,0
ANKRD34B,16031,0
PLAC9,16032,1
FAM47B,16033,0
NKAPL,16034,0
FSCB,16035,0
CLDN4,16036,1
ZNF573,16037,0
GRAPL,16038,0
FAM47E,16039,0
JPT1,16040,0
ZNF527,16041,0
ZAR1L,16042,1
KRTAP10-12,16043,0
S100A13,16044,0
ZNF33A,16045,1
OR14I1,16046,0
KRT77,16047,0
PCDH18,16048,1
DCAF8L2,16049,1
ZNF600,16050,0
BTBD8,16051,0
MAOA,16052,0
C15orf61,16053,0
NUGGC,16054,0
TSPYL1,16055,0
SPANXN3,16056,0
TRIM64B,16057,1
PNRC2,16058,1
DRICH1,16059,0
GJB5,16060,0
FHIT,16061,1
ALKAL2,16062,0
ZKSCAN3,16063,0
FOXR2,16064,0
RRP7A,16065,1
LIN54,16066,1
FAM53B,16067,0
FAM180A,16068,0
BNIP5,16069,0
SPANXN4,16070,0
S100A14,16071,0
KAZN,16072,0
SLC35E2B,16073,0
TOGARAM2,16074,0
NEMP2,16075,0
ALG1L,16076,0
KIAA0408,16077,1
GSPT2,16078,0
TBC1D28,16079,0
C8orf76,16080,0
CXCL17,16081,1
OTUD6A,16082,0
HMGB1,16083,1
MMP23B,16084,0
SH2D5,16085,0
ZFP92,16086,0
NCR1,16087,0
GJB4,16088,0
OR2L13,16089,0
BLOC1S2,16090,0
SYCP2,16091,1
ZNF724,16092,0
IL1RAP,16093,1
PTPRT,16094,0
MYBPC1,16095,0
PAX5,16096,1
OR5K4,16097,0
OR6M1,16098,0
HLA-DRB3,16099,0
SPOCK3,16100,0
ZNF676,16101,0
ZNF699,16102,0
TDRD7,16103,0
CCDC189,16104,0
OR8A1,16105,0
KIAA0895L,16106,0
HLA-DRB1,16107,0
VN1R2,16108,0
MYT1,16109,1
SERPINA3,16110,0
AKR1C3,16111,0
SPATS2L,16112,0
ZNF250,16113,0
WDSUB1,16114,0
ZNF79,16115,0
S100A4,16116,1
PLEKHG4,16117,1
KRTAP4-3,16118,0
FAT4,16119,0
C8orf86,16120,0
KIF19,16121,0
OR6K2,16122,0
ZNF681,16123,0
ACADSB,16124,0
STK40,16125,0
OR10J1,16126,0
TMEM63A,16127,0
CTSE,16128,1
SEMA4A,16129,0
HRCT1,16130,0
MPHOSPH8,16131,1
GREB1,16132,0
SIRPB2,16133,0
ZNF766,16134,0
RYR1,16135,0
SRGAP3,16136,0
KRTAP5-3,16137,0
FAM217B,16138,0
SULT1C3,16139,0
OR2J2,16140,0
LCOR,16141,0
SUPT5H,16142,1
XPNPEP3,16143,1
OR2T2,16144,0
OR2C3,16145,0
ZNF107,16146,0
OR10S1,16147,0
SFTA2,16148,0
PPIA,16149,0
ZNF471,16150,0
OR10J3,16151,0
ZNF836,16152,0
ZNF493,16153,0
GTF2IRD2,16154,0
GRM7,16155,0
SUPT3H,16156,1
NIF3L1,16157,1
ATP2A1,16158,0
IARS1,16159,1
POM121,16160,0
ZBTB44,16161,0
GIMAP5,16162,1
STK31,16163,1
CGB7,16164,0
NLGN3,16165,0
OR8D1,16166,0
ADH7,16167,0
ZKSCAN7,16168,0
ZNF729,16169,0
CD55,16170,0
CPNE4,16171,1
ZNF565,16172,0
NTNG2,16173,0
ELAVL3,16174,0
WDR5,16175,1
LONP1,16176,1
TRRAP,16177,1
NUDT11,16178,0
FUT4,16179,1
ASB13,16180,0
SLC35F1,16181,0
ZNF34,16182,0
ZNF781,16183,0
ZNF140,16184,0
INCA1,16185,1
ZNF774,16186,0
PTPN1,16187,1
EVL,16188,0
SPANXD,16189,0
THEM5,16190,1
NOXO1,16191,1
EPHB4,16192,0
PRTN3,16193,1
ZNF765,16194,0
ZNF124,16195,0
XRCC6,16196,1
S100A5,16197,1
PPP1R26,16198,0
NBPF4,16199,0
TSC22D2,16200,1
CRYBA4,16201,0
ASMT,16202,0
NPIPB15,16203,0
ZNF569,16204,0
ARMCX4,16205,1
YRDC,16206,1
ZNF777,16207,1
PIK3R4,16208,1
ZNF775,16209,1
ZNF605,16210,0
TRAPPC2,16211,0
RFX8,16212,0
MYL6B,16213,0
ZNF799,16214,0
FGF16,16215,1
SIAH1,16216,1
GK2,16217,1
C20orf96,16218,0
ESRRG,16219,0
IPO4,16220,1
NCOR2,16221,1
SULT1A1,16222,0
ARL9,16223,0
PRPF40A,16224,1
GDAP2,16225,0
TCEAL3,16226,0
ANAPC7,16227,1
TPK1,16228,1
SLC6A9,16229,1
AFAP1,16230,1
NACA,16231,1
MYO18A,16232,1
OR2T3,16233,0
SPTSSB,16234,0
BORCS6,16235,0
MAN2A2,16236,0
MME,16237,0
FAM72A,16238,0
CACNA1H,16239,0
SULF2,16240,0
HBG2,16241,0
LAMA2,16242,0
PFN3,16243,0
PLXNB2,16244,0
OR5AC2,16245,0
AJAP1,16246,1
XRCC2,16247,1
MYO6,16248,0
MRTFA,16249,1
MBD3L2B,16250,0
HDAC2,16251,1
ZNF782,16252,0
SLC22A25,16253,0
POTEF,16254,0
ZNF846,16255,0
HLA-DQB2,16256,0
MMP1,16257,0
ADH1B,16258,0
UGT2B15,16259,0
TCF4,16260,1
WNK3,16261,1
SDHAF3,16262,0
HRH1,16263,0
RABL6,16264,0
ZNF136,16265,0
ZKSCAN5,16266,0
ZNF502,16267,0
TRAPPC4,16268,1
TTC30B,16269,1
SLC30A10,16270,0
TECPR2,16271,0
TLR7,16272,0
FAM180B,16273,1
ZFP62,16274,0
ERI2,16275,0
TOMM7,16276,0
HSH2D,16277,0
TRPV1,16278,0
ZNF33B,16279,0
ZNF512B,16280,0
AMZ2,16281,1
ZNF431,16282,0
ALKAL1,16283,0
NF1,16284,1
VKORC1L1,16285,0
ZNF418,16286,1
DAPK1,16287,1
LCE1B,16288,0
HLA-DQA1,16289,0
COL27A1,16290,1
GM2A,16291,0
H2AC11,16292,1
H2AC13,16293,1
H2AC15,16294,1
H2AC16,16295,1
H2AC17,16296,1
CLPSL2,16297,0
S100A2,16298,1
ZNF700,16299,1
POU3F4,16300,0
OR14A16,16301,1
CD47,16302,0
OR52K1,16303,0
TLE1,16304,0
MAML3,16305,0
STRN3,16306,1
ZNF239,16307,0
SPINK14,16308,0
SPRR2B,16309,1
CHRNG,16310,0
ZSCAN16,16311,0
MVB12B,16312,0
ILRUN,16313,0
OR11G2,16314,0
POTEI,16315,0
ADA,16316,0
ARID5A,16317,1
PATE2,16318,1
PPTC7,16319,0
KRT39,16320,0
TOMM20L,16321,0
RGPD4,16322,0
NHLRC2,16323,1
H2AC7,16324,0
ZFP28,16325,0
CRACDL,16326,1
CBWD3,16327,1
SCN8A,16328,1
LAMB3,16329,0
H2BU1,16330,0
TEX43,16331,0
KPNA5,16332,0
ARHGEF12,16333,1
HCAR1,16334,1
PDLIM7,16335,0
FLNA,16336,0
TMEM26,16337,0
SRGAP1,16338,0
FAM3C,16339,1
NOP9,16340,1
OR2T4,16341,0
ZNF705A,16342,1
SLC39A10,16343,1
CASP4,16344,0
AP2A1,16345,0
ZNF585A,16346,0
FUT11,16347,1
ANXA4,16348,0
LAGE3,16349,1
WDR5B,16350,0
FAM163B,16351,0
NPIPB9,16352,0
WDR45,16353,0
METTL9,16354,0
ZNF138,16355,0
ZNF429,16356,0
ZNF470,16357,0
SERTAD1,16358,0
ZNF100,16359,1
EOLA2,16360,0
ZNF398,16361,1
ZSCAN25,16362,1
ANXA6,16363,0
ZNF441,16364,0
GMFB,16365,0
SIGLEC15,16366,0
ZNF420,16367,0
ZNF763,16368,0
ZMYM1,16369,0
DTHD1,16370,0
MAFG,16371,1
ARRDC1,16372,0
KIAA1671,16373,0
KRT35,16374,0
IGF2R,16375,1
LCE1C,16376,0
GAL3ST4,16377,0
DYNC1H1,16378,1
SLC6A17,16379,1
IFNL3,16380,0
PCBP2,16381,1
ZGPAT,16382,1
SLC25A29,16383,1
PGAP1,16384,0
SRC,16385,0
ZNF679,16386,0
ZNF682,16387,0
OR8B8,16388,0
ZNF772,16389,0
ZNF257,16390,0
PCNX3,16391,0
ADAM32,16392,0
ACSL5,16393,0
LRRC8B,16394,0
ABCB8,16395,0
H3C1,16396,1
H3C2,16397,1
H3C3,16398,1
H3C6,16399,1
H3C7,16400,1
H3C8,16401,1
H3C10,16402,1
H3C11,16403,1
H3C12,16404,1
SND1,16405,1
ZNF785,16406,1
SULT1A2,16407,1
NEK5,16408,0
PSMD12,16409,1
MAGEA6,16410,0
ADGRA1,16411,0
PIWIL2,16412,0
NOL4L,16413,0
CYSRT1,16414,0
SLC22A4,16415,0
ZSCAN5B,16416,0
ENTPD4,16417,0
C1D,16418,1
TBC1D9B,16419,0
OR1J2,16420,0
SLC2A7,16421,0
FAM110D,16422,0
SERPINA1,16423,0
TPSB2,16424,0
KANK2,16425,0
C6orf141,16426,0
GTF2E2,16427,1
IL27,16428,0
GUCA2A,16429,0
RAD54B,16430,1
ZNF165,16431,0
SYNGAP1,16432,1
FITM2,16433,1
BLM,16434,1
ZNF720,16435,0
OR10D3,16436,0
DDI2,16437,1
SVIL,16438,0
TRIM33,16439,1
LRP10,16440,1
PELI1,16441,0
ZNF655,16442,1
MRPL21,16443,1
LYPD2,16444,1
UAP1L1,16445,0
ZNF98,16446,0
FBXL22,16447,0
ZNF786,16448,0
ZNF517,16449,1
S100A7L2,16450,0
ZNF675,16451,1
SLC22A5,16452,0
DACT3,16453,0
ADARB1,16454,0
ZNF860,16455,0
HTT,16456,1
OR6N1,16457,0
C5AR1,16458,0
DIO3,16459,0
CYP2B6,16460,1
