geneID,essential,,geneID2,essential
UCK1,E,,,
UCK1,NE,,,
UCK1,NE,,,
UCK1,NE,,,
UCK1,NE,,,
UCK1,NE,,,
UCK1,NE,,,
FIBCD1,E,,,
FIBCD1,NE,,,
FIBCD1,NE,,,
FIBCD1,NE,,,
FIBCD1,NE,,,
FIBCD1,NE,,,
FIBCD1,NE,,,
PRRC2B,NE,,,
PRRC2B,NE,,,
PRRC2B,NE,,,
PRRC2B,NE,,,
PRRC2B,NE,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,E,,,
CHMP2A,NE,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,E,,,
UBE2M,NE,,,
TRIM28,E,,,
TRIM28,E,,,
TRIM28,E,,,
TRIM28,E,,,
TRIM28,E,,,
TRIM28,NE,,,
TRIM28,NE,,,
TRIM28,NE,,,
METTL26,NE,,,
METTL26,NE,,,
YIPF2,E,,,
YIPF2,NE,,,
YIPF2,NE,,,
YIPF2,NE,,,
YIPF2,NE,,,
YIPF2,NE,,,
YIPF2,NE,,,
YIPF2,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
ATG4D,NE,,,
EIF2S3,E,,,
EIF2S3,E,,,
EIF2S3,E,,,
EIF2S3,E,,,
EIF2S3,E,,,
EIF2S3,E,,,
EIF2S3,NE,,,
EIF2S3,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
TMEM160,NE,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,E,,,
ZC3H4,NE,,,
NPAS1,E,,,
NPAS1,NE,,,
NPAS1,NE,,,
NPAS1,NE,,,
NPAS1,NE,,,
NPAS1,NE,,,
NPAS1,NE,,,
GMFG,NE,,,
GMFG,NE,,,
GMFG,NE,,,
GMFG,NE,,,
GMFG,NE,,,
GMFG,NE,,,
GMFG,NE,,,
MAP3K10,E,,,
MAP3K10,NE,,,
MAP3K10,NE,,,
MAP3K10,NE,,,
MAP3K10,NE,,,
MAP3K10,NE,,,
MAP3K10,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
ARHGEF16,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
LRRC47,NE,,,
SESN2,E,,,
SESN2,NE,,,
SESN2,NE,,,
SESN2,NE,,,
SESN2,NE,,,
SESN2,NE,,,
SESN2,NE,,,
SMPDL3B,E,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
SMPDL3B,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
ATP5IF1,NE,,,
MED18,E,,,
MED18,E,,,
MED18,E,,,
MED18,E,,,
MED18,E,,,
MED18,NE,,,
MED18,NE,,,
MED18,NE,,,
THEMIS2,E,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
THEMIS2,NE,,,
CLIP1,NE,,,
CLIP1,NE,,,
CLIP1,NE,,,
CLIP1,NE,,,
CLIP1,NE,,,
CLIP1,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
CCDC62,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
HIP1R,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
ZNF317,NE,,,
PPAN,E,,,
PPAN,E,,,
PPAN,E,,,
PPAN,E,,,
PPAN,E,,,
PPAN,E,,,
PPAN,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,E,,,
EIF3G,NE,,,
EIF3G,NE,,,
ANGPTL6,E,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
ANGPTL6,NE,,,
SHFL,E,,,
SHFL,NE,,,
SHFL,NE,,,
SHFL,NE,,,
SHFL,NE,,,
SHFL,NE,,,
SHFL,NE,,,
SHFL,NE,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
DNMT1,E,,,
ZNF426,NE,,,
ZNF426,NE,,,
ZNF426,NE,,,
ZNF426,NE,,,
ZNF426,NE,,,
ZNF426,NE,,,
ZNF426,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
SLC6A8,NE,,,
PNCK,NE,,,
PNCK,NE,,,
PNCK,NE,,,
PNCK,NE,,,
PNCK,NE,,,
PNCK,NE,,,
PNCK,NE,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
DKC1,E,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
PLXNA3,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
DUSP9,NE,,,
MPP1,E,,,
MPP1,NE,,,
MPP1,NE,,,
MPP1,NE,,,
MPP1,NE,,,
MPP1,NE,,,
MPP1,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF331,NE,,,
ZNF236,E,,,
ZNF236,E,,,
ZNF236,E,,,
ZNF236,NE,,,
ZNF236,NE,,,
ZNF236,NE,,,
ZNF236,NE,,,
ZNF236,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
SLC7A10,NE,,,
LRP3,NE,,,
LRP3,NE,,,
LRP3,NE,,,
LRP3,NE,,,
LRP3,NE,,,
LRP3,NE,,,
LRP3,NE,,,
C12orf65,E,,,
C12orf65,E,,,
C12orf65,NE,,,
C12orf65,NE,,,
C12orf65,NE,,,
C12orf65,NE,,,
C12orf65,NE,,,
C12orf65,NE,,,
NOL11,E,,,
NOL11,E,,,
NOL11,E,,,
NOL11,E,,,
NOL11,E,,,
NOL11,E,,,
NOL11,E,,,
NOL11,NE,,,
UBE4B,E,,,
UBE4B,E,,,
UBE4B,E,,,
UBE4B,E,,,
UBE4B,NE,,,
UBE4B,NE,,,
UBE4B,NE,,,
UBE4B,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
CASZ1,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
PKDREJ,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
HSD17B3,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
NUTM2F,NE,,,
HABP4,NE,,,
HABP4,NE,,,
HABP4,NE,,,
HABP4,NE,,,
HABP4,NE,,,
HABP4,NE,,,
HABP4,NE,,,
FBP2,NE,,,
FBP2,NE,,,
FBP2,NE,,,
FBP2,NE,,,
FBP2,NE,,,
FBP2,NE,,,
FBP2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
SLC35D2,NE,,,
PRRG1,E,,,
PRRG1,NE,,,
PRRG1,NE,,,
PRRG1,NE,,,
PRRG1,NE,,,
PRRG1,NE,,,
PRRG1,NE,,,
PRRG1,NE,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,E,,,
UBA1,NE,,,
RGN,NE,,,
RGN,NE,,,
RGN,NE,,,
RGN,NE,,,
RGN,NE,,,
RGN,NE,,,
RGN,NE,,,
POLN,NE,,,
POLN,NE,,,
POLN,NE,,,
POLN,NE,,,
POLN,NE,,,
PPIL4,E,,,
PPIL4,E,,,
PPIL4,E,,,
PPIL4,NE,,,
PPIL4,NE,,,
PPIL4,NE,,,
PPIL4,NE,,,
PPIL4,NE,,,
ULBP2,E,,,
ULBP2,NE,,,
ULBP2,NE,,,
ULBP2,NE,,,
ULBP2,NE,,,
ULBP2,NE,,,
ULBP2,NE,,,
ULBP2,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
AKAP12,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
SYNE1,NE,,,
ULBP3,NE,,,
ULBP3,NE,,,
ULBP3,NE,,,
ULBP3,NE,,,
ULBP3,NE,,,
LATS1,NE,,,
LATS1,NE,,,
LATS1,NE,,,
LATS1,NE,,,
LATS1,NE,,,
LATS1,NE,,,
EPS8L1,E,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
EPS8L1,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
LILRB2,NE,,,
AAR2,E,,,
AAR2,E,,,
AAR2,NE,,,
AAR2,NE,,,
AAR2,NE,,,
AAR2,NE,,,
AAR2,NE,,,
AAR2,NE,,,
AAR2,NE,,,
TTLL9,NE,,,
TTLL9,NE,,,
TTLL9,NE,,,
TTLL9,NE,,,
TTLL9,NE,,,
BPIFA2,E,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
BPIFA2,NE,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,E,,,
RBM39,NE,,,
COX4I2,E,,,
COX4I2,E,,,
COX4I2,NE,,,
COX4I2,NE,,,
COX4I2,NE,,,
COX4I2,NE,,,
COX4I2,NE,,,
COX4I2,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
BPIFA3,NE,,,
ZNF341,E,,,
ZNF341,NE,,,
ZNF341,NE,,,
ZNF341,NE,,,
ZNF341,NE,,,
ZNF341,NE,,,
ZNF341,NE,,,
ZNF341,NE,,,
GGT7,E,,,
GGT7,NE,,,
GGT7,NE,,,
GGT7,NE,,,
GGT7,NE,,,
GGT7,NE,,,
GGT7,NE,,,
GGT7,NE,,,
DEFB118,E,,,
DEFB118,NE,,,
DEFB118,NE,,,
DEFB118,NE,,,
DEFB118,NE,,,
DEFB118,NE,,,
DEFB118,NE,,,
DEFB118,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
ACSS2,NE,,,
EDA2R,E,,,
EDA2R,NE,,,
EDA2R,NE,,,
EDA2R,NE,,,
EDA2R,NE,,,
EDA2R,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
ARHGEF9,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
C1QL1,NE,,,
GFAP,NE,,,
GFAP,NE,,,
GFAP,NE,,,
GFAP,NE,,,
GFAP,NE,,,
GFAP,NE,,,
GFAP,NE,,,
PYY,NE,,,
PYY,NE,,,
PYY,NE,,,
PYY,NE,,,
PYY,NE,,,
PYY,NE,,,
PYY,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
HIGD1B,NE,,,
ATP6V1E1,E,,,
ATP6V1E1,E,,,
ATP6V1E1,E,,,
ATP6V1E1,E,,,
ATP6V1E1,E,,,
ATP6V1E1,E,,,
ATP6V1E1,NE,,,
ATP6V1E1,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF227,NE,,,
ZNF428,E,,,
ZNF428,NE,,,
ZNF428,NE,,,
ZNF428,NE,,,
ZNF428,NE,,,
ZNF428,NE,,,
ZNF428,NE,,,
ZNF428,NE,,,
TEX101,NE,,,
TEX101,NE,,,
TEX101,NE,,,
TEX101,NE,,,
TEX101,NE,,,
ZNF141,E,,,
ZNF141,NE,,,
ZNF141,NE,,,
ZNF141,NE,,,
ZNF141,NE,,,
ZNF141,NE,,,
ZNF141,NE,,,
ZNF141,NE,,,
CCL25,NE,,,
CCL25,NE,,,
CCL25,NE,,,
CCL25,NE,,,
CCL25,NE,,,
CCL25,NE,,,
CCL25,NE,,,
COX4I1,E,,,
COX4I1,E,,,
COX4I1,E,,,
COX4I1,E,,,
COX4I1,E,,,
COX4I1,E,,,
COX4I1,NE,,,
COX4I1,NE,,,
EMC8,E,,,
EMC8,NE,,,
EMC8,NE,,,
EMC8,NE,,,
EMC8,NE,,,
EMC8,NE,,,
EMC8,NE,,,
GSE1,E,,,
GSE1,NE,,,
GSE1,NE,,,
GSE1,NE,,,
GSE1,NE,,,
GSE1,NE,,,
GSE1,NE,,,
GINS2,E,,,
GINS2,E,,,
GINS2,E,,,
GINS2,E,,,
GINS2,E,,,
GINS2,E,,,
GINS2,E,,,
GINS2,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
CHMP1A,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
SH3BGRL,NE,,,
COX7B,E,,,
COX7B,E,,,
COX7B,E,,,
COX7B,E,,,
COX7B,E,,,
COX7B,NE,,,
COX7B,NE,,,
COX7B,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
SLC34A1,NE,,,
F12,NE,,,
F12,NE,,,
F12,NE,,,
F12,NE,,,
F12,NE,,,
F12,NE,,,
F12,NE,,,
PRR7,NE,,,
PRR7,NE,,,
PRR7,NE,,,
PRR7,NE,,,
PRR7,NE,,,
PRR7,NE,,,
PRR7,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
NFATC1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
IDO1,NE,,,
GJA9,NE,,,
GJA9,NE,,,
GJA9,NE,,,
GJA9,NE,,,
GJA9,NE,,,
CAP1,E,,,
CAP1,E,,,
CAP1,NE,,,
CAP1,NE,,,
CAP1,NE,,,
CAP1,NE,,,
CAP1,NE,,,
CAP1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
PPT1,NE,,,
RAB11FIP4,E,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RAB11FIP4,NE,,,
RLIM,E,,,
RLIM,NE,,,
RLIM,NE,,,
RLIM,NE,,,
RLIM,NE,,,
RLIM,NE,,,
RLIM,NE,,,
CDX4,NE,,,
CDX4,NE,,,
CDX4,NE,,,
CDX4,NE,,,
CDX4,NE,,,
CDX4,NE,,,
CDX4,NE,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,E,,,
ABCB7,NE,,,
TRAF3,E,,,
TRAF3,NE,,,
TRAF3,NE,,,
TRAF3,NE,,,
TRAF3,NE,,,
TRAF3,NE,,,
TRAF3,NE,,,
TRAF3,NE,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,E,,,
HAUS8,NE,,,
ADGRE3,NE,,,
ADGRE3,NE,,,
ADGRE3,NE,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,E,,,
MRPS25,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
SH3BP5,NE,,,
HACL1,NE,,,
HACL1,NE,,,
HACL1,NE,,,
HACL1,NE,,,
HACL1,NE,,,
HACL1,NE,,,
HACL1,NE,,,
TBC1D5,E,,,
TBC1D5,NE,,,
TBC1D5,NE,,,
TBC1D5,NE,,,
TBC1D5,NE,,,
TBC1D5,NE,,,
TBC1D5,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
CAPN7,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
RFTN1,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
C3orf20,NE,,,
RBSN,NE,,,
RBSN,NE,,,
RBSN,NE,,,
GALNT15,E,,,
GALNT15,NE,,,
GALNT15,NE,,,
GALNT15,NE,,,
GALNT15,NE,,,
GALNT15,NE,,,
GALNT15,NE,,,
GALNT15,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
SLC6A6,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
KCNC3,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NAPSA,NE,,,
NR1H2,E,,,
NR1H2,NE,,,
NR1H2,NE,,,
NR1H2,NE,,,
NR1H2,NE,,,
NR1H2,NE,,,
NR1H2,NE,,,
NR1H2,NE,,,
LRRC4B,NE,,,
LRRC4B,NE,,,
LRRC4B,NE,,,
LRRC4B,NE,,,
LRRC4B,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
PDLIM4,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
KIF3A,NE,,,
MGAT1,E,,,
MGAT1,E,,,
MGAT1,NE,,,
MGAT1,NE,,,
MGAT1,NE,,,
MGAT1,NE,,,
MGAT1,NE,,,
MGAT1,NE,,,
GFPT2,E,,,
GFPT2,NE,,,
GFPT2,NE,,,
GFPT2,NE,,,
GFPT2,NE,,,
GFPT2,NE,,,
GFPT2,NE,,,
GFPT2,NE,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,E,,,
TUBG1,NE,,,
PSME3,E,,,
PSME3,E,,,
PSME3,E,,,
PSME3,NE,,,
PSME3,NE,,,
PSME3,NE,,,
PSME3,NE,,,
PSME3,NE,,,
RPL27,E,,,
RPL27,E,,,
RPL27,E,,,
RPL27,E,,,
RPL27,E,,,
RPL27,E,,,
RPL27,E,,,
RPL27,NE,,,
PSMC3IP,E,,,
PSMC3IP,NE,,,
PSMC3IP,NE,,,
PSMC3IP,NE,,,
PSMC3IP,NE,,,
PSMC3IP,NE,,,
PSMC3IP,NE,,,
AOC3,NE,,,
AOC3,NE,,,
AOC3,NE,,,
AOC3,NE,,,
AOC3,NE,,,
AOC3,NE,,,
AOC3,NE,,,
ACLY,E,,,
ACLY,E,,,
ACLY,E,,,
ACLY,E,,,
ACLY,E,,,
ACLY,E,,,
ACLY,NE,,,
ACLY,NE,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,E,,,
VPS25,NE,,,
RAMP2,E,,,
RAMP2,NE,,,
RAMP2,NE,,,
RAMP2,NE,,,
RAMP2,NE,,,
RAMP2,NE,,,
RAMP2,NE,,,
RAMP2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
AOC2,NE,,,
G6PC,E,,,
G6PC,NE,,,
G6PC,NE,,,
G6PC,NE,,,
G6PC,NE,,,
G6PC,NE,,,
G6PC,NE,,,
NDUFA2,E,,,
NDUFA2,E,,,
NDUFA2,E,,,
NDUFA2,NE,,,
NDUFA2,NE,,,
NDUFA2,NE,,,
NDUFA2,NE,,,
NDUFA2,NE,,,
ANKHD1,E,,,
ANKHD1,NE,,,
ANKHD1,NE,,,
ANKHD1,NE,,,
ANKHD1,NE,,,
ANKHD1,NE,,,
ANKHD1,NE,,,
DIAPH1,E,,,
DIAPH1,NE,,,
DIAPH1,NE,,,
DIAPH1,NE,,,
DIAPH1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
NDFIP1,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
UBE2D2,NE,,,
EXOC4,E,,,
EXOC4,E,,,
EXOC4,E,,,
EXOC4,E,,,
EXOC4,E,,,
EXOC4,NE,,,
EXOC4,NE,,,
EXOC4,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
ACAP3,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
C1orf159,NE,,,
ANO1,NE,,,
ANO1,NE,,,
ANO1,NE,,,
ANO1,NE,,,
ANO1,NE,,,
ANO1,NE,,,
ANO1,NE,,,
PPFIA1,E,,,
PPFIA1,E,,,
PPFIA1,E,,,
PPFIA1,NE,,,
PPFIA1,NE,,,
PPFIA1,NE,,,
PPFIA1,NE,,,
PPFIA1,NE,,,
PPFIA1,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
TMEM204,NE,,,
KREMEN2,E,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
KREMEN2,NE,,,
THOC6,E,,,
THOC6,E,,,
THOC6,NE,,,
THOC6,NE,,,
THOC6,NE,,,
THOC6,NE,,,
THOC6,NE,,,
THOC6,NE,,,
TRAF7,E,,,
TRAF7,NE,,,
TRAF7,NE,,,
TRAF7,NE,,,
TRAF7,NE,,,
TRAF7,NE,,,
TRAF7,NE,,,
TRAF7,NE,,,
BARX1,NE,,,
BARX1,NE,,,
BARX1,NE,,,
BARX1,NE,,,
BARX1,NE,,,
BARX1,NE,,,
BARX1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
NINJ1,NE,,,
CA6,NE,,,
CA6,NE,,,
CA6,NE,,,
CA6,NE,,,
CA6,NE,,,
CA6,NE,,,
CA6,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
NPHP4,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
MAP1B,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
RHOXF2,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
IL13RA1,NE,,,
WDR44,E,,,
WDR44,E,,,
WDR44,E,,,
WDR44,NE,,,
WDR44,NE,,,
WDR44,NE,,,
WDR44,NE,,,
WDR44,NE,,,
CKMT2,E,,,
CKMT2,NE,,,
CKMT2,NE,,,
CKMT2,NE,,,
CKMT2,NE,,,
CKMT2,NE,,,
CKMT2,NE,,,
ZCCHC9,E,,,
ZCCHC9,E,,,
ZCCHC9,E,,,
ZCCHC9,NE,,,
ZCCHC9,NE,,,
ZCCHC9,NE,,,
ZCCHC9,NE,,,
ZCCHC9,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT34,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
KRT33B,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TNS4,NE,,,
TOP2A,E,,,
TOP2A,E,,,
TOP2A,E,,,
TOP2A,E,,,
TOP2A,E,,,
TOP2A,E,,,
TOP2A,E,,,
