geneID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
MYOM1,16.4192,7.802,6.8769,0.7517,1.4654,11.7376,12.0027,2.0071,6.9133,3.1483,2.3836
MYL12A,93.6683,71.8693,105.4424,118.6709,146.2712,82.4869,78.2699,134.0537,82.1168,110.958,113.3121
CEP76,1.6359,2.5099,2.819,3.4421,3.0841,2.0668,1.4323,2.8575,2.7681,2.849,3.1769
ST8SIA5,0.0813,0.1217,0.1927,0.1088,0.0641,0.1167,0.0817,0.1269,0.1531,0.1332,0.2222
CEP192,7.4091,5.884,6.6314,8.8959,7.0073,3.4821,4.6593,7.9566,3.9157,6.6436,6.3448
RNMT,10.6343,10.3508,11.2309,10.8957,7.7733,7.8385,8.6986,9.6271,10.5588,10.5303,10.3283
SMAD7,9.1184,8.6622,16.2652,18.348,17.6105,8.342,9.0993,25.3747,8.0708,19.1487,18.1407
LIPG,0.103,0.1285,0.0777,0.1516,1.1766,0.1293,0.0259,0.0703,2.1225,0.1097,0.2175
LAMA1,0.0884,0.191,0.4949,0.3606,0.5973,0.107,0.074,0.6162,0.5267,0.8717,0.2689
RNF125,1.6957,1.2049,2.037,1.8517,1.5694,1.254,0.437,3.5904,1.9853,2.0052,1.98
ANKRD12,8.0689,7.9656,8.8127,9.1839,6.6492,7.4746,6.4254,7.5617,6.0112,8.0421,7.5226
NOL4,1.6152,0.9438,0.3578,0.0494,0.109,0.4386,0.3865,0.117,0.3474,0.4609,0.1261
POLI,6.1628,5.4457,6.425,10.0446,9.0317,5.816,5.4266,10.9566,4.7724,8.5221,11.6601
MIB1,8.8811,7.8638,8.0194,9.4463,8.5574,8.6245,6.8732,8.1968,6.808,9.4551,7.5962
RBBP8,3.8287,4.7796,5.8557,12.2355,11.6731,5.5957,3.7995,7.3396,5.4844,7.1334,10.8516
RIOK3,21.0536,26.8795,30.4913,41.4568,33.5903,20.6026,14.575,37.8792,24.4929,31.2665,30.3782
CSTF2,4.7197,5.613,5.9037,10.3349,8.7226,3.7003,4.1831,8.7935,5.909,6.9652,9.7781
H2BW2,0,0,0,0,0,0,0,0,0,0,0
MXRA5,0.3312,0.6485,2.8862,7.5376,12.5193,0.2891,0.4963,9.1967,0.5923,9.1927,20.4669
VSIG1,0.1978,0.4166,1.1219,2.7342,7.2339,0.201,0.0663,5.6583,0.0276,4.4904,1.8996
PSMD10,18.1082,16.6321,14.5101,19.1847,20.3515,16.5757,17.7304,18.5071,16.979,15.8673,17.7086
ATG4A,6.0665,6.0399,6.0967,7.2772,6.4618,5.6374,5.8063,5.1074,6.7483,4.6342,5.3816
STS,2.0742,3.3153,3.9201,6.1675,6.9377,3.5814,2.8185,7.4328,3.5542,4.2286,8.5673
TBL1X,21.6176,18.1196,17.7232,15.1481,12.8234,20.844,26.4882,14.2588,16.5475,18.6201,16.6159
GPR143,0.1006,0.1882,0.4064,1.5819,2.0473,0.1353,0.1475,0.8588,0.1052,1.1534,1.5935
PGRMC1,71.8408,66.2617,84.5918,79.4273,108.4094,67.5257,49.8885,91.4825,60.1246,85.6299,97.6851
POLA1,4.1891,4.8784,4.2413,4.0826,2.9139,3.2213,3.3835,3.7108,5.2335,4.3799,4.2868
MID1,7.3921,11.0125,7.7457,11.2872,6.1007,7.2886,6.6404,5.7286,6.7034,6.2913,6.8278
NKAP,8.4798,10.6978,11.1042,10.9844,8.6565,10.4991,10.5058,9.7407,11.6255,9.0796,10.3308
RHOXF1,1.6954,0.5168,1.0347,0,0.8159,0.912,0.6626,0.9921,0.3546,0.8328,1.2634
NXT2,1.0502,2.3082,2.0296,4.4073,4.456,1.7025,3.4336,2.8903,2.1661,3.274,3.5911
GUCY2F,0.0115,0.0096,0.0497,0,0.0303,0.031,0,0.0113,0.0241,0.0283,0.0143
ATP1B4,0.0447,0,0.0096,0,0,0.008,0,0.0174,0.028,0.0073,0
ALG13,6.3043,5.8488,6.2058,11.221,9.6015,6.6462,5.3357,10.622,7.2609,8.3374,10.1746
PRPS2,15.7401,19.7335,21.8188,16.8552,15.9629,37.4721,14.3496,16.0232,23.2214,17.7814,16.1477
TLR8,0.2631,0.2272,1.6241,0.9342,0.7439,0.1452,0.1441,0.4738,0.2328,0.5468,0.4525
MOSPD1,3.6733,4.6936,4.4628,4.7206,5.51,3.6828,3.0308,4.3062,3.349,3.8811,4.1575
AMMECR1,1.2207,1.8556,2.2794,6.0494,5.7168,1.6838,1.0102,4.079,1.3218,3.276,4.4137
CHRDL1,30.0902,17.0242,8.9609,5.5724,4.3089,13.4478,13.953,10.3161,16.66,11.3382,4.6761
WDR13,39.5181,38.2054,36.9398,42.9953,42.1615,36.8091,37.53,40.5608,33.4461,38.3435,42.408
SUV39H1,4.2215,3.0286,2.7616,3.535,2.873,3.897,2.8937,3.98,3.0899,4.2623,3.0486
PAGE4,0,0,0,0,0,0.1552,0.0725,0.0844,0,0,0.1075
SRPX,55.8294,76.5006,92.0518,66.5316,72.2762,89.4968,40.1083,134.05,159.2627,90.712,69.2254
GLRA2,0,0,0.0124,0,0,0.0103,0,0.0224,0,0.0094,0
XIAP,5.5376,5.185,6.448,8.3236,8.1267,4.9022,3.567,6.4674,5.237,7.3212,7.9812
STAG2,16.2763,15.7252,19.0327,20.9126,16.7396,18.067,10.3582,19.3683,14.4828,21.8014,17.3831
ATP11C,7.3996,6.0416,9.4716,10.0207,9.6755,6.3092,5.315,9.9785,9.7648,12.3723,10.2466
MCF2,0.0805,0.0418,0.065,0.1346,0.0792,0.0361,0.0084,0.0392,0.1368,0.14,0.0375
F9,0,0.038,0.0328,0,0,0.0137,0.0128,0.0594,0.0318,0.0374,0.0378
ABCD1,14.8593,13.2346,12.2409,8.6465,7.9174,14.9722,21.8846,8.7454,8.0002,7.9889,9.9358
CCDC22,10.3772,11.9161,9.9873,13.8092,11.9298,9.469,11.9419,11.7181,10.8125,10.8149,13.482
CACNA1F,0.0419,0.0755,0.1053,0.1682,0.5774,0.1628,0.0936,0.3474,0.0657,0.08,0.451
SYP,1.631,0.7144,1.1521,1.5016,1.1049,0.566,1.1309,1.3683,0.8252,0.9332,0.9801
PLP2,203.1616,152.1474,134.8787,118.6864,178.9615,144.8079,136.1135,136.0811,129.2503,160.8854,148.1526
BMX,1.8275,0.4096,1.3863,1.3181,3.0035,1.781,0.519,1.9219,2.1934,1.9514,1.3815
LUZP4,0,0,0,0.033,0.0324,0,0,0,0.0516,0.0202,0
PLS3,31.3957,43.4296,37.2449,40.9633,65.1761,37.6716,33.2368,46.148,28.7807,38.268,44.9205
NAA10,46.9043,50.0999,43.5284,33.2898,34.1123,39.0081,51.3944,35.994,53.4355,35.1489,34.2688
RENBP,5.5112,5.4258,6.7478,4.8119,4.6446,6.0855,5.3442,7.2705,6.4301,4.6304,7.0607
ELF4,4.5445,5.0984,10.6924,19.7759,20.1881,5.7938,5.0773,20.5637,6.1827,23.5321,20.3058
SMARCA1,27.5368,20.3322,21.8183,20.8018,23.7386,36.2423,25.3613,18.2611,16.4771,20.6623,20.1797
MTMR8,0.5131,1.0265,1.088,1.2013,2.0204,0.5319,0.4969,1.9079,0.503,1.0633,2.3498
ASB9,0.2695,0.4654,0.5806,0.4993,0.6259,0.2231,0.0868,0.546,0.542,0.1697,0.4892
ZC3H12B,1.1937,1.4275,1.2096,1.4003,1.3584,1.2284,1.0686,1.5772,0.9162,1.3575,1.6432
RBBP7,63.4734,60.353,49.524,63.0524,66.3278,59.5921,64.5479,49.6543,49.3943,57.2878,55.8621
KCND1,2.1063,2.1494,1.7038,2.4671,2.8357,2.8448,1.9305,2.0102,1.6447,1.6207,2.6608
OPN1LW,0,0,0.0372,0,0.0454,0.031,0,0.0337,0.0362,0.0283,0
SLC25A14,3.3439,3.8253,3.4285,4.6883,4.8102,2.5424,2.1507,5.0616,3.8602,3.5697,4.2526
FMR1,14.2968,13.3496,13.6996,14.8822,13.6102,14.9951,11.074,15.0382,13.0986,15.1567,13.3589
PIM2,2.8875,4.8984,6.7869,23.0732,3.2265,3.4285,3.7906,9.5712,3.6313,6.6283,29.488
SCML2,1.3416,1.4449,0.8976,0.4623,0.707,1.0389,1.3874,0.7534,1.2541,0.7821,0.8836
SLC35A2,3.4099,4.4845,6.3793,9.5564,11.5554,3.3735,3.4342,8.5867,5.6558,8.0497,9.7293
PQBP1,41.4489,35.8837,35.6627,38.9221,34.3798,42.9227,42.7143,36.9229,39.8961,37.088,36.705
RS1,0.0846,0.0938,0.0911,0.132,0.0555,0.0379,0.059,0.1375,0.1032,0.1847,0.0876
PCSK1N,0.3947,0.1823,0.8501,3.0507,1.9569,0.0786,0.3305,1.0692,0.4585,0.4308,1.2526
EMD,97.2538,89.4637,84.9401,44.2509,52.6564,83.9102,81.4471,63.5562,101.6273,55.4865,68.9003
TAZ,25.2313,27.7391,29.8732,35.6874,33.5345,23.0408,24.7233,37.2439,20.6757,26.8279,35.8461
RAB40AL,0.5391,1.0342,0.6699,0.9431,0.7619,0.5577,0.4862,1.011,0.3902,0.8826,0.9785
PGK1,49.5181,70.4626,79.3707,65.0692,76.9887,47.9651,74.5191,68.8023,67.7619,74.1563,94.741
GATA1,0.3173,0.2398,0.2486,0.3088,0.3786,0.388,0.145,0.6753,0.4525,0.2598,0.7166
MAGT1,8.5527,9.8364,12.9598,17.8446,18.3564,7.8299,5.4031,18.1113,11.8059,15.6017,18.8717
SMS,12.1069,14.9123,11.2921,9.6868,14.2551,15.0703,14.4508,11.6246,10.7669,11.1815,10.6274
PHEX,0.0149,0.2232,0.1446,0.0998,0.0783,0.2942,0.0999,0.0582,0.1404,0.0244,0.0926
UBL4A,23.4535,28.0089,23.2259,16.3695,14.1646,25.8742,40.3994,18.3971,17.7303,19.473,18.5756
CD99L2,31.6507,32.9438,26.6763,11.569,12.337,28.0402,34.4832,15.4902,29.1762,17.4604,17.5033
EEA1,6.3711,5.8996,6.7411,9.7504,8.6001,7.653,5.041,7.8518,5.692,7.0445,9.4156
GPR50,0.0422,0,0.091,0,0,0,0,0.0618,0.0663,0.0519,0
RP2,2.2733,2.9275,3.1564,4.5768,5.6602,2.5577,2.0904,3.1953,2.7149,3.722,3.6398
JADE3,0,0,0,0,0,0,0,0,0,0,0
CDK16,16.1545,17.2065,21.6903,24.3924,26.7006,17.6053,20.3921,25.2529,23.1089,24.9677,24.9988
USP11,38.492,38.2115,41.2464,36.4358,30.231,38.9529,28.9124,49.0014,42.0259,44.9102,51.5576
PCYT1B,0.0803,0.3643,0.2202,0.2052,0.3547,0.203,0.5994,0.1353,0.1298,0.1854,0.4082
BRS3,0.4831,0.0502,0,0.0404,0.0396,0.0541,0,0.0295,0,0.0247,0.15
HTATSF1,26.8701,25.679,23.8494,23.7405,23.3268,26.2646,28.8557,26.2332,24.2376,28.04,26.6901
VGLL1,1.194,6.7734,8.0182,21.7995,61.1646,2.6133,1.4999,29.0446,0.5141,14.892,36.0688
CD40LG,0,0.0581,0.6769,0.9343,1.2221,0.0626,0.0585,0.9081,0.2677,1.3149,2.1393
TIMP1,166.8058,565.2035,360.2531,129.8696,681.5038,200.2972,144.2201,190.6273,597.787,139.4919,176.907
KLHL4,0.2405,0.4059,0.1805,0.0975,0.2487,0.6664,0.415,0.0995,0.0914,0.1611,0.1177
GABRE,5.0357,8.8345,27.2922,96.2366,26.6508,9.2847,11.5181,49.6285,9.2856,41.1139,64.7258
PCDH11X,0.0073,0.0061,0.0435,0.0687,0.1734,0,0.0061,0.068,0.0422,0.1682,0.0866
FGD1,6.6872,6.6631,4.6437,3.9524,4.4933,7.1768,6.5699,4.2053,4.9991,4.0609,4.7103
PIN4,2.3796,2.5828,2.4205,2.7856,3.1667,1.5261,2.4772,2.9978,2.5747,2.4351,2.8322
PORCN,8.0031,10.1782,9.3518,9.6149,10.5934,10.0822,9.7023,9.7956,9.056,9.3357,8.5597
ITIH6,0.0258,0.0143,0.0092,0,0.0451,0.0077,0.0072,0.0335,0.0269,0.0211,0
MAGED2,109.0094,89.3873,87.5706,95.3125,106.4508,116.1529,112.4604,101.5184,74.9448,84.5099,115.7054
RBM3,50.0714,28.6456,37.7312,48.0799,45.5271,30.9443,24.4053,45.6802,40.237,53.3568,41.7161
KLF8,5.305,4.7899,5.8915,8.6872,9.1013,5.3068,3.0321,6.9626,4.6172,8.3894,7.0381
SRPX2,3.1173,9.3946,21.9276,50.7229,60.7586,10.411,4.487,55.6571,8.638,36.8441,33.1739
SYTL4,5.9691,9.8725,11.3608,21.3374,15.6276,12.0533,4.6022,23.0918,7.6507,15.9957,12.2378
ZDHHC15,0.6932,0.9786,0.8662,0.4287,0.5235,0.4573,0.5586,0.7207,0.5607,0.5139,0.4954
CENPI,0.7491,0.4152,0.52,0.49,0.6118,0.4329,0.4461,0.4222,0.6267,0.4361,0.3308
DRP2,0.5035,0.4435,1.9562,0.3448,0.6688,0.5858,0.3916,0.3508,1.2035,0.4024,0.3127
TAF7L,0.0518,0.0575,0.2047,0.2081,0.2495,0.1859,0.0289,0.2865,0.0361,0.3395,0.2361
PBDC1,0,0,0,0,0,0,0,0,0,0,0
GLA,6.0181,8.1553,11.2777,9.5406,11.5717,7.1223,6.0731,9.3325,10.2573,8.9666,9.7537
ARMCX3,21.6234,23.7407,21.8561,25.749,26.6354,26.4972,25.204,21.9302,24.2201,20.3432,24.0716
BEX4,45.9963,40.5918,47.3514,52.4075,48.4887,38.5238,36.5415,47.6522,34.4539,43.2676,46.6256
RUBCNL,0,0,0,0,0,0,0,0,0,0,0
NALCN,0.0493,0.3126,0.4182,1.0966,1.6017,0.0884,0.0723,1.076,0.1096,1.5641,1.6074
FGF14,0.2116,0.3871,0.3799,0.1888,0.6667,0.3289,0.2836,0.5367,0.1475,0.3003,0.7185
HTR2A,0.1176,0.3129,0.1098,0.021,0.1132,0.1617,0.1051,0.0841,0.2787,0.0321,0.0779
NDFIP2,3.7214,4.4732,9.6349,22.6369,22.5814,3.2462,2.157,16.6101,3.6421,17.5964,18.4871
TNFSF13B,0.4792,0.8898,1.6344,1.496,1.7822,0.5443,0.2676,1.4178,0.451,0.5362,2.1427
FNDC3A,13.4157,11.3758,14.3551,17.8227,15.3962,10.823,9.779,17.3177,11.4198,14.4812,17.2013
MLNR,0.0344,0.0859,0.0371,0.0461,0.1356,0.0309,0.0288,0.0672,0.072,0.0282,0
CDADC1,4.9054,4.8187,3.3374,3.5918,2.8158,3.5769,3.1415,3.1202,5.2999,2.6293,3.2876
CAB39L,24.478,26.5291,25.9136,38.9422,18.9762,32.7135,16.5232,27.4406,22.7441,26.4209,25.0479
KLF5,2.9931,9.1912,40.5351,188.4925,99.0321,5.1388,2.016,99.8376,2.5305,94.9892,107.0104
STK24,45.9781,41.5586,37.3994,45.7749,45.8273,41.564,45.1134,48.872,25.6743,50.071,39.8641
ACP5,2.2159,2.489,5.9917,10.9435,20.4826,5.0937,3.3956,13.6799,1.0599,5.7123,13.2624
DNAJC3,12.4013,13.7234,13.9315,14.2732,12.751,12.0903,9.6954,12.9213,12.6004,15.494,12.9184
UGGT2,6.6828,7.0744,8.9781,8.0604,9.703,5.7511,4.125,7.2439,7.4405,7.9867,5.6442
ARHGEF7,10.2879,9.3005,11.6506,15.1744,14.2685,9.5377,7.924,14.5509,10.7831,14.7638,15.1248
FGF9,0.2543,0.556,0.5579,0.4284,0.8901,0.4814,0.7178,1.8648,0.1477,1.172,2.6671
SGCG,0.8766,1.6075,0.5831,0.3104,0.7783,1.2251,2.1591,1.3327,0.1348,0.6965,1.9211
PARP4,11.4686,16.9548,26.1655,29.4547,32.092,14.2067,12.3684,31.0682,13.5994,32.1135,35.027
SUPT20H,0,0,0,0,0,0,0,0,0,0,0
MRPS31,13.0968,13.1666,12.2176,16.8392,16.9805,10.4566,11.0482,15.3219,13.3948,13.7477,14.9198
SLC25A15,0.8489,1.9408,1.9657,1.7887,1.9081,0.9799,1.564,2.2768,1.154,1.9285,1.8318
KPNA3,16.2508,20.9,13.671,9.467,9.7009,18.3239,22.5629,7.5434,15.3374,10.9537,7.2842
FLT1,4.0075,1.9701,5.9269,4.8195,4.7609,2.7553,2.5945,4.4179,4.0195,3.7373,4.5402
RGCC,0,0,0,0,0,0,0,0,0,0,0
VWA8,0,0,0,0,0,0,0,0,0,0,0
DGKH,1.1644,1.1241,2.7507,3.0777,3.5371,1.2965,0.865,2.7566,1.3059,4.2356,3.6035
KATNAL1,6.2983,6.1276,4.5706,1.5921,2.2103,5.496,6.1162,2.3049,4.5432,3.3547,1.7499
INTS6,2.7905,2.8596,2.5921,4.0565,3.7434,3.5851,1.7974,3.1791,3.3588,2.9399,3.5951
ACOD1,0,0,0,0,0,0,0,0,0,0,0
DHRS12,7.5886,7.367,6.6823,6.8959,7.6633,6.7325,5.9156,8.7356,5.4065,7.1501,7.8835
MEDAG,0,0,0,0,0,0,0,0,0,0,0
TSC22D1,42.5233,52.3669,71.4786,83.4688,41.5887,69.8018,42.2632,42.7132,103.7093,52.6786,36.1715
CLN5,11.0937,12.8716,16.6417,13.1698,15.3406,9.3316,10.9241,17.9537,12.3491,14.5958,16.5219
OLFM4,0.3362,1.3003,0.3621,614.9453,0.2686,0.5373,0.2326,1.0407,0.2293,1.8069,2.7775
MSLN,0.0584,0.1618,0.1886,11.0886,0.0255,0.0698,0.0326,0.6262,0.1017,0.2389,0.2658
MGRN1,18.8317,20.4088,16.1061,19.6716,17.9751,21.6313,23.2257,16.6497,16.7129,16.1885,18.9821
ZNF629,5.8671,6.6202,7.3154,8.018,5.9158,6.0271,5.9409,6.3581,7.359,8.097,6.773
TRADD,11.1133,22.4039,19.3488,25.537,26.3762,13.8101,18.6382,21.6778,18.3642,18.3843,29.2846
HSF4,29.3363,52.437,30.9633,15.4154,15.5942,51.3772,55.4697,19.7582,39.0092,15.6639,21.0507
CORO1A,5.717,12.0567,16.5223,28.438,18.3681,4.6706,4.2333,21.4854,12.8793,15.649,46.7956
MAPK3,37.7954,51.5513,56.96,51.112,59.8791,46.9154,43.4974,66.0071,49.7563,46.0499,60.7564
GDPD3,7.9662,6.8813,7.1148,17.5719,27.2361,7.1424,3.9053,17.1309,9.7115,11.2298,20.849
ELMO3,1.4098,2.4712,11.653,37.0175,31.5236,2.0559,1.5363,28.8088,1.936,25.5024,31.5162
MT4,0,0,0,0,0,0,0,0,0,0,0
PHKB,15.4516,15.1884,16.0684,17.2431,17.2315,13.0272,12.7896,15.2821,12.7094,13.3672,15.8955
LYRM1,19.288,21.0741,16.7948,14.6776,13.4707,16.8569,20.3211,17.4958,23.8924,13.0558,15.988
NUTF2,41.7049,44.8816,39.9888,36.015,42.9814,37.3485,49.365,38.4207,46.026,39.464,33.4334
NUP93,7.142,8.5246,10.4001,14.8237,9.8712,6.2695,7.4909,9.6421,9.353,10.3023,10.8948
CENPT,44.5239,36.9251,34.5484,46.2748,40.8853,38.712,34.2551,45.8381,32.173,40.5756,45.2402
TSNAXIP1,1.6048,3.06,1.1272,2.1704,2.5872,1.6891,1.3002,1.6843,1.9335,1.5709,1.2782
NFAT5,10.0116,9.618,12.0967,17.6526,15.2335,12.7116,6.0348,16.3755,7.6623,15.4237,17.0035
LONP2,14.9368,18.055,19.9499,24.0978,20.2883,14.925,15.7433,21.7753,15.6701,21.1898,24.909
N4BP1,9.8894,7.0986,8.9889,14.2988,10.5842,8.3606,7.0601,12.2454,7.4716,12.7854,11.074
CBLN1,0.3506,0.4372,0.6608,0.1407,0.9664,0.6444,0.2789,2.1542,0.3116,0.574,0.6314
ARL2BP,37.7104,31.7735,22.2546,21.0934,22.8543,25.5764,32.8916,19.539,24.5601,22.7711,21.0703
PLLP,3.9618,4.052,9.5775,32.2592,25.6256,3.5521,1.5993,20.6822,2.8015,13.1367,18.8672
ZNF423,2.9933,1.5535,2.4512,3.0804,4.2658,1.8103,1.4017,3.6363,2.3892,3.9005,3.5855
CCL22,0.0146,0.0365,0.063,0.5086,0.3838,0.0524,0.0122,0.1284,0.2293,0.1796,0.5993
DHODH,4.4655,4.794,4.9229,4.5864,3.5997,3.0264,3.7544,5.4011,7.2246,4.2026,5.6987
CCL17,0.0694,0,0.1494,1.021,0.8195,0.311,0.1162,0.5413,0.1451,0.0568,0.8616
CTCF,19.0875,18.092,17.1757,21.5962,19.4253,18.618,18.3698,18.4684,15.4871,18.542,20.3977
ACD,17.41,18.097,12.1,14.6713,13.7702,13.5356,15.6527,14.5429,16.8444,13.9653,15.9281
POLR2C,41.3435,38.6387,38.1587,36.8633,33.8373,35.6894,40.8832,39.4692,40.9805,35.7628,40.7714
PARD6A,1.9256,5.6453,3.8204,3.1637,1.3302,3.3924,8.2331,1.318,2.1549,3.0699,1.5524
ZNF821,2.4081,2.6902,3.2419,5.1093,4.9879,3.2385,2.9463,3.9449,1.1213,3.6809,4.3692
MMP15,3.8946,3.086,4.5156,7.5647,7.9516,2.9659,4.9931,6.2276,2.4736,6.2114,6.0909
USB1,0,0,0,0,0,0,0,0,0,0,0
CYB5B,10.7914,13.1927,15.2142,22.375,27.2694,8.5329,10.5799,18.2828,12.2626,18.5083,22.6875
CCDC113,1.0938,2.0815,2.0507,0.8997,1.7122,0.9444,0.6989,1.6753,2.1012,1.9634,1.6604
PRSS54,0,0.0588,0.0254,0,0,0,0,0.023,0,0.0193,0.0293
NME3,72.1232,54.5037,50.1228,58.9968,44.846,49.347,54.0579,67.7981,34.892,44.3689,66.8921
NDRG4,1.1283,1.1602,6.7902,4.7403,8.1321,1.3045,0.5554,12.9062,1.2523,12.4293,5.8141
PSMD7,51.0739,61.3872,64.0872,66.8928,65.526,56.3063,80.0894,56.7403,66.0959,58.9839,55.5296
SETD6,7.0755,7.609,7.6203,11.9761,7.7264,6.3309,5.4218,7.7809,8.2822,8.4072,8.3605
SLC38A7,3.0466,5.6798,5.9824,6.3814,9.189,3.9318,3.6725,4.9523,5.567,4.4466,4.9303
VAC14,13.6852,18.1604,15.3772,14.6763,15.8275,13.7279,17.428,13.8984,17.2354,13.7983,16.6196
HAS3,1.0981,2.3547,16.6882,16.4393,26.7429,1.6409,0.8977,16.8549,0.9113,26.7256,22.9671
TANGO6,0,0,0,0,0,0,0,0,0,0,0
COG4,19.308,22.5131,21.4623,36.4707,37.3084,17.8262,19.0315,28.9768,20.316,23.555,30.683
SMPD3,1.5629,1.0031,1.3082,4.5827,2.2958,0.7478,0.9088,3.0091,1.6343,2.0021,2.9166
SLC7A6OS,3.2217,2.8091,2.8492,4.0648,3.8848,3.4521,2.8955,4.5217,4.1083,3.4737,5.0421
SLC7A6,15.8763,10.5537,18.928,9.0438,6.2381,13.4038,9.0008,8.7144,21.6412,8.0236,8.7124
PLA2G15,4.0897,5.6017,5.5016,8.6159,11.2909,4.0742,3.8843,7.84,5.7839,5.6827,9.9833
ESRP2,1.3264,3.3788,12.8112,34.9935,36.3228,1.7506,1.0397,23.3584,0.5326,24.1149,30.5875
FA2H,0.6856,1.827,4.9797,12.5361,11.1912,0.5832,0.427,8.7276,0.3309,11.8305,7.9476
WDR59,17.5425,17.6444,18.3036,28.6427,23.3305,17.8901,14.7693,25.7094,17.8318,20.8551,23.4214
MON1B,9.0953,10.0785,12.5151,16.7009,14.2035,10.1529,10.4438,14.638,16.5828,16.2944,14.9757
CMC2,22.5614,19.9231,15.3598,28.776,23.3982,20.7522,23.9363,16.7028,20.4745,17.4651,17.6395
AXIN1,14.7823,13.7239,10.5844,12.0248,10.2671,16.41,16.324,10.8925,13.2385,14.3156,11.8578
HCFC1R1,53.8897,42.5674,24.0796,33.9643,51.6901,46.7479,77.3981,40.0748,19.4526,29.2715,37.1468
NPRL3,12.3962,9.7475,13.5532,14.392,14.9833,11.3309,11.5624,15.7839,12.3442,11.6764,17.3968
MLYCD,13.0823,19.9747,12.9172,9.2581,9.5676,16.6092,13.2188,8.0954,18.5782,8.5296,11.2018
MPG,29.1826,37.8224,33.1169,45.0827,46.729,25.5311,30.3565,40.9554,27.335,37.3695,43.9113
NECAB2,0.1063,0.2209,0.3147,0.0711,0.1046,0.1667,0.1112,0.0777,0.1389,0.0435,0.231
HSDL1,9.0617,9.3034,7.9805,8.5749,9.7103,10.0749,8.6216,7.624,6.5318,8.7611,7.4112
TAF1C,21.9433,27.6135,35.7063,48.5924,50.8978,27.6855,21.6763,30.4236,23.1575,35.0549,36.3951
NAGPA,7.8035,8.5591,8.4251,10.0522,11.6365,7.2735,7.2146,8.7223,8.4627,7.4952,9.9793
WFDC1,27.1552,46.9797,10.9715,9.6105,34.7881,25.3184,77.0935,15.764,9.1304,23.0164,37.4168
SEC14L5,0.304,0.1648,0.1851,0.221,0.1214,0.1422,0.1439,0.2127,0.0968,0.1082,0.2627
COTL1,54.8956,45.5024,49.7556,33.6867,49.5889,58.3367,32.5221,30.5325,74.3194,29.5902,40.5636
USP10,16.1679,14.9326,17.0591,17.794,16.1309,14.2919,12.5034,16.6803,18.3061,15.5831,16.6127
CRISPLD2,88.0045,45.9856,115.4995,102.0251,85.3519,59.963,53.8061,130.1214,97.4475,141.6997,87.3447
TSC2,35.1981,33.3881,33.7471,40.258,32.8437,32.2643,32.7829,38.6368,30.428,33.5781,37.4476
ZNF500,7.5837,8.7482,7.9557,9.7771,7.9388,6.8111,6.1863,8.8297,8.2592,8.3888,9.06
NME4,299.9049,183.0005,94.0974,38.7732,66.9024,188.921,249.0678,60.7068,137.437,88.1406,76.2504
ABCC1,14.2053,17.8526,17.9599,18.8217,13.7552,21.0133,22.4918,13.0937,14.3984,21.2253,11.4977
NOMO3,4.34,7.019,7.1336,5.6342,7.5907,6.7275,6.4578,5.1777,8.549,7.8504,6.851
LMF1,5.3038,4.5688,6.0367,6.7537,8.1955,5.2464,5.1834,6.6508,4.3241,5.3808,7.3126
FOXF1,64.0353,67.7058,101.9335,46.4104,74.8446,71.6577,53.7114,65.1019,63.7721,52.3407,67.1386
CIAO3,0,0,0,0,0,0,0,0,0,0,0
MTHFSD,5.7989,5.7917,7.0418,9.4762,9.7736,5.3736,4.6717,8.4393,7.1896,5.8412,8.9258
CLCN7,23.8234,33.038,32.9342,34.4253,29.3333,30.3054,29.4831,29.5783,30.698,32.8716,30.7537
HAGHL,2.9666,2.3614,3.7388,3.8843,3.1895,2.3485,2.9601,2.9549,4.092,1.6018,3.1748
ANTKMT,0,0,0,0,0,0,0,0,0,0,0
SLC7A5,14.5389,13.7269,17.4589,7.7903,7.4456,22.357,18.1852,6.293,18.3551,12.2636,5.4706
METRN,16.1373,16.7619,15.5703,5.8024,5.7438,8.723,22.9713,5.3733,14.5452,5.022,7.1334
FBXO31,29.4851,31.1476,28.7148,23.6373,15.8982,29.5692,29.6124,34.6196,34.5215,21.0625,16.9521
STUB1,34.9707,32.9929,27.6811,22.2345,25.2395,32.4286,38.9675,25.1194,27.9895,25.5326,25.9332
RHBDL1,2.0527,1.479,0.9138,2.8926,4.3466,2.6501,2.3608,2.8562,1.0875,1.7924,2.9232
NUBP1,19.5677,20.2702,17.6801,20.7574,17.9553,16.6435,18.8527,14.6259,20.8232,16.5295,18.9254
UBE2I,36.6536,40.5045,39.1908,37.6335,34.687,34.276,37.919,39.0321,37.8129,41.5157,39.07
ZP2,0.0188,0.0313,0.0203,0.0252,0.0247,0,0.0315,0.1102,0.0394,0.0154,0.0234
MEFV,0.1858,0.3862,1.0006,0.7924,0.6554,0.1562,0.3307,0.5777,0.5222,0.3708,0.7067
CRYM,10.1712,10.4817,4.6991,14.1759,16.3247,8.6112,22.1138,7.82,3.4958,5.3346,11.1542
EEF2K,29.9574,23.1588,16.6405,22.7345,10.4117,32.2837,22.408,19.7911,14.2721,18.4076,14.4846
CAPN15,0,0,0,0,0,0,0,0,0,0,0
PIEZO1,58.3996,38.9146,40.1865,29.1353,24.1797,43.9254,58.3875,27.148,48.5804,34.5823,31.7081
