,DC
572,15.0
573,24.2
574,3.0
575,4.2
576,46.6
577,1.4
578,11.4
579,21.8
580,3.4
581,5.0
582,5.0
583,1.0
584,6.6
585,6.8
586,2.0
587,3.0
588,1.0
589,3.0
590,0.0
591,4.6
592,16.0
593,6.0
594,2.0
595,25.6
596,9.8
597,16.6
598,9.6
599,2.0
600,4.8
601,15.6
602,28.2
603,17.4
604,1.0
605,64.6
606,3.6
607,2.0
608,1.0
609,1.0
610,1.0
611,6.4
612,1.0
613,1.0
614,33.6
615,58.75
616,22.8
617,8.6
618,2.0
619,0.0
620,0.0
621,3.6
622,2.0
623,25.2
624,47.0
625,5.6
626,1.8
627,1.0
628,2.0
629,74.2
630,3.0
631,1.0
632,9.0
633,8.8
634,8.4
635,6.2
636,29.2
637,3.0
638,1.8
639,49.8
640,14.4
641,0.0
642,1.0
643,2.0
644,5.6
645,22.2
646,1.8
647,2.6
648,1.0
649,5.6
650,5.0
651,2.2
652,1.0
653,11.0
654,0.0
655,11.0
656,5.0
657,0.0
658,1.6
659,4.6
660,6.4
661,1.0
662,3.0
663,2.8
664,1.6
665,22.6
666,3.0
667,6.2
668,2.0
669,1.0
670,2.0
671,2.2
672,2.0
673,0.0
674,1.0
675,29.8
676,7.0
677,2.0
678,26.2
679,43.6
680,2.0
681,1.0
682,0.0
683,8.0
684,4.0
685,11.0
686,2.8
687,7.0
688,2.8
689,7.8
690,3.0
691,1.0
692,28.4
693,28.0
694,2.0
695,1.0
696,0.0
697,4.0
698,0.0
699,2.0
700,55.8
701,5.0
702,5.0
703,2.0
704,12.6
705,0.0
706,48.6
707,2.4
708,21.8
709,3.0
710,4.0
711,15.2
712,5.6
713,39.8
714,21.8
715,1.0
716,36.4
717,7.6
718,38.6
719,4.0
720,2.8
721,5.0
722,17.2
723,8.6
724,31.6
725,9.8
726,1.0
727,1.0
728,13.0
729,0.0
730,17.8
731,6.0
732,2.0
733,13.6
734,14.8
735,2.0
736,2.0
737,1.0
738,4.0
739,3.0
740,1.2
741,14.6
742,1.0
743,1.6
744,8.4
745,1.0
746,6.4
747,0.0
748,34.2
749,3.8
750,35.8
751,2.0
752,11.6
753,5.0
754,17.8
755,5.8
756,13.2
757,2.0
758,2.8
759,4.0
760,34.0
761,1.0
762,2.0
763,7.6
764,3.2
765,2.2
766,4.8
767,16.4
768,5.2
769,8.2
770,0.0
771,30.6
772,48.2
773,5.4
774,1.6
775,6.0
776,7.0
777,1.0
778,1.8
779,15.6
780,1.0
781,1.0
782,4.0
783,31.4
784,14.0
785,0.0
786,6.8
787,1.0
788,12.2
789,3.8
790,3.0
791,1.0
792,2.0
793,1.0
794,30.4
795,3.8
796,1.0
797,1.0
798,0.0
799,0.0
800,1.0
801,2.2
802,7.0
803,1.0
804,13.8
805,4.4
806,2.0
807,2.8
808,2.0
809,3.6
810,1.0
811,1.0
812,8.6
813,1.5
814,1.0
815,1.0
816,2.0
817,4.8
818,5.8
819,1.0
820,4.0
821,7.6
822,7.8
823,6.8
824,1.0
825,11.8
826,58.6
827,17.0
828,3.0
829,3.0
830,1.8
831,0.0
832,3.0
833,2.0
834,1.5
835,1.0
836,4.0
837,5.8
838,1.0
839,1.0
840,1.0
841,7.0
842,7.2
843,0.0
844,1.6
845,25.0
846,1.8
847,11.8
848,3.0
849,1.0
850,1.0
851,1.0
852,6.0
853,2.0
854,5.8
855,1.8
856,4.2
857,5.6
858,14.2
859,6.6
860,0.0
861,4.8
862,0.0
863,1.75
864,10.0
865,1.0
866,4.0
867,6.8
868,4.0
869,1.3333333333333333
870,5.6
871,5.8
872,6.8
873,11.2
874,2.0
875,2.0
876,1.0
877,19.2
878,4.0
879,44.8
880,6.6
881,16.0
882,1.6
883,9.8
884,2.0
885,1.2
886,1.0
887,3.0
888,2.8
889,10.2
890,2.0
891,7.2
892,3.0
893,5.0
894,9.8
895,3.2
896,2.0
897,4.8
898,13.4
899,3.0
900,2.0
901,14.0
902,31.8
903,8.6
904,7.6
905,15.4
906,4.0
907,1.6
908,1.0
909,2.2
910,2.0
911,13.8
912,3.8
913,2.6
914,3.0
915,40.4
916,15.0
917,1.0
918,7.8
919,16.2
920,28.0
921,6.4
922,1.0
923,2.0
924,19.4
925,1.0
926,2.2
927,2.0
928,2.2
929,21.2
930,5.6
931,2.6
932,3.0
933,33.2
934,3.6
935,2.0
936,22.8
937,0.0
938,26.0
939,8.6
940,1.8
941,9.8
942,2.8
943,23.2
944,3.0
945,2.0
946,5.6
947,3.6
948,3.6
949,3.0
950,3.0
951,1.0
952,17.8
953,8.4
954,22.0
955,30.0
956,3.0
957,17.0
958,1.0
959,1.0
960,22.6
961,13.8
962,4.4
963,2.0
964,12.6
965,12.0
966,1.0
967,14.0
968,14.8
969,1.0
970,9.2
971,1.0
972,23.8
973,11.0
974,1.6
975,4.8
976,1.0
977,1.0
978,13.6
979,25.6
980,6.6
981,30.8
982,21.4
983,9.8
984,1.0
985,2.2
986,10.0
987,0.0
988,4.0
989,11.0
990,6.8
991,10.0
992,1.0
993,7.0
994,8.0
995,5.0
996,2.0
997,26.4
998,1.0
999,1.0
1000,2.0
1001,3.0
1002,1.0
1003,2.0
1004,2.0
1005,2.8
1006,25.4
1007,20.2
1008,0.0
1009,0.0
1010,0.0
1011,1.0
1012,8.0
1013,6.0
1014,2.4
1015,12.6
1016,3.0
1017,1.0
1018,2.8
1019,8.8
1020,3.0
1021,1.0
1022,1.0
1023,9.6
1024,15.4
1025,5.0
1026,18.0
1027,1.0
1028,14.8
1029,2.2
1030,4.0
1031,1.0
1032,1.0
1033,2.0
1034,2.0
1035,1.0
1036,1.0
1037,1.4
1038,2.0
1039,9.2
1040,4.0
1041,20.0
1042,2.6
1043,8.0
1044,5.0
1045,16.0
1046,4.0
1047,1.0
1048,1.0
1049,12.8
1050,19.6
1051,11.0
1052,14.2
1053,2.0
1054,31.8
1055,2.0
1056,3.0
1057,2.0
1058,3.6
1059,7.0
1060,1.0
1061,38.2
1062,3.0
1063,3.0
1064,2.8
1065,2.0
1066,5.0
1067,1.0
1068,6.0
1069,3.0
1070,1.0
1071,55.6
1072,2.8
1073,0.0
1074,39.4
1075,2.0
1076,1.0
1077,14.4
1078,19.4
1079,5.6
1080,2.0
1081,1.0
1082,0.0
1083,9.2
1084,8.4
1085,1.0
1086,2.0
1087,1.0
1088,3.0
1089,4.0
1090,2.0
1091,2.0
1092,4.0
1093,6.6
1094,15.8
1095,2.6
1096,5.4
1097,0.0
1098,2.4
1099,2.0
1100,5.8
1101,3.0
1102,14.6
1103,1.8
1104,2.0
1105,1.0
1106,13.0
1107,1.0
1108,1.0
1109,5.6
1110,1.0
1111,1.0
1112,1.6
1113,5.8
1114,16.6
1115,2.0
1116,2.0
1117,15.6
1118,7.0
1119,8.0
1120,4.0
1121,36.6
1122,2.0
1123,88.0
1124,5.0
1125,4.0
1126,5.6
1127,59.4
1128,9.0
1129,1.0
1130,14.0
1131,2.0
1132,1.0
1133,1.0
1134,17.0
1135,3.0
1136,1.0
1137,2.6
1138,2.4
1139,5.2
1140,2.8
1141,1.6
1142,1.0
1143,32.8
1144,2.6
1145,16.0
1146,9.6
1147,1.0
1148,10.8
1149,2.0
1150,3.0
1151,6.0
1152,19.5
1153,1.0
1154,10.6
1155,4.6
1156,1.0
1157,9.4
1158,1.0
1159,1.0
1160,9.8
1161,2.0
1162,8.8
1163,2.0
1164,1.8
1165,1.0
1166,11.8
1167,1.8
1168,2.0
1169,1.0
1170,34.0
1171,7.6
1172,0.0
1173,2.6
1174,6.4
1175,0.0
1176,5.0
1177,17.6
1178,2.8
1179,5.0
1180,4.8
1181,2.0
1182,4.0
1183,4.0
1184,1.0
1185,3.6
1186,3.0
1187,12.0
1188,9.2
1189,3.0
1190,12.0
1191,2.0
1192,38.6
1193,1.0
1194,2.8
1195,19.2
1196,3.0
1197,1.0
1198,7.8
1199,6.8
1200,1.0
1201,12.0
1202,7.0
1203,9.4
1204,1.8
1205,15.6
1206,5.2
1207,3.0
1208,14.8
1209,1.8
1210,1.0
1211,22.0
1212,3.0
1213,1.0
1214,2.8
1215,4.8
1216,15.4
1217,5.2
1218,1.0
1219,24.2
1220,1.0
1221,0.0
1222,1.0
1223,0.0
1224,3.0
1225,4.0
1226,1.0
1227,2.4
1228,1.0
1229,38.6
1230,2.0
1231,1.0
1232,2.0
1233,2.6
1234,3.8
1235,1.0
1236,1.0
1237,5.0
1238,2.0
1239,1.4
1240,1.0
1241,1.0
1242,1.0
1243,1.6
1244,0.0
1245,31.6
1246,2.0
1247,1.8
1248,5.2
1249,1.0
1250,1.0
1251,12.8
1252,2.0
1253,1.0
1254,9.0
1255,21.2
1256,1.4
1257,15.2
1258,6.0
1259,3.0
1260,1.0
1261,0.0
1262,2.8
1263,2.0
1264,1.8
1265,5.0
1266,1.0
1267,5.0
1268,7.2
1269,17.8
1270,3.0
1271,9.0
1272,13.25
1273,5.6
1274,26.8
1275,1.0
1276,1.0
1277,2.2
1278,2.0
1279,9.8
1280,2.0
1281,1.0
1282,4.0
1283,2.0
1284,1.0
1285,18.0
1286,2.0
1287,5.4
1288,3.8
1289,14.8
1290,1.0
1291,1.0
1292,1.0
1293,15.4
1294,5.6
1295,5.0
1296,30.0
1297,4.8
1298,1.0
1299,6.0
1300,5.8
1301,0.0
1302,0.0
1303,1.0
1304,1.0
1305,1.0
1306,0.0
1307,0.0
1308,0.0
1309,2.0
1310,1.0
1311,1.0
1312,6.0
1313,15.6
1314,3.0
1315,6.0
1316,9.0
1317,9.4
1318,1.0
1319,2.6
1320,37.2
1321,5.0
1322,1.0
1323,2.0
1324,4.0
1325,12.4
1326,4.0
1327,1.0
1328,3.0
1329,10.6
1330,17.0
1331,104.6
1332,5.4
1333,18.0
1334,12.4
1335,6.8
1336,2.8
1337,21.0
1338,0.0
1339,13.6
1340,19.4
1341,6.0
1342,1.0
1343,5.0
1344,1.0
1345,3.0
1346,10.0
1347,8.4
1348,24.8
1349,3.0
1350,4.4
1351,11.0
1352,3.0
1353,1.0
1354,2.0
1355,9.6
1356,1.8
1357,13.0
1358,0.0
1359,3.0
1360,2.0
1361,1.0
1362,14.4
1363,2.0
1364,1.0
1365,2.6
1366,4.8
1367,4.6
1368,2.0
1369,10.8
1370,3.8
1371,2.0
1372,9.0
1373,1.4
1374,0.0
1375,9.8
1376,2.6
1377,12.0
1378,1.0
1379,4.2
1380,6.8
1381,3.8
1382,67.6
1383,40.0
1384,2.8
1385,3.0
1386,3.4
1387,0.0
1388,1.0
1389,1.0
1390,1.8
1391,5.0
1392,26.8
1393,3.8
1394,8.0
1395,7.2
1396,21.4
1397,1.0
1398,1.0
1399,4.0
1400,13.2
1401,1.0
1402,9.6
1403,3.0
1404,9.8
1405,2.0
1406,8.0
1407,1.0
1408,27.0
1409,6.0
1410,42.6
1411,3.8
1412,38.6
1413,5.0
1414,2.0
1415,0.0
1416,51.6
1417,2.4
1418,12.4
1419,1.0
1420,7.4
1421,4.0
1422,3.0
1423,51.2
1424,21.0
1425,4.6
1426,1.0
1427,14.6
1428,3.0
1429,8.2
1430,106.0
1431,12.4
1432,0.0
1433,0.0
1434,2.0
1435,5.0
1436,5.6
1437,4.6
1438,4.0
1439,3.6
1440,31.4
1441,1.8
1442,26.6
1443,7.8
1444,1.0
1445,3.4
1446,1.0
1447,2.0
1448,2.8
1449,16.6
1450,0.0
1451,10.6
1452,5.6
1453,2.0
1454,0.0
1455,0.0
1456,36.6
1457,6.2
1458,1.0
1459,10.8
1460,49.4
1461,3.0
1462,12.6
1463,2.0
1464,1.0
1465,1.0
1466,54.0
1467,26.4
1468,34.8
1469,3.0
1470,0.0
1471,1.0
1472,70.8
1473,18.6
1474,28.2
1475,2.0
1476,1.0
1477,1.0
1478,1.0
1479,1.0
1480,1.0
1481,1.0
1482,0.0
1483,1.0
1484,4.0
1485,0.0
1486,2.4
1487,2.2
1488,6.2
1489,2.4
1490,22.4
1491,11.0
1492,7.0
1493,0.0
1494,1.8
1495,2.0
1496,4.6
1497,2.8
1498,1.0
1499,29.0
1500,6.2
1501,33.0
1502,37.2
1503,4.0
1504,5.0
1505,4.0
1506,4.4
1507,9.8
1508,3.8
1509,5.8
1510,2.0
1511,1.0
1512,5.0
1513,3.6
1514,1.0
1515,11.4
1516,0.0
1517,2.0
1518,1.6
1519,61.0
1520,18.8
1521,78.6
1522,5.6
1523,13.8
1524,2.0
1525,1.0
1526,6.8
1527,4.0
1528,9.6
1529,6.0
1530,2.0
1531,1.6
1532,1.0
1533,1.0
1534,2.0
1535,2.0
1536,1.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,11.6
1542,1.0
1543,0.0
1544,0.0
1545,0.0
1546,3.6
1547,11.8
1548,5.0
1549,21.8
1550,1.0
1551,1.0
1552,7.8
1553,4.8
1554,14.0
1555,1.3333333333333333
1556,1.0
1557,5.2
1558,3.0
1559,11.8
1560,6.0
1561,2.8
1562,1.0
1563,2.8
1564,22.2
1565,2.0
1566,76.4
1567,2.0
1568,5.0
1569,93.6
1570,1.0
1571,9.2
1572,8.8
1573,1.0
1574,1.0
1575,10.8
1576,8.4
1577,14.2
1578,1.0
1579,2.0
1580,23.8
1581,4.0
1582,2.0
1583,0.0
1584,1.0
1585,3.0
1586,2.2
1587,7.8
1588,13.0
1589,12.4
1590,25.6
1591,61.4
1592,2.0
1593,2.0
1594,1.0
1595,1.0
1596,18.2
1597,39.4
1598,2.0
1599,2.0
1600,9.6
1601,1.0
1602,1.0
1603,11.6
1604,1.6
1605,1.0
1606,2.4
1607,1.0
1608,8.2
1609,1.0
1610,1.0
1611,34.6
1612,1.0
1613,2.8
1614,6.6
1615,0.0
1616,1.0
1617,6.2
1618,3.4
1619,2.6
1620,1.0
1621,0.0
1622,2.0
1623,1.0
1624,12.6
1625,1.0
1626,2.0
1627,1.0
1628,1.0
1629,1.0
1630,8.8
1631,2.0
1632,18.8
1633,1.0
1634,1.0
1635,36.2
1636,20.2
1637,1.0
1638,27.4
1639,1.0
1640,5.8
1641,4.4
1642,3.2
1643,2.0
1644,9.0
1645,1.0
1646,11.2
1647,14.8
1648,8.4
1649,1.6
1650,1.0
1651,0.0
1652,7.0
1653,0.0
1654,1.0
1655,40.8
1656,3.0
1657,1.0
1658,2.6
1659,1.0
1660,5.8
1661,1.0
1662,0.0
1663,2.6
1664,12.2
1665,1.0
1666,5.6
1667,2.8
1668,5.0
1669,4.6
1670,9.4
1671,2.0
1672,19.0
1673,2.0
1674,2.0
1675,6.0
1676,3.0
1677,8.8
1678,2.6
1679,10.0
1680,23.2
1681,1.0
1682,19.8
1683,8.4
1684,5.8
1685,1.0
1686,16.0
1687,31.2
1688,2.0
1689,1.0
1690,22.8
1691,15.6
1692,1.0
1693,1.8
1694,21.2
1695,5.2
1696,9.4
1697,6.0
1698,1.0
1699,1.0
1700,63.0
1701,4.0
1702,7.6
1703,18.4
1704,6.6
1705,2.0
1706,6.0
1707,11.0
1708,83.6
1709,1.0
1710,1.0
1711,1.0
1712,1.0
1713,1.8
1714,4.4
1715,6.0
1716,1.0
1717,1.0
1718,0.0
1719,3.0
1720,3.4
1721,6.0
1722,13.2
1723,1.2
1724,1.0
1725,4.2
1726,3.0
1727,23.6
1728,17.6
1729,2.0
1730,21.4
1731,1.0
1732,5.8
1733,1.0
1734,1.0
1735,2.0
1736,5.6
1737,3.0
1738,21.4
1739,36.0
1740,5.0
1741,2.4
1742,1.0
1743,7.6
1744,5.8
1745,5.2
1746,41.6
1747,1.0
1748,1.0
1749,3.6
1750,0.0
1751,2.8
1752,4.0
1753,52.2
1754,4.0
1755,8.0
1756,21.0
1757,10.4
1758,17.2
1759,32.6
1760,19.6
1761,5.6
1762,2.0
1763,2.2
1764,46.0
1765,18.4
1766,14.4
1767,4.6
1768,21.6
1769,9.2
1770,1.0
1771,2.0
1772,4.0
1773,1.0
1774,6.6
1775,1.5
1776,2.0
1777,5.0
1778,1.0
1779,6.6
1780,1.0
1781,3.0
1782,14.6
1783,2.5
1784,5.6
1785,12.4
1786,1.0
1787,4.4
1788,33.2
1789,7.0
1790,2.0
1791,9.6
1792,4.0
1793,0.0
1794,10.0
1795,20.0
1796,2.0
1797,1.0
1798,2.0
1799,4.8
1800,1.8
1801,2.0
1802,7.8
1803,3.8
1804,7.8
1805,1.0
1806,4.0
1807,2.8
1808,19.6
1809,3.0
1810,3.4
1811,8.0
1812,1.0
1813,10.6
1814,6.0
1815,18.0
1816,6.4
1817,3.0
1818,2.8
1819,3.0
1820,10.0
1821,1.0
1822,2.8
1823,3.6
1824,1.0
1825,1.0
1826,2.0
1827,1.0
1828,1.0
1829,3.2
1830,3.6
1831,0.0
1832,1.8
1833,1.0
1834,7.0
1835,3.4
1836,71.2
1837,2.0
1838,1.0
1839,0.0
1840,1.0
1841,5.2
1842,6.0
1843,2.8
1844,1.0
1845,29.2
1846,1.0
1847,6.8
1848,1.6
1849,3.0
1850,3.0
1851,7.4
1852,2.8
1853,24.6
1854,2.0
1855,0.0
1856,3.0
1857,1.0
1858,1.0
1859,4.0
1860,3.2
1861,2.8
1862,1.0
1863,2.0
1864,4.0
1865,5.0
1866,2.0
1867,24.0
1868,4.0
1869,1.0
1870,1.6
1871,3.6
1872,2.0
1873,3.6
1874,3.6
1875,5.8
1876,14.4
1877,4.6
1878,0.0
1879,14.2
1880,6.2
1881,1.0
1882,10.0
1883,50.2
1884,29.2
1885,43.0
1886,11.0
1887,14.6
1888,21.2
1889,2.6
1890,3.2
1891,1.8
1892,1.6
1893,2.0
1894,32.0
1895,27.2
1896,3.0
1897,1.0
1898,4.8
1899,5.4
1900,1.0
1901,3.0
1902,15.0
1903,1.0
1904,1.0
1905,6.8
1906,2.2
1907,38.4
1908,18.6
1909,1.0
1910,1.8
1911,6.4
1912,1.6
1913,1.0
1914,1.0
1915,3.0
1916,5.0
1917,5.2
1918,1.0
1919,1.0
1920,3.0
1921,8.8
1922,5.2
1923,41.2
1924,0.0
1925,3.0
1926,6.0
1927,3.0
1928,1.0
1929,1.0
1930,2.2
1931,8.6
1932,2.2
1933,1.0
1934,2.0
1935,1.0
1936,1.0
1937,4.2
1938,2.0
1939,1.0
1940,18.0
1941,13.4
1942,1.0
1943,8.0
1944,2.4
1945,3.0
1946,6.0
1947,0.0
1948,0.0
1949,30.0
1950,5.8
1951,2.8
1952,3.8
1953,3.8
1954,1.0
1955,2.0
1956,2.6
1957,1.0
1958,16.8
1959,6.0
1960,3.4
1961,2.4
1962,1.0
1963,7.8
1964,6.2
1965,5.75
1966,2.0
1967,2.0
1968,11.4
1969,2.0
1970,10.0
1971,2.0
1972,7.6
1973,2.8
1974,5.6
1975,6.4
1976,5.0
1977,1.0
1978,15.6
1979,6.2
1980,1.0
1981,2.0
1982,1.8
1983,6.4
1984,1.0
1985,3.0
1986,4.8
1987,4.2
1988,2.8
1989,0.0
1990,1.6
1991,2.0
1992,2.0
1993,3.0
1994,3.0
1995,1.8
1996,1.0
1997,3.0
1998,3.0
1999,1.0
2000,60.8
2001,1.0
2002,27.0
2003,2.8
2004,3.0
2005,3.0
2006,2.6
2007,1.0
2008,4.6
2009,1.0
2010,3.6
2011,1.0
2012,15.4
2013,5.8
2014,9.4
2015,0.0
2016,1.0
2017,2.0
2018,7.0
2019,8.6
2020,24.2
2021,8.2
2022,2.0
2023,2.0
2024,1.0
2025,17.0
2026,3.0
2027,1.8
2028,10.0
2029,4.0
2030,1.0
2031,16.6
2032,7.2
2033,36.0
2034,3.0
2035,1.0
2036,1.6
2037,4.4
2038,26.6
2039,5.0
2040,50.4
2041,3.8
2042,3.0
2043,1.0
2044,12.6
2045,14.8
2046,3.0
2047,5.0
2048,1.8
2049,28.0
2050,1.4
2051,1.0
2052,2.0
2053,8.4
2054,1.6
2055,4.0
2056,2.2
2057,19.0
2058,1.0
2059,20.0
2060,7.0
2061,5.6
2062,1.0
2063,1.0
2064,0.0
2065,1.0
2066,4.2
2067,6.8
2068,0.0
2069,1.0
2070,50.6
2071,14.2
2072,29.4
2073,1.0
2074,6.8
2075,24.6
2076,2.0
2077,2.0
2078,4.0
2079,4.0
2080,1.0
2081,1.4
2082,0.0
2083,5.0
2084,3.4
2085,5.0
2086,3.0
2087,2.4
2088,2.8
2089,5.0
2090,1.0
2091,7.4
2092,3.0
2093,6.0
2094,1.0
2095,15.6
2096,2.0
2097,0.0
2098,0.0
2099,17.4
2100,4.8
2101,1.0
2102,0.0
2103,0.0
2104,35.8
2105,2.0
2106,4.0
2107,4.0
2108,1.0
2109,1.0
2110,45.4
2111,0.0
2112,1.0
2113,1.0
2114,1.0
2115,1.0
2116,2.0
2117,15.0
2118,7.0
2119,9.8
2120,2.4
2121,2.2
2122,3.0
2123,5.0
2124,5.6
2125,7.0
2126,2.8
2127,66.8
2128,1.0
2129,6.0
2130,18.4
2131,3.8
2132,9.6
2133,2.0
2134,1.4
2135,21.4
2136,37.0
2137,1.0
2138,91.0
2139,2.0
