,DC
4138,1.0
4139,14.6
4140,13.0
4141,1.0
4142,26.2
4143,1.0
4144,1.0
4145,3.0
4146,1.0
4147,16.4
4148,1.8
4149,1.8
4150,3.8
4151,3.0
4152,29.0
4153,10.2
4154,3.0
4155,21.8
4156,8.8
4157,3.0
4158,3.0
4159,2.5
4160,1.0
4161,24.4
4162,2.0
4163,1.0
4164,1.0
4165,2.0
4166,11.4
4167,1.0
4168,2.0
4169,0.0
4170,2.0
4171,4.0
4172,19.4
4173,3.6
4174,4.6
4175,4.8
4176,0.0
4177,1.0
4178,13.5
4179,1.6
4180,12.8
4181,1.0
4182,2.0
4183,1.0
4184,8.0
4185,1.0
4186,1.8
4187,10.6
4188,1.8
4189,6.0
4190,3.6
4191,1.0
4192,11.2
4193,7.4
4194,1.0
4195,6.4
4196,1.0
4197,7.2
4198,1.0
4199,2.0
4200,1.0
4201,1.0
4202,4.6
4203,2.0
4204,1.0
4205,28.6
4206,4.4
4207,1.2
4208,1.0
4209,11.4
4210,1.0
4211,2.8
4212,3.0
4213,2.6
4214,3.0
4215,2.0
4216,0.0
4217,1.0
4218,5.0
4219,10.2
4220,2.0
4221,1.0
4222,4.0
4223,3.0
4224,22.8
4225,14.0
4226,2.0
4227,2.4
4228,2.0
4229,6.4
4230,2.0
4231,2.0
4232,1.0
4233,1.0
4234,9.4
4235,4.0
4236,3.0
4237,1.0
4238,1.8
4239,5.4
4240,2.0
4241,5.0
4242,0.0
4243,2.0
4244,3.0
4245,7.6
4246,1.0
4247,12.0
4248,34.8
4249,8.6
4250,12.6
4251,1.0
4252,2.0
4253,4.6
4254,2.8
4255,10.6
4256,3.0
4257,3.0
4258,3.0
4259,4.6
4260,3.0
4261,10.8
4262,1.8
4263,6.0
4264,15.6
4265,1.0
4266,1.0
4267,2.4
4268,4.8
4269,2.0
4270,1.0
4271,1.8
4272,5.6
4273,1.0
4274,4.8
4275,6.6
4276,1.8
4277,14.2
4278,2.0
4279,2.6
4280,10.8
4281,5.0
4282,1.5
4283,1.0
4284,17.4
4285,0.0
4286,20.2
4287,59.8
4288,1.0
4289,1.5
4290,2.8
4291,4.8
4292,20.4
4293,4.0
4294,3.0
4295,5.0
4296,1.0
4297,2.0
4298,8.0
4299,25.2
4300,8.6
4301,1.0
4302,2.0
4303,2.0
4304,9.6
4305,11.0
4306,1.0
4307,2.2
4308,16.8
4309,9.4
4310,1.0
4311,11.2
4312,10.8
4313,1.0
4314,1.0
4315,18.4
4316,6.0
4317,1.8
4318,23.8
4319,1.6
4320,1.0
4321,1.0
4322,1.0
4323,11.0
4324,1.0
4325,3.0
4326,2.0
4327,0.0
4328,1.8
4329,3.0
4330,3.0
4331,2.0
4332,20.2
4333,1.0
4334,1.0
4335,3.4
4336,1.0
4337,10.2
4338,29.8
4339,2.0
4340,3.8
4341,1.0
4342,1.0
4343,15.6
4344,1.0
4345,12.6
4346,3.0
4347,10.2
4348,3.8
4349,5.4
4350,11.2
4351,26.0
4352,69.2
4353,32.4
4354,1.0
4355,1.0
4356,2.0
4357,26.8
4358,1.0
4359,5.0
4360,0.0
4361,1.0
4362,19.2
4363,1.0
4364,1.4
4365,10.4
4366,20.0
4367,3.2
4368,2.0
4369,1.8
4370,1.0
4371,0.0
4372,1.0
4373,9.0
4374,1.0
4375,0.0
4376,17.0
4377,1.0
4378,5.4
4379,3.6
4380,1.0
4381,2.0
4382,1.0
4383,1.0
4384,24.4
4385,37.4
4386,6.8
4387,3.8
4388,7.0
4389,6.8
4390,1.0
4391,5.0
4392,16.2
4393,10.0
4394,2.0
4395,1.8
4396,2.0
4397,3.0
4398,3.0
4399,3.8
4400,13.6
4401,6.0
4402,5.0
4403,30.6
4404,2.0
4405,4.6
4406,7.6
4407,2.0
4408,5.6
4409,20.8
4410,1.0
4411,4.2
4412,1.0
4413,1.0
4414,2.0
4415,3.8
4416,5.0
4417,8.2
4418,2.0
4419,3.2
4420,3.8
4421,51.6
4422,2.0
4423,2.0
4424,2.8
4425,1.8
4426,3.0
4427,1.75
4428,1.0
4429,7.8
4430,2.8
4431,2.0
4432,1.0
4433,2.6
4434,1.0
4435,8.0
4436,11.4
4437,2.6
4438,1.6
4439,34.2
4440,3.0
4441,2.0
4442,5.0
4443,1.75
4444,10.0
4445,2.0
4446,3.0
4447,27.2
4448,3.2
4449,3.4
4450,2.4
4451,1.0
4452,2.0
4453,4.0
4454,38.2
4455,3.0
4456,1.75
4457,2.6
4458,2.0
4459,7.6
4460,3.0
4461,9.8
4462,1.0
4463,1.0
4464,8.8
4465,7.4
4466,2.0
4467,2.0
4468,1.0
4469,1.6
4470,2.0
4471,19.2
4472,22.0
4473,1.0
4474,39.2
4475,0.0
4476,2.0
4477,5.4
4478,9.2
4479,2.0
4480,11.6
4481,10.6
4482,17.4
4483,1.0
4484,1.0
4485,1.0
4486,3.0
4487,13.0
4488,1.0
4489,19.8
4490,2.0
4491,4.8
4492,1.4
4493,1.0
4494,0.0
4495,1.0
4496,3.8
4497,4.0
4498,1.0
4499,3.0
4500,1.0
4501,3.0
4502,44.0
4503,1.0
4504,2.4
4505,5.0
4506,5.8
4507,7.8
4508,6.2
4509,16.0
4510,8.8
4511,1.8
4512,1.0
4513,5.8
4514,1.75
4515,5.8
4516,6.0
4517,2.0
4518,3.0
4519,22.0
4520,1.0
4521,3.2
4522,5.4
4523,10.8
4524,5.0
4525,4.8
4526,60.6
4527,1.8
4528,5.6
4529,3.4
4530,3.2
4531,2.0
4532,4.0
4533,9.2
4534,1.0
4535,5.6
4536,5.0
4537,2.0
4538,9.0
4539,3.8
4540,8.0
4541,1.0
4542,3.0
4543,1.0
4544,13.0
4545,8.8
4546,3.2
4547,1.4
4548,10.6
4549,2.0
4550,43.0
4551,7.0
4552,1.2
4553,1.0
4554,4.0
4555,1.0
4556,4.2
4557,1.0
4558,1.0
4559,13.4
4560,1.0
4561,1.8
4562,3.0
4563,14.8
4564,10.6
4565,14.8
4566,10.6
4567,8.6
4568,1.0
4569,2.8
4570,1.0
4571,3.0
4572,1.0
4573,13.0
4574,3.8
4575,1.0
4576,3.6
4577,10.6
4578,8.0
4579,1.0
4580,2.0
4581,17.2
4582,6.8
4583,1.0
4584,20.4
4585,10.4
4586,22.0
4587,1.0
4588,1.6
4589,16.2
4590,3.4
4591,2.8
4592,10.4
4593,11.8
4594,10.8
4595,1.0
4596,21.0
4597,1.25
4598,0.0
4599,3.4
4600,7.2
4601,3.0
4602,3.0
4603,1.0
4604,1.0
4605,15.0
4606,3.4
4607,1.0
4608,0.0
4609,1.0
4610,13.4
4611,3.0
4612,0.0
4613,5.6
4614,1.0
4615,4.0
4616,1.6
4617,1.0
4618,16.8
4619,1.0
4620,7.0
4621,6.0
4622,9.0
4623,1.0
4624,1.8
4625,16.0
4626,1.0
4627,7.0
4628,3.0
4629,0.0
4630,1.0
4631,3.6
4632,5.0
4633,1.0
4634,6.4
4635,1.0
4636,18.8
4637,2.4
4638,1.0
4639,2.4
4640,1.0
4641,6.0
4642,1.0
4643,12.0
4644,8.4
4645,9.6
4646,2.0
4647,11.8
4648,1.6
4649,1.0
4650,3.0
4651,1.0
4652,0.0
4653,2.6
4654,2.0
4655,17.2
4656,3.0
4657,1.0
4658,1.0
4659,3.8
4660,3.0
4661,1.4
4662,29.0
4663,1.0
4664,7.0
4665,0.0
4666,9.4
4667,0.0
4668,7.0
4669,1.0
4670,0.0
4671,16.6
4672,14.2
4673,2.0
4674,1.8
4675,1.0
4676,2.0
4677,4.8
4678,7.8
4679,2.8
4680,3.0
4681,3.0
4682,21.2
4683,11.2
4684,2.0
4685,3.0
4686,2.0
4687,3.0
4688,2.0
4689,1.0
4690,0.0
4691,1.0
4692,1.0
4693,8.6
4694,1.0
4695,2.0
4696,4.0
4697,1.0
4698,1.0
4699,0.0
4700,9.0
4701,3.8
4702,5.0
4703,10.4
4704,1.8
4705,1.0
4706,2.0
4707,1.8
4708,6.0
4709,8.0
4710,11.6
4711,3.6
4712,3.8
4713,15.6
4714,9.0
4715,4.0
4716,6.6
4717,44.2
4718,1.0
4719,2.0
4720,1.0
4721,7.4
4722,3.0
4723,1.8
4724,2.0
4725,33.8
4726,4.8
4727,3.0
4728,3.0
4729,3.0
4730,4.4
4731,1.0
4732,28.8
4733,35.0
4734,6.8
4735,2.0
4736,3.0
4737,0.0
4738,19.6
4739,3.4
4740,7.0
4741,1.0
4742,3.0
4743,1.0
4744,1.0
4745,1.8
4746,3.6
4747,2.0
4748,25.8
4749,2.0
4750,2.0
4751,1.0
4752,2.6
4753,1.0
4754,0.0
4755,30.2
4756,1.0
4757,2.8
4758,6.4
4759,2.0
4760,57.4
4761,4.0
4762,4.4
4763,6.6
4764,5.0
4765,7.8
4766,6.8
4767,6.0
4768,1.25
4769,3.0
4770,5.0
4771,1.0
4772,1.0
4773,3.0
4774,25.8
4775,10.6
4776,4.4
4777,1.8
4778,0.0
4779,2.0
4780,1.0
4781,5.0
4782,1.0
4783,1.0
4784,6.4
4785,2.4
4786,1.0
4787,1.0
4788,2.0
4789,8.0
4790,7.2
4791,1.0
4792,1.0
4793,2.0
4794,15.0
4795,1.0
4796,5.8
4797,1.0
4798,4.0
4799,1.0
4800,3.6
4801,20.6
4802,5.6
4803,11.0
4804,2.8
4805,4.8
4806,15.0
4807,2.0
4808,4.0
4809,2.0
4810,3.0
4811,0.0
4812,0.0
4813,2.0
4814,1.6
4815,2.0
4816,9.8
4817,8.8
4818,50.2
4819,3.0
4820,4.0
4821,1.0
4822,3.0
4823,1.0
4824,23.8
4825,22.2
4826,19.6
4827,6.0
4828,26.4
4829,3.0
4830,4.0
4831,2.0
4832,3.0
4833,5.0
4834,0.0
4835,2.6
4836,19.4
4837,1.0
4838,1.0
4839,13.6
4840,1.0
4841,11.8
4842,1.0
4843,1.0
4844,1.0
4845,14.8
4846,2.0
4847,1.0
4848,19.8
4849,4.8
4850,12.6
4851,9.6
4852,1.0
4853,2.0
4854,1.0
4855,3.0
4856,4.4
4857,1.0
4858,3.8
4859,1.0
4860,12.2
4861,6.0
4862,0.0
4863,2.0
4864,0.0
4865,1.6
4866,25.6
4867,63.6
4868,2.0
4869,2.0
4870,3.0
4871,7.8
4872,1.0
4873,6.2
4874,3.0
4875,11.6
4876,2.0
4877,4.8
4878,1.0
4879,4.6
4880,7.4
4881,4.0
4882,1.8
4883,1.0
4884,1.8
4885,2.0
4886,1.0
4887,16.0
4888,2.0
4889,3.0
4890,1.8
4891,1.75
4892,3.0
4893,10.0
4894,43.6
4895,1.8
4896,9.2
4897,1.0
4898,39.2
4899,2.8
4900,10.0
4901,1.0
4902,1.8
4903,1.8
4904,6.0
4905,2.0
4906,15.0
4907,7.0
4908,1.8
4909,0.0
4910,0.0
4911,1.0
4912,3.0
4913,7.4
4914,13.4
4915,14.2
4916,1.4
4917,0.0
4918,25.4
4919,34.6
4920,2.0
4921,6.0
4922,1.0
4923,22.8
4924,4.2
4925,4.0
4926,2.0
4927,2.8
4928,3.8
4929,2.6
4930,1.0
4931,18.8
4932,3.0
4933,0.0
4934,0.0
4935,4.0
4936,1.0
4937,2.0
4938,1.0
4939,1.0
4940,4.2
4941,13.0
4942,0.0
4943,2.0
4944,1.0
4945,6.4
4946,48.2
4947,13.0
4948,11.0
4949,11.4
4950,7.2
4951,1.0
4952,9.8
4953,11.6
4954,17.2
4955,6.2
4956,6.4
4957,1.0
4958,5.6
4959,1.0
4960,4.0
4961,0.0
4962,5.0
4963,1.4
4964,10.0
4965,20.4
4966,1.0
4967,1.8
4968,6.0
4969,2.8
4970,5.0
4971,4.4
4972,3.0
4973,1.6
4974,24.6
4975,6.0
4976,4.0
4977,2.0
4978,2.8
4979,1.0
4980,1.0
4981,0.0
4982,3.0
4983,0.0
4984,1.0
4985,2.0
4986,7.8
4987,1.0
4988,12.8
4989,1.0
4990,0.0
4991,1.0
4992,1.0
4993,1.8
4994,3.8
4995,10.2
4996,5.0
4997,7.0
4998,2.0
4999,2.8
5000,1.8
5001,89.8
5002,13.2
5003,4.0
5004,13.0
5005,1.4
5006,1.0
5007,3.0
5008,1.0
5009,1.0
5010,1.0
5011,6.2
5012,1.0
5013,13.6
5014,6.2
5015,12.6
5016,9.2
5017,14.0
5018,24.0
5019,61.4
5020,31.8
5021,1.0
5022,1.0
5023,1.0
5024,18.4
5025,1.0
5026,24.4
5027,16.6
5028,4.4
5029,2.0
5030,1.0
5031,7.0
5032,1.0
5033,4.8
5034,4.6
5035,1.0
5036,1.0
5037,6.0
5038,3.0
5039,0.0
5040,5.0
5041,2.0
5042,0.0
5043,0.0
5044,6.0
5045,0.0
5046,9.0
5047,2.0
5048,5.0
5049,0.0
5050,2.0
5051,0.0
5052,2.2
5053,46.4
5054,1.6
5055,21.0
5056,2.0
5057,5.4
5058,0.0
5059,8.8
5060,11.6
5061,6.8
5062,1.6
5063,4.0
5064,14.8
5065,1.0
5066,7.0
5067,1.0
5068,17.6
5069,4.4
5070,8.0
5071,3.6
5072,9.6
5073,2.0
5074,1.0
5075,34.4
5076,3.0
5077,8.0
5078,20.0
5079,24.4
5080,3.0
5081,5.2
5082,6.0
5083,11.8
5084,4.0
5085,3.0
5086,4.6
5087,14.0
5088,4.0
5089,6.2
5090,16.0
5091,10.2
5092,0.0
